original_title,title,original_language,release_date,popularity,vote_count,vote_average,budget,revenue,runtime,genre_names,release_year
White Dog,White Dog,en,1982-07-07,7,206,6,8000000,46509,90,"Drama, Horror",1982
Captivity,Captivity,en,2007-03-09,7,354,4,17000000,10921200,96,"Crime, Horror, Thriller",2007
Parasite,Parasite,en,1982-03-12,7,43,4,800000,7000000,85,"Horror, Science Fiction",1982
Prison,Prison,en,1988-03-04,7,92,5,4000000,354704,102,"Crime, Horror, Thriller",1988
Hannibal Rising,Hannibal Rising,en,2007-02-06,7,1848,6,50000000,82169884,121,"Crime, Drama, Horror, Thriller",2007
Eyes of Laura Mars,Eyes of Laura Mars,en,1978-08-02,7,154,5,7000000,20000000,104,"Drama, Horror, Mystery, Thriller",1978
Девятая,The Ninth,ru,2019-11-07,6,93,6,7000000,958558,99,"Crime, Horror, Mystery, Thriller",2019
ATM,ATM,en,2012-02-17,6,486,5,3000000,921752,91,"Horror, Thriller",2012
Willard,Willard,en,2003-03-14,6,254,6,22000000,8564586,100,"Drama, Horror, Thriller",2003
The Zombie Diaries,The Zombie Diaries,en,2006-10-29,6,62,4,9300,2000000,81,"Action, Horror, Thriller",2006
พี่มาก..พระโขนง,Pee Mak,th,2013-03-28,6,99,7,1800000,33000000,111,"Comedy, Horror, Romance",2013
The Slumber Party Massacre,The Slumber Party Massacre,en,1982-11-12,6,233,5,220000,3600000,77,Horror,1982
Resident Evil: Retribution,Resident Evil: Retribution,en,2012-09-12,6,3422,5,65000000,240159255,95,"Action, Horror, Science Fiction",2012
This Island Earth,This Island Earth,en,1955-06-01,6,165,5,800000,1700000,87,"Adventure, Horror, Science Fiction",1955
Shortcut,Shortcut,en,2020-09-25,6,79,5,1400000,769563,80,"Adventure, Fantasy, Horror",2020
It Came from Outer Space,It Came from Outer Space,en,1953-06-05,6,154,6,800000,1600000,81,"Horror, Science Fiction",1953
Romasanta,Romasanta: The Werewolf Hunt,en,2004-05-13,6,71,5,4500000,432671,90,"Action, Horror",2004
My Name Is Bruce,My Name Is Bruce,en,2007-10-01,6,268,5,1500000,173066,86,"Comedy, Fantasy, Horror",2007
The Boat,The Boat,en,2019-02-22,6,88,5,5000000,98559,89,"Horror, Mystery, Thriller",2019
The First Power,The First Power,en,1990-04-06,6,59,5,10000000,22424195,98,"Crime, Horror, Thriller",1990
Haunted Honeymoon,Haunted Honeymoon,en,1986-07-25,6,125,5,13000000,8033397,82,"Comedy, Drama, Horror, Music, Mystery",1986
Hidden 3D,Hidden 3D,en,2011-04-21,6,50,3,8000000,1670477,82,"Horror, Thriller",2011
Silent Rage,Silent Rage,en,1982-04-02,6,126,6,4500000,10500000,103,"Action, Horror, Romance, Science Fiction",1982
Red Dragon,Red Dragon,en,2002-10-02,6,3538,7,78000000,209196298,124,"Horror, Thriller",2002
Man's Best Friend,Man's Best Friend,en,1993-11-19,6,85,5,6000000,12974636,97,"Comedy, Horror, Science Fiction, Thriller",1993
Savages Crossing,Savages Crossing,en,2011-05-11,6,10,3,200000,30000,97,"Horror, Thriller",2011
Atroz,Atrocious,es,2015-10-28,6,53,5,7000,74,79,Horror,2015
Beneath the Darkness,Beneath the Darkness,en,2012-01-06,6,122,4,7300000,23998,96,"Horror, Thriller",2012
Il cartaio,The Card Player,it,2004-01-02,6,184,4,2600000,3368452,103,"Horror, Mystery, Thriller",2004
The Pit and the Pendulum,The Pit and the Pendulum,en,1961-08-12,6,249,6,200000,2000000,80,"Horror, Mystery, Thriller",1961
Dylan Dog: Dead of Night,Dylan Dog: Dead of Night,en,2011-03-16,6,431,4,20000000,4634062,107,"Action, Comedy, Horror, Mystery, Science Fiction, Thriller",2011
The Last Broadcast,The Last Broadcast,en,1998-10-23,5,80,5,900,12097,86,"Horror, Mystery",1998
The Island,The Island,en,1980-06-13,5,64,5,22000000,15700000,114,"Action, Adventure, Horror, Mystery, Thriller",1980
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,en,1953-08-01,5,57,6,724805,1200000,76,"Comedy, Horror, Science Fiction",1953
Creature,Creature,en,2011-09-09,5,71,5,3000000,533235,93,Horror,2011
Incident at Loch Ness,Incident at Loch Ness,en,2004-12-17,5,67,5,1400000,37493,94,"Adventure, Comedy, Horror",2004
여고괴담 5: 동반자살,A Blood Pledge,ko,2009-06-18,5,42,5,125000,3470000,88,"Drama, Horror, Mystery",2009
House of Usher,House of Usher,en,1960-06-22,5,213,6,270000,1450000,79,"Drama, Horror",1960
The Killer Shrews,The Killer Shrews,en,1959-06-25,5,63,4,123000,1000000,69,"Horror, Science Fiction",1959
Antikörper,Antibodies,de,2005-04-24,5,129,6,1900000,891133,127,"Crime, Drama, Horror, Thriller",2005
Komodo,Komodo,en,1999-07-04,5,71,5,10340000,207496,89,"Adventure, Horror, Thriller",1999
口裂け女,A Slit-Mouthed Woman,ja,2007-03-16,5,90,6,34600000,45900000,90,Horror,2007
The Damned,The Damned,en,2013-10-17,5,216,5,3000000,5758519,87,"Horror, Mystery, Thriller",2013
It's Alive,It's Alive,en,2008-09-10,5,49,4,10000000,15500000,80,"Horror, Science Fiction",2008
The Legacy,The Legacy,en,1978-09-01,5,48,5,2500000,11364985,102,Horror,1978
Slumber Party Massacre III,Slumber Party Massacre III,en,1990-09-07,5,66,5,350000,1242995,87,"Comedy, Horror",1990
Carnosaur,Carnosaur,en,1993-05-21,5,78,4,1000000,1753979,83,"Horror, Science Fiction",1993
Witchboard,Witchboard,en,1986-12-31,5,145,5,2000000,7369373,98,"Horror, Mystery, Thriller",1986
I Was a Teenage Werewolf,I Was a Teenage Werewolf,en,1957-06-19,5,35,4,82000,2000000,76,"Drama, Fantasy, Horror, Science Fiction",1957
Ghost in the Machine,Ghost in the Machine,en,1993-12-20,5,55,4,12000000,5086909,104,"Horror, Science Fiction, Thriller",1993
From a Whisper to a Scream,From a Whisper to a Scream,en,1987-09-25,5,62,5,1100000,1400000,99,"Comedy, Horror",1987
Macabre,Macabre,en,1958-10-01,5,34,6,90000,5000000,72,"Crime, Horror, Mystery, Thriller",1958
Skjult,Hidden,no,2009-03-04,4,56,5,2215773,1489526,95,"Horror, Thriller",2009
Eyes of a Stranger,Eyes of a Stranger,en,1981-02-11,4,46,6,800000,1118634,84,"Horror, Thriller",1981
Robot Monster,Robot Monster,en,1953-06-25,4,64,3,16000,1000000,66,"Horror, Science Fiction",1953
Dashcam,Dashcam,en,2022-06-03,4,34,5,100000,58156,80,"Horror, Thriller",2022
Moscow Zero,Moscow Zero,en,2006-11-05,4,24,3,10000000,62500,82,"Action, Drama, Horror",2006
Redd Inc.,Redd Inc.,en,2012-11-03,4,67,5,500000,1000000,93,"Comedy, Horror, Thriller",2012
C.H.U.D. II: Bud the Chud,C.H.U.D. II: Bud the Chud,en,1989-05-05,4,55,4,49200000,62405000,85,"Comedy, Horror, Science Fiction",1989
Dixie y la rebelión zombi,"Mummy, I'm a Zombie",es,2014-10-06,4,36,7,64319,1000000,88,"Animation, Fantasy, Horror",2014
The League of Gentlemen's Apocalypse,The League of Gentlemen's Apocalypse,en,2005-06-03,4,50,6,5600000,2424174,87,"Comedy, Horror",2005
Not of This Earth,Not of This Earth,en,1988-05-20,4,41,4,210000,107352,81,"Horror, Science Fiction",1988
Poison,Poison,en,1991-04-05,4,53,6,250000,609524,85,"Drama, Horror, Science Fiction",1991
La figlia di Frankenstein,Lady Frankenstein,it,1971-10-22,4,39,5,200000,139683000,99,"Horror, Science Fiction",1971
The Outing,The Outing,en,1987-09-11,4,40,5,2000000,1083395,87,Horror,1987
Rampage,Rampage,en,1987-09-01,4,31,5,7500000,796368,97,"Drama, Horror, Thriller",1987
Die Nacht der lebenden Loser,Night of the Living Dorks,de,2004-11-03,4,65,5,4410000,2107861,90,"Comedy, Horror",2004
The Legend of Boggy Creek,The Legend of Boggy Creek,en,1972-08-01,4,48,5,160000,22000000,87,"Drama, Horror, Mystery",1972
Eegah,Eegah,en,1962-06-08,4,47,2,15000,3274,90,Horror,1962
23:59,23:59,zh,2011-11-03,4,39,4,600000,1208479,78,Horror,2011
Repentance,Repentance,en,2014-02-28,4,52,5,5000000,1189612,90,"Horror, Thriller",2014
Malefique,Maléfique,fr,2003-05-07,4,78,5,1500000,398016,90,"Fantasy, Horror, Mystery",2003
Escalofrío,Satan's Blood,es,1978-08-12,4,28,6,175000,594947,82,"Horror, Thriller",1978
Treehouse,Treehouse,en,2014-10-20,4,61,4,3250000,3250000,96,"Horror, Mystery, Thriller",2014
"Count Yorga, Vampire","Count Yorga, Vampire",en,1970-06-10,4,38,5,64000,7000000,93,Horror,1970
La terza madre,The Mother of Tears,it,2007-09-06,3,354,4,3500000,3119957,102,Horror,2007
Night of the Living Dead 3D,Night of the Living Dead 3D,en,2006-11-10,3,41,4,3000000,1449945,80,Horror,2006
House of Good and Evil,House of Good and Evil,en,2013-04-26,3,35,4,150000,560000,108,"Horror, Thriller",2013
The Afflicted,The Afflicted,en,2011-10-22,3,26,5,180000,175742,85,"Horror, Thriller",2011
Beware! The Blob,Beware! The Blob,en,1972-06-21,3,49,4,150000,102433,87,"Comedy, Horror, Science Fiction",1972
गो गोआ गॉन,Go Goa Gone,hi,2013-05-10,3,82,5,2700000,5400000,111,"Comedy, Horror",2013
Пиковая дама: Черный обряд,Queen of Spades: The Dark Rite,ru,2015-09-10,3,57,5,1000000,2228115,94,Horror,2015
എസ്ര,Ezra,ml,2017-02-10,3,29,5,1500000,7800000,147,"Horror, Thriller",2017
राज़ : दि मिस्ट्री कन्टिन्युज,Raaz: The Mystery Continues...,hi,2009-01-23,3,30,5,6250000,8000000,137,"Horror, Mystery",2009
టాక్సీవాలా,Taxiwala,te,2018-06-01,3,21,6,1000000,100000000,150,"Comedy, Horror, Thriller",2018
The Omega Code,The Omega Code,en,1999-10-15,3,40,4,7200000,12600000,100,"Horror, Thriller",1999
The Marsh,The Marsh,en,2006-05-18,3,51,5,9000000,2429573,92,"Horror, Mystery, Thriller",2006
La lengua asesina,Killer Tongue,es,1996-11-15,3,29,5,4000000,219449,98,"Comedy, Horror, Science Fiction",1996
Vulgar,Vulgar,en,2002-04-26,3,42,5,120000,14904,87,"Crime, Drama, Horror, Thriller",2002
変態家族 新妻淫乱責め,Semen Demon,ja,2005-07-29,3,11,6,10000,1000000,56,"Fantasy, Horror",2005
Cameron's Closet,Cameron's Closet,en,1988-12-02,3,27,4,7000000,136203,87,Horror,1988
राज़ 3,Raaz 3,hi,2012-09-07,3,26,5,3600000,14000000,139,"Horror, Thriller",2012
Queen of Blood,Queen of Blood,en,1966-03-01,3,29,5,65000,1730000,81,"Horror, Science Fiction",1966
परी,Pari,hi,2018-03-02,3,34,6,2600000,6000000,135,"Fantasy, Horror, Mystery",2018
Apartment Zero,Apartment Zero,en,1989-09-02,2,38,6,4000000,670774,124,"Drama, Horror, Thriller",1989
Le Pharmacien de garde,The Pharmacist,fr,2003-01-15,2,10,5,7750000,1372469,84,"Crime, Drama, Horror",2003
भूत,Bhoot,hi,2003-05-30,2,20,6,2700000,9600000,113,Horror,2003
Cruel World,Cruel World,en,2005-09-01,2,16,4,2000000,16344,88,"Comedy, Horror, Thriller",2005
Meet the Applegates,Meet the Applegates,en,1990-11-08,2,24,5,5000000,485772,90,"Comedy, Fantasy, Horror",1990
Resident Evil: The Final Chapter,Resident Evil: The Final Chapter,en,2016-12-23,2,2642,6,40000000,312242626,107,"Action, Horror, Science Fiction",2016
Not of This Earth,Not of This Earth,en,1957-02-10,2,42,5,100000,1000000,67,"Horror, Science Fiction",1957
பீட்சா,Pizza,ta,2012-10-19,2,48,6,240000,2800000,127,"Comedy, Horror, Romance, Thriller",2012
Acts of Death,Acts of Death,en,2007-06-30,2,8,3,6,7,103,Horror,2007
Bad Ben,Bad Ben,en,2016-10-05,2,5,6,300,110000,86,"Comedy, Horror",2016
అరుంధతి,Arundhati,te,2009-01-16,2,21,6,2915739,14000000,132,"Fantasy, Horror, Thriller",2009
October Moon,October Moon,en,2005-09-29,2,6,3,13000,40000,112,"Drama, Horror, Romance, Thriller",2005
RangiTaranga,RangiTaranga,kn,2015-07-03,2,17,7,490000,5000000,149,"Horror, Mystery, Thriller",2015
Edison & Leo,Edison And Leo,en,2008-09-04,2,6,7,10000000,1000000,79,"Adventure, Animation, Comedy, Fantasy, Horror, Romance",2008
The Black Room,The Black Room,en,1982-12-09,2,8,4,250000,2160000,88,"Horror, Thriller",1982
The Warning,The Warning,en,2012-12-21,2,12,3,500000,500000,79,Horror,2012
Araromire,The Figurine: Araromire,en,2009-10-02,2,11,4,300000,200000,122,"Drama, Horror, Mystery",2009
Dabbe 2,D@bbe 2,tr,2009-12-24,2,12,2,600,3,81,"Horror, Mystery",2009
एक थी डायन,Ek Thi Daayan,hi,2013-04-18,2,21,5,3500000,6500000,135,"Horror, Romance, Thriller",2013
Resident Evil: Afterlife,Resident Evil: Afterlife,en,2010-09-09,1,3274,6,60000000,300228084,97,"Action, Adventure, Horror, Science Fiction",2010
Block Z,Block Z,tl,2020-01-29,1,7,7,646955,709452,101,"Action, Horror, Thriller",2020
Lost Place,Lost Place,de,2013-09-19,1,13,4,5200000,159828,101,"Horror, Mystery, Thriller",2013
Midget Zombie Takeover,Midget Zombie Takeover,en,2013-02-08,1,3,5,2000,10604,73,"Comedy, Horror",2013
Tuno Negro,Black Serenade,de,2001-07-19,1,20,5,3000000,3098924,110,"Drama, Horror, Thriller",2001
Deadlands 2: Trapped,Deadlands 2: Trapped,en,2008-10-27,1,8,6,5800,2950,85,"Horror, Science Fiction, Thriller",2008
The House of Usher,The House of Usher,en,2007-09-11,1,16,4,130000,1677,80,"Drama, Horror, Thriller",2007
फूँक,Phoonk,hi,2008-08-22,1,11,2,750000,2760000,179,"Drama, Horror, Mystery",2008
폐가,The Haunted House Project,ko,2010-08-19,1,9,4,300000,83322,84,"Horror, Mystery",2010
Bunker of the Dead,Bunker of the Dead,de,2016-02-18,1,24,4,30000,10147,76,"Action, Comedy, Horror",2016
भूत रिटर्न्स,Bhoot Returns,hi,2012-10-11,1,4,3,750000,890000,73,Horror,2012
Zombadings 1: Patayin sa Shokot si Remington,Zombadings 1: Patayin sa Shokot si Remington,tl,2011-08-31,1,12,5,22361,721651,96,"Comedy, Horror",2011
Bad Ben: The Mandela Effect,Bad Ben: The Mandela Effect,en,2018-06-18,1,4,5,300,110000,67,"Comedy, Horror",2018
Haunted,Haunted,en,2013-03-31,1,8,5,15000,45000,93,Horror,2013
Creature 3D,Creature 3D,hi,2014-09-12,1,9,3,33000000,42000000,134,"Horror, Science Fiction",2014
妄想,Diary,cn,2006-10-26,1,21,6,2576871,749981,85,"Horror, Thriller",2006
Crazy Bitches,Crazy Bitches,en,2014-06-26,1,16,4,3,2,100,"Comedy, Horror",2014
The Dead Walk,The Dead Walk,en,2008-06-06,1,2,2,50000,1200000,90,Horror,2008
Tiktik: The Aswang Chronicles,Tiktik: The Aswang Chronicles,tl,2012-10-16,1,4,5,1791280,2035311,102,"Comedy, Fantasy, Horror",2012
A Polish Vampire in Burbank,A Polish Vampire in Burbank,en,1983-10-31,1,6,5,3000,500000,84,"Comedy, Horror",1983
Auto Shop of Horrors,Auto Shop of Horrors,en,2016-10-26,1,1,10,1200,4300,86,"Comedy, Horror",2016
The Naked Witch,The Naked Witch,en,1964-01-01,1,13,3,8000,80000,59,"Horror, Thriller",1964
Time of Her Life,Time of Her Life,en,2006-03-03,1,9,6,100000,75000,96,"Fantasy, Horror, Mystery, Romance",2006
Messengers,Messengers,en,2004-06-27,1,1,5,200000000,5224221,96,"Drama, Horror, Science Fiction",2004
Dindon Sauvage (La dinde noire),Dindon Sauvage (La dinde noire),fr,2016-04-01,1,1,10,1,720,2,Horror,2016
Lynch Mob,Lynch Mob,en,2009-09-18,1,2,2,365000,40,99,"Crime, Horror, Thriller",2009
The Worst Movie Ever!,The Worst Movie Ever!,en,2011-07-08,1,3,9,1100,25206,76,"Action, Comedy, Drama, Horror, Music, Science Fiction",2011
Evidence of a Haunting,Evidence of a Haunting,en,2010-11-10,1,7,3,25000,54474,81,Horror,2010
El Mecánico,The Car Mechanic,es,2019-11-03,1,2,8,25,10,2,"Horror, Mystery, Thriller",2019
பிசாசு,Pisaasu,ta,2014-12-19,1,26,6,310000,1200000,114,"Drama, Horror, Thriller",2014
Tequila Body Shots,Tequila Body Shots,en,1999-05-07,1,6,3,1700000,9037000,93,"Comedy, Horror, Thriller",1999
Munafik,Munafik,ms,2016-02-25,1,16,6,393894,1058591,98,Horror,2016
Zombie Brigade,Zombie Brigade,en,1986-05-22,1,7,2,10,15,92,"Action, Comedy, Horror",1986
Pizza 2: Villa,Pizza 2: Villa,ta,2013-11-14,1,8,5,970000,2800000,102,"Horror, Thriller",2013
Deadlands: The Rising,Deadlands: The Rising,en,2006-10-23,1,7,2,10847,2025,64,"Action, Adventure, Horror, Thriller",2006
Revelation,Revelation,en,1999-05-07,1,6,2,1500000,206626,98,"Action, Horror, Thriller",1999
Blood Pi,Blood Pi,en,2020-10-24,1,2,5,120000,70,91,Horror,2020
The Dark Days of Demetrius,The Dark Days of Demetrius,en,2019-09-23,1,1,8,10000,100000,60,Horror,2019
The House on Devils Road,Hell House,en,2008-07-25,1,4,5,50000,123000,77,"Drama, Horror",2008
Monster from the Ocean Floor,Monster from the Ocean Floor,en,1954-05-21,1,7,3,12000,117000,64,"Horror, Science Fiction",1954
Sevimli Frankestayn,My Friend Frankenstein,tr,1975-01-01,1,3,6,55000,100000,80,"Comedy, Horror, Science Fiction",1975
ล่า-ท้า-ผี,Ghost Game,th,2006-04-20,1,6,5,20000,71896,100,"Horror, Mystery, Thriller",2006
ผีไม้จิ้มฟัน,Vow of Death,th,2007-03-14,0,3,4,1100000,560000,98,"Comedy, Horror",2007
Rocky Horror Remade,Rocky Horror Remade,en,2020-11-13,0,1,10,1,1,95,"Animation, Comedy, Horror, Music, Science Fiction",2020
Attack of the Helping Hand!,Attack of the Helping Hand!,en,1979-01-01,0,8,5,1,1,6,"Comedy, Horror",1979
پری,Pari,ur,2018-02-02,0,5,4,142575,12397,112,Horror,2018
Coulrophobia,Coulrophobia,en,2015-05-31,0,1,7,750,400,25,Horror,2015
The Woman In White,The Woman In White,en,2021-04-27,0,1,10,94,67,13,"Horror, Mystery, Thriller",2021
Manhunter,Manhunter,en,1986-08-14,0,1025,7,15000000,8620929,120,"Crime, Horror, Thriller",1986
អាប,Lady Vampire,km,2004-08-24,0,4,5,9000,1000000,120,Horror,2004
Reincarnation,Reincarnation,ja,2004-01-01,0,2,6,100000,4274679,95,"Fantasy, Horror",2004
The 13th Alley,The 13th Alley,en,2008-06-13,0,1,1,150,250,80,Horror,2008
Scherzi - Il film,Scherzi - Il film,en,2014-06-08,0,2,4,2700,450,96,"Horror, Mystery, Thriller",2014
Freaky Night,Freaky Night,en,2012-02-20,0,1,4,500,1000,15,Horror,2012
Edward Lee's the Bighead,Edward Lee's the Bighead,en,2013-09-23,0,2,5,45000,100000,24,Horror,2013
Sinistre,Sinistre,en,1994-04-25,0,2,7,10000,10000,73,Horror,1994
esias,esias,en,2016-11-07,0,2,10,20,1,8,"Horror, Mystery, Thriller, War",2016
Thanatophobia,Thanatophobia,en,2017-05-23,0,1,10,5,300,10,"Horror, Thriller",2017
Shob Bhooturey,Shob Bhooturey,bn,2017-09-08,0,2,8,250000,225000,108,Horror,2017
Whistle,Whistle,en,2015-09-01,0,1,8,25,25,3,"Crime, Fantasy, Horror, Thriller",2015
Serial Rabbit V: The Epic Hunt,Serial Rabbit V: The Epic Hunt,en,2017-12-28,0,1,8,12000,24000,113,"Comedy, Horror",2017
Ardin and Barray: A Found Footage Story,Ardin and Barray: A Found Footage Story,en,2018-05-12,0,1,10,15,30,5,"Comedy, Horror",2018
After Hours,After Hours,en,2015-04-25,0,1,6,15,175,3,Horror,2015
Afflatus,Afflatus,en,2019-07-27,0,2,10,748,850,59,"Horror, Mystery",2019
Hello,Hello,en,2019-09-04,0,2,4,700,45,8,Horror,2019
Eden,Eden,en,2019-10-27,0,2,8,500,1000,6,Horror,2019
Imitation,Imitation,en,2020-03-05,0,4,7,5000,100,4,"Action, Crime, Horror, Mystery, Science Fiction, Thriller",2020
L'Attache,The Attachment,fr,2019-07-16,0,1,9,50,100,9,"Drama, Horror",2019
FANATICO,FANATICO,en,2019-04-05,0,1,6,1500,500,18,Horror,2019
Cabeza Perdida,Cabeza Perdida,es,2020-12-24,0,2,8,50,50,16,Horror,2020
Moon Men,Moon Men,en,2017-01-02,0,2,10,3,550,148,"Action, Adventure, Comedy, Documentary, Horror, Science Fiction, Thriller",2017
Hitched,Hitched,en,2020-11-20,0,1,8,50,50,14,"Horror, Romance, Thriller",2020
Cult Affairs,Cult Affairs,en,2021-02-20,0,1,10,2500,6500,6,Horror,2021
At the Mountains of Madness,At the Mountains of Madness,en,2021-07-27,0,1,10,2000,12000,69,Horror,2021
Dante's Shadow of Sin,Dante's Shadow of Sin,en,2021-10-16,0,1,5,50,50,75,Horror,2021
یکشنبه 9م,Sunday The 9th,en,2021-10-31,0,1,10,100,100,13,"Fantasy, Horror, Thriller",2021
Hiraeth,Hiraeth,de,2021-11-21,0,2,10,1465,204,13,"Horror, Mystery",2021
The Abandoned School,The Abandoned School,en,2014-05-18,0,1,10,5,10,5,"Horror, Thriller",2014
Privacy Breach,Privacy Breach,en,2020-10-31,0,2,10,10,1,3,"Action, Adventure, Crime, Drama, Horror, Mystery, Romance, Science Fiction, Thriller",2020
Guinness Guru,Guinness Guru,en,2022-01-22,0,1,10,12000000,342322,40,"Comedy, Drama, Horror, Thriller",2022
It Ends With A Knife,It Ends With A Knife,en,2020-06-19,0,1,10,10000,10000,90,Horror,2020
A Couple Of Regular Fellas 2,A Couple Of Regular Fellas 2,en,2022-04-24,0,1,10,12,1,40,"Action, Comedy, Horror, Thriller",2022
Dead Vision,Dead Vision,en,2021-08-25,0,1,10,1500,1000,60,"Comedy, Horror",2021
Willowpede,Willowpede,en,2020-01-03,0,3,10,5000,500,11,Horror,2020
I,I,en,2021-09-09,0,1,10,1,2,1,"Horror, Mystery",2021
II,II,en,2021-09-09,0,1,10,1,2,2,"Horror, Mystery",2021
III,III,en,2021-11-02,0,1,10,1,3,3,"Horror, Mystery",2021
