original_title,title,original_language,release_date,popularity,vote_count,vote_average,budget,revenue,runtime,genre_names,release_year
Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,en,2007-01-25,25,5091,7,50000000,152000000,116,"Drama, Horror",2007
The Messengers,The Messengers,en,2007-02-02,25,677,5,16000000,55060212,90,"Horror, Mystery, Thriller",2007
Resident Evil: Apocalypse,Resident Evil: Apocalypse,en,2004-09-10,25,3635,6,45000000,129394835,94,"Action, Horror, Science Fiction",2004
The Pyramid,The Pyramid,en,2014-12-04,25,857,5,6500000,16861137,89,Horror,2014
Candyman,Candyman,en,1992-10-16,25,1269,6,6000000,25792310,100,"Drama, Horror, Thriller",1992
Dracula Untold,Dracula Untold,en,2014-10-01,25,5364,6,70000000,217124280,92,"Action, Drama, Fantasy, Horror, War",2014
Antichrist,Antichrist,en,2009-05-20,25,2138,6,11000000,791867,108,"Drama, Horror, Thriller",2009
Mirrors,Mirrors,en,2008-08-15,25,1520,6,35000000,72436439,111,"Drama, Fantasy, Horror, Mystery, Thriller",2008
Cat's Eye,Cat's Eye,en,1985-04-12,25,508,6,7000000,13100000,94,"Horror, Thriller",1985
Jaws: The Revenge,Jaws: The Revenge,en,1987-07-17,25,817,4,23000000,51881013,89,"Adventure, Horror, Thriller",1987
Night of the Living Dead,Night of the Living Dead,en,1968-10-04,25,1935,7,114000,30000000,96,"Horror, Thriller",1968
Dawn of the Dead,Dawn of the Dead,en,1978-09-02,25,1674,7,650000,55000000,127,Horror,1978
Stigmata,Stigmata,en,1999-09-10,25,877,6,29000000,50041732,103,"Horror, Thriller",1999
The Lighthouse,The Lighthouse,en,2019-10-18,25,3687,7,11000000,18123239,109,"Drama, Fantasy, Horror, Thriller",2019
A Cure for Wellness,A Cure for Wellness,en,2017-02-15,25,3345,6,40000000,26620002,146,"Horror, Mystery, Science Fiction, Thriller",2017
La Leyenda del Chupacabras,The Legend of the Chupacabras,es,2016-10-21,24,111,7,1600000,5138140,81,"Action, Adventure, Animation, Family, Fantasy, History, Horror",2016
"Silent Night, Deadly Night","Silent Night, Deadly Night",en,1984-11-09,24,264,5,1065000,2491460,79,"Horror, Thriller",1984
The Crazies,The Crazies,en,2010-02-26,24,1697,6,20000000,54956140,101,"Action, Horror, Mystery",2010
Spawn,Spawn,en,1997-07-31,24,1086,5,40000000,87840042,96,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",1997
Resident Evil,Resident Evil,en,2002-03-15,24,5385,6,33000000,102984862,100,"Action, Horror, Science Fiction",2002
Red Riding Hood,Red Riding Hood,en,2011-03-11,24,2817,6,42000000,89162162,100,"Fantasy, Horror, Thriller",2011
Unfriended: Dark Web,Unfriended: Dark Web,en,2018-07-19,24,1281,6,1000000,9602624,93,"Horror, Mystery, Thriller",2018
Hellraiser: Judgment,Hellraiser: Judgment,en,2018-02-13,24,204,5,350000,426290,81,Horror,2018
リング 2,Ringu 2,ja,1999-01-23,24,322,5,6000000,31365000,92,"Horror, Mystery, Science Fiction",1999
Pet Sematary II,Pet Sematary II,en,1992-08-28,24,408,5,8000000,17092453,100,Horror,1992
An American Werewolf in Paris,An American Werewolf in Paris,en,1997-05-29,24,544,5,22000000,26570463,105,"Comedy, Horror",1997
Jaws 3-D,Jaws 3-D,en,1983-07-22,24,1015,4,20500000,87987055,99,"Horror, Thriller",1983
The Bye Bye Man,The Bye Bye Man,en,2017-01-12,24,1086,5,7400000,26667197,96,"Horror, Thriller",2017
The Fly,The Fly,en,1986-08-15,24,3512,7,15000000,60629159,96,"Horror, Science Fiction",1986
Paranormal Activity: The Ghost Dimension,Paranormal Activity: The Ghost Dimension,en,2015-10-21,24,1198,5,10000000,78096553,88,"Horror, Thriller",2015
The Skeleton Key,The Skeleton Key,en,2005-07-29,23,1736,6,43000000,93983911,104,"Drama, Horror, Mystery, Thriller",2005
Ma,Ma,en,2019-05-29,23,1823,5,5000000,51749995,99,"Horror, Thriller",2019
"I, Frankenstein","I, Frankenstein",en,2014-01-22,23,1623,5,65000000,76801179,92,"Horror, Thriller",2014
The Ghost and the Darkness,The Ghost and the Darkness,en,1996-10-11,23,807,6,50000000,38619405,109,"Adventure, Horror",1996
Traffik,Traffik,en,2018-04-20,23,393,6,4000000,5132274,96,"Horror, Thriller",2018
Dominion: Prequel to The Exorcist,Dominion: Prequel to The Exorcist,en,2005-05-20,23,263,5,30000000,251495,117,"Drama, Horror",2005
Maggie,Maggie,en,2015-05-08,23,1415,5,4000000,187112,95,"Drama, Horror, Mystery",2015
Ted Bundy,Ted Bundy,en,2002-11-22,23,124,5,1200000,68716,99,"Crime, Drama, Horror",2002
The Lost Boys,The Lost Boys,en,1987-07-31,23,1598,7,8500000,32222567,97,"Comedy, Horror",1987
Poltergeist II: The Other Side,Poltergeist II: The Other Side,en,1986-05-23,23,520,6,19000000,40996665,91,"Horror, Thriller",1986
eXistenZ,eXistenZ,en,1999-04-14,23,1548,6,15000000,2856712,97,"Action, Horror, Science Fiction, Thriller",1999
Book of Shadows: Blair Witch 2,Book of Shadows: Blair Witch 2,en,2000-10-27,23,650,4,15000000,47737094,90,"Horror, Mystery, Thriller",2000
Pandorum,Pandorum,en,2009-09-08,23,1952,6,33000000,20648328,108,"Action, Horror, Mystery, Science Fiction, Thriller",2009
I Still Know What You Did Last Summer,I Still Know What You Did Last Summer,en,1998-11-13,23,1225,5,65000000,40002112,100,"Horror, Mystery, Thriller",1998
Maximum Overdrive,Maximum Overdrive,en,1986-07-25,23,568,5,10000000,7433663,97,"Action, Horror, Science Fiction",1986
Dreamcatcher,Dreamcatcher,en,2003-03-21,23,1486,5,68000000,75700000,136,"Drama, Horror, Science Fiction, Thriller",2003
Red Eye,Red Eye,en,2005-08-19,23,1546,6,26000000,57891803,85,"Horror, Thriller",2005
The Bad Batch,The Bad Batch,en,2017-06-23,22,895,5,6000000,180851,119,"Drama, Horror, Science Fiction",2017
Rosemary's Baby,Rosemary's Baby,en,1968-06-12,22,3211,7,3200000,33395426,138,"Drama, Horror, Thriller",1968
Grave,Raw,fr,2016-11-11,22,2681,7,3500000,4100000,99,"Comedy, Drama, Horror",2016
The Woman in Black,The Woman in Black,en,2012-02-03,22,3088,6,17000000,127730736,95,"Drama, Horror, Thriller",2012
Incarnate,Incarnate,en,2016-12-01,22,477,5,5000000,6341855,91,"Horror, Thriller",2016
The Omen,The Omen,en,2006-06-06,22,871,5,25000000,119188334,110,Horror,2006
Come Play,Come Play,en,2020-10-28,22,477,6,9000000,8119285,96,Horror,2020
Deliver Us from Evil,Deliver Us from Evil,en,2014-07-01,22,1760,6,30000000,87937815,118,"Crime, Horror, Thriller",2014
El bar,The Bar,es,2017-02-15,22,1149,6,6045750,3662671,102,"Comedy, Horror, Thriller",2017
Revenge,Revenge,fr,2017-01-25,22,1457,6,2900000,692079,109,"Action, Horror, Thriller",2017
mother!,mother!,en,2017-09-13,22,5863,7,30000000,44516999,121,"Drama, Horror, Mystery",2017
Slither,Slither,en,2006-03-31,22,1184,6,15000000,12834936,95,"Comedy, Horror, Science Fiction",2006
Hellraiser: Bloodline,Hellraiser: Bloodline,en,1996-03-08,22,395,5,4000000,16675000,86,"Horror, Science Fiction",1996
Winchester,Winchester,en,2018-02-02,22,1543,5,3500000,44019588,100,"Horror, Thriller",2018
Blair Witch,Blair Witch,en,2016-09-15,22,1663,5,5000000,45172994,89,"Horror, Thriller",2016
Vacancy,Vacancy,en,2007-04-20,22,1162,6,19000000,35300645,85,"Horror, Thriller",2007
呪怨,Ju-on: The Grudge,ja,2002-10-18,22,610,6,3500000,3657876,92,Horror,2002
The Grudge 2,The Grudge 2,en,2006-10-12,22,851,5,20000000,39143839,102,"Horror, Thriller",2006
The Forest,The Forest,en,2016-01-07,22,1543,5,10000000,37608299,95,"Horror, Mystery, Thriller",2016
When a Stranger Calls,When a Stranger Calls,en,2006-02-03,21,886,5,15000000,67062123,87,"Horror, Mystery",2006
Species II,Species II,en,1998-04-10,21,537,5,35000000,19165560,93,"Action, Horror, Science Fiction",1998
The House That Jack Built,The House That Jack Built,en,2018-10-04,21,2186,7,9800000,5566776,153,"Crime, Drama, Horror, Thriller",2018
Urban Legends: Final Cut,Urban Legends: Final Cut,en,2000-09-22,21,381,4,14000000,38574362,97,"Horror, Mystery, Thriller",2000
The Devil Inside,The Devil Inside,en,2012-01-06,21,678,4,1000000,101758490,83,"Horror, Thriller",2012
Stay Alive,Stay Alive,en,2006-03-24,21,606,5,9000000,27105095,85,"Horror, Thriller",2006
A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,en,1987-02-27,21,1376,6,4000000,44800000,96,"Horror, Thriller",1987
Fright Night,Fright Night,en,2011-08-18,21,1634,6,30000000,41002607,106,"Comedy, Horror",2011
The Eye,The Eye,en,2008-02-01,21,861,5,12000000,58010320,98,"Drama, Horror, Thriller",2008
The Fog,The Fog,en,2005-10-14,21,598,4,18000000,46201432,100,"Horror, Thriller",2005
The Haunting,The Haunting,en,1999-07-23,21,1132,5,80000000,91188905,113,"Fantasy, Horror, Mystery, Thriller",1999
The Last Exorcism,The Last Exorcism,en,2010-08-27,21,839,5,1800000,67738090,87,"Horror, Thriller",2010
Let Me In,Let Me In,en,2010-10-01,20,1728,6,20000000,24145613,116,"Drama, Horror, Mystery",2010
A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street: The Dream Child,en,1989-08-11,20,972,5,6000000,22168359,89,"Horror, Thriller",1989
Snakes on a Plane,Snakes on a Plane,en,2006-08-17,20,1448,5,33000000,62022014,105,"Action, Crime, Horror, Thriller",2006
The Cave,The Cave,en,2005-08-26,20,745,5,30000000,33296457,97,"Action, Adventure, Horror, Thriller",2005
Devil's Due,Devil's Due,en,2014-01-08,20,448,4,7000000,36433975,89,Horror,2014
Land of the Dead,Land of the Dead,en,2005-06-18,20,1287,6,15000000,47074133,93,"Horror, Science Fiction, Thriller",2005
Lake Placid,Lake Placid,en,1999-07-15,20,909,5,27000000,56870414,82,"Action, Comedy, Horror, Science Fiction, Thriller",1999
Fantasy Island,Fantasy Island,en,2020-02-12,20,2020,5,7000000,47078545,109,"Adventure, Fantasy, Horror, Mystery",2020
Sleepwalkers,Sleepwalkers,en,1992-04-10,20,411,6,15000000,30524763,91,"Fantasy, Horror, Thriller",1992
Cabin Fever,Cabin Fever,en,2003-08-15,20,1041,5,1500000,30553395,93,Horror,2003
Teeth,Teeth,en,2007-06-17,20,588,5,2000000,2340110,94,"Comedy, Horror",2007
One Missed Call,One Missed Call,en,2008-01-04,20,646,5,20000000,45847751,87,"Horror, Mystery, Thriller",2008
곡성,The Wailing,ko,2016-05-12,20,1313,7,10951000,49851770,155,"Horror, Mystery",2016
Village of the Damned,Village of the Damned,en,1995-04-28,20,661,6,22000000,9418365,99,"Horror, Science Fiction, Thriller",1995
Eight Legged Freaks,Eight Legged Freaks,en,2002-07-17,20,980,5,30000000,45867333,99,"Action, Comedy, Horror, Thriller",2002
Amityville II: The Possession,Amityville II: The Possession,en,1982-09-24,20,268,5,5000000,12534817,104,Horror,1982
Dracula 2000,Dracula 2000,en,2000-12-22,20,532,5,28000000,47053625,99,"Horror, Thriller",2000
Critters 2,Critters 2,en,1988-04-29,20,316,6,4500000,3813293,86,"Comedy, Horror, Science Fiction",1988
Trolljegeren,Troll Hunter,nb,2010-10-29,20,1312,6,3500000,4159678,103,"Fantasy, Horror",2010
Psycho,Psycho,en,1998-12-04,20,828,5,60000000,37141130,105,"Horror, Mystery, Thriller",1998
Stitches,Stitches,en,2012-05-19,19,346,6,100000,95000,86,Horror,2012
Alien³,Alien³,en,1992-05-22,19,4615,6,50000000,159773545,114,"Action, Horror, Science Fiction",1992
Boo 2! A Madea Halloween,Boo 2! A Madea Halloween,en,2017-10-20,19,445,5,25000000,48333932,103,"Comedy, Horror",2017
My Bloody Valentine,My Bloody Valentine,en,2009-01-16,19,940,5,15000000,102836002,101,"Horror, Mystery",2009
End of Days,End of Days,en,1999-11-24,19,1496,6,100000000,211989043,121,"Action, Fantasy, Horror, Mystery",1999
Dead Calm,Dead Calm,en,1989-04-07,19,583,6,10400000,7825000,96,"Horror, Thriller",1989
13 Sins,13 Sins,en,2014-04-18,19,917,6,5000000,13809,93,"Horror, Thriller",2014
Honeymoon,Honeymoon,en,2014-09-12,19,507,5,1000000,9318,88,"Horror, Science Fiction",2014
Mara,Mara,en,2018-08-22,19,313,5,5000000,470901,100,"Crime, Horror, Thriller",2018
The Grudge,The Grudge,en,2020-01-01,19,975,5,10000000,42800000,93,"Horror, Mystery",2020
The Blob,The Blob,en,1988-08-05,19,672,6,19000000,8247943,95,"Horror, Science Fiction",1988
Green Room,Green Room,en,2015-09-25,19,2272,6,5000000,3769214,95,"Crime, Horror, Thriller",2015
The Frighteners,The Frighteners,en,1996-07-18,19,1224,6,30000000,29359216,110,"Comedy, Horror",1996
Silver Bullet,Silver Bullet,en,1985-10-10,19,438,6,7000000,12400000,95,Horror,1985
Tusk,Tusk,en,2014-09-19,19,1078,5,3000000,1882074,102,"Comedy, Horror",2014
Deep Blue Sea,Deep Blue Sea,en,1999-07-28,19,2002,5,60000000,164648142,105,"Action, Horror, Science Fiction",1999
Doom,Doom,en,2005-10-20,19,1849,5,60000000,58072119,105,"Action, Horror, Science Fiction",2005
Color Out of Space,Color Out of Space,en,2019-09-07,19,1057,6,6000000,1023510,111,"Horror, Mystery, Science Fiction, Thriller",2019
Open Water,Open Water,en,2004-08-06,19,905,5,130000,54667954,79,"Drama, Horror, Thriller",2004
Hide and Seek,Hide and Seek,en,2005-01-27,19,1339,6,30000000,127369981,101,"Horror, Mystery",2005
The Prodigy,The Prodigy,en,2019-02-06,19,847,6,6000000,21150265,92,"Horror, Thriller",2019
Orca,Orca,en,1977-07-22,19,310,6,6000000,14717854,92,"Adventure, Horror",1977
Unfriend,Friend Request,en,2016-01-07,19,1117,5,9900000,10975390,92,"Horror, Thriller",2016
Dark Skies,Dark Skies,en,2013-02-21,18,1532,6,3500000,25174316,97,"Horror, Science Fiction, Thriller",2013
The Recall,The Recall,en,2017-06-02,18,299,4,5000000,1319566,91,"Horror, Science Fiction",2017
The Lords of Salem,The Lords of Salem,en,2012-09-10,18,707,5,1500000,1165882,101,"Horror, Thriller",2012
31,31,en,2016-09-15,18,662,5,1500000,850419,102,"Crime, Horror",2016
The Grudge 3,The Grudge 3,en,2009-05-12,18,495,5,5000000,38610009,90,"Horror, Mystery, Thriller",2009
The Gallows,The Gallows,en,2015-07-10,18,841,5,100000,42664410,87,"Horror, Thriller",2015
Poltergeist III,Poltergeist III,en,1988-06-10,18,383,5,10500000,14144000,98,"Horror, Thriller",1988
Queen of the Damned,Queen of the Damned,en,2002-02-10,18,840,6,35000000,45479110,101,"Drama, Fantasy, Horror",2002
The Wicker Man,The Wicker Man,en,2006-08-31,18,1102,4,40000000,38805380,102,"Horror, Mystery, Thriller",2006
Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,en,2010-11-06,18,899,5,25000000,36993168,99,"Fantasy, Horror, Thriller",2010
Flatliners,Flatliners,en,2017-09-28,18,2035,5,19000000,45158254,111,"Drama, Horror, Thriller",2017
The Covenant,The Covenant,en,2006-09-08,18,854,5,20000000,37597471,97,"Fantasy, Horror",2006
The Ninth Gate,The Ninth Gate,en,1999-08-25,18,2421,6,38000000,58401898,133,"Horror, Mystery, Thriller",1999
The Haunting in Connecticut,The Haunting in Connecticut,en,2009-03-27,18,941,6,10000000,77527732,102,"Horror, Thriller",2009
Sunshine,Sunshine,en,2007-04-05,18,3104,7,50000000,34806812,107,"Horror, Science Fiction, Thriller",2007
Pulse,Pulse,en,2006-08-11,18,424,5,38000000,29907685,90,"Horror, Thriller",2006
La casa del fin de los tiempos,The House at the End of Time,es,2013-06-21,18,253,6,300000,4588899,101,"Drama, Fantasy, Horror",2013
Gretel & Hansel,Gretel & Hansel,en,2020-01-30,18,1181,6,5000000,22059211,87,"Fantasy, Horror, Mystery",2020
Shark Night 3D,Shark Night 3D,en,2011-09-02,18,444,5,28000000,10126458,91,"Horror, Thriller",2011
The Faculty,The Faculty,en,1998-12-25,17,1573,6,15000000,40283321,104,"Horror, Science Fiction",1998
Pontypool,Pontypool,en,2009-03-06,17,498,6,1500000,32000,96,"Horror, Mystery, Science Fiction",2009
The Endless,The Endless,en,2017-11-05,17,838,6,1000000,956425,112,"Horror, Science Fiction, Thriller",2017
The Hitcher,The Hitcher,en,2007-01-19,17,761,5,10000000,25399945,84,"Action, Crime, Horror, Thriller",2007
Flatliners,Flatliners,en,1990-08-10,17,1253,6,26000000,61489265,115,"Drama, Horror, Science Fiction",1990
Videodrome,Videodrome,en,1983-02-04,17,1733,7,5952000,2120439,88,"Horror, Mystery, Science Fiction",1983
Дневной дозор,Day Watch,ru,2006-01-01,17,434,6,4200000,42918532,145,"Action, Fantasy, Horror, Thriller",2006
The Neon Demon,The Neon Demon,en,2016-06-08,17,3325,6,7000000,3377430,118,"Drama, Horror, Thriller",2016
Marrowbone,Marrowbone,en,2017-10-27,17,1172,7,8000000,12294931,111,"Drama, Horror, Mystery, Thriller",2017
オーディション,Audition,ja,1999-10-06,17,1179,7,250000,359853,115,"Drama, Horror",1999
Dracula: Dead and Loving It,Dracula: Dead and Loving It,en,1995-12-22,17,780,6,30000000,10772144,88,"Comedy, Fantasy, Horror",1995
The Witches of Eastwick,The Witches of Eastwick,en,1987-06-12,17,1136,6,22000000,63766510,118,"Comedy, Fantasy, Horror",1987
Life After Beth,Life After Beth,en,2014-08-15,17,563,5,2400000,88273,90,"Comedy, Horror, Romance",2014
The Order,The Order,en,2003-09-05,17,264,5,35000000,11560806,102,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",2003
Area 51,Area 51,en,2015-05-15,17,487,4,5000000,7556,91,"Horror, Mystery, Science Fiction",2015
Buffy the Vampire Slayer,Buffy the Vampire Slayer,en,1992-07-24,17,653,5,7000000,16624456,86,"Action, Comedy, Horror",1992
Død snø,Dead Snow,no,2009-01-09,17,922,6,800000,2166797,91,"Comedy, Horror",2009
3 from Hell,3 from Hell,en,2019-09-16,17,331,5,3000000,2295825,115,"Crime, Drama, Horror",2019
Re-Animator,Re-Animator,en,1985-10-18,17,1058,7,900000,2023414,86,"Comedy, Horror, Science Fiction",1985
Fallen,Fallen,en,1998-01-16,17,1105,6,46000000,25232289,124,"Action, Crime, Drama, Horror, Thriller",1998
Stoker,Stoker,en,2013-02-28,17,1923,6,12000000,12077441,99,"Drama, Horror, Thriller",2013
The Stepfather,The Stepfather,en,2009-10-16,17,727,5,20000000,31198531,101,"Horror, Thriller",2009
Tucker and Dale vs. Evil,Tucker and Dale vs. Evil,en,2010-01-22,16,2253,7,5000000,5224938,89,"Comedy, Horror",2010
Vampires,Vampires,en,1998-10-30,16,989,6,20000000,20308772,108,"Action, Fantasy, Horror",1998
When the Bough Breaks,When the Bough Breaks,en,2016-09-09,16,338,5,10000000,30658387,97,"Drama, Horror, Mystery",2016
The Signal,The Signal,en,2008-02-22,16,240,5,50000,249905,103,"Horror, Science Fiction, Thriller",2008
El espinazo del diablo,The Devil's Backbone,es,2001-04-20,16,967,7,4500000,6582065,108,"Drama, Fantasy, Horror, Thriller",2001
The Gift,The Gift,en,2000-03-16,16,955,6,10000000,12008642,112,"Drama, Horror, Mystery, Thriller",2000
Morgan,Morgan,en,2016-09-01,16,1280,5,8000000,8810591,92,"Horror, Science Fiction, Thriller",2016
The Ward,The Ward,en,2010-09-13,16,1030,5,10000000,5343820,88,"Horror, Thriller",2010
The Midnight Meat Train,The Midnight Meat Train,en,2008-08-07,16,856,6,15000000,3533227,98,"Fantasy, Horror, Mystery",2008
Apollo 18,Apollo 18,en,2011-07-20,16,823,5,5000000,25562924,86,"Horror, Science Fiction, Thriller",2011
The Devil's Rejects,The Devil's Rejects,en,2005-07-22,16,1145,6,7000000,20901859,107,"Crime, Drama, Horror",2005
Mimic,Mimic,en,1997-08-22,16,848,6,30000000,25480490,105,"Fantasy, Horror, Science Fiction, Thriller",1997
Angel Heart,Angel Heart,en,1987-03-06,16,1193,7,17000000,17186348,113,"Horror, Mystery",1987
殺し屋1,Ichi the Killer,ja,2001-12-22,16,733,7,1400010,80631,129,"Action, Crime, Horror",2001
Eraserhead,Eraserhead,en,1977-03-19,16,1961,7,100000,7000000,89,"Fantasy, Horror",1977
The Roommate,The Roommate,en,2011-02-04,16,800,5,16000000,52545707,91,"Drama, Horror, Thriller",2011
Braindead,Braindead,en,1992-08-13,16,1303,7,3000000,242623,103,"Comedy, Horror",1992
The Awakening,The Awakening,en,2011-08-17,16,1207,6,4798235,209696,107,"Horror, Mystery, Thriller",2011
House on Haunted Hill,House on Haunted Hill,en,1999-10-29,16,699,5,37000000,40846082,93,"Horror, Mystery, Thriller",1999
"Silent Night, Deadly Night Part 2","Silent Night, Deadly Night Part 2",en,1987-04-10,16,111,4,250000,154323,88,"Comedy, Horror",1987
Prom Night,Prom Night,en,1980-07-18,16,315,5,1500000,14796236,92,"Horror, Mystery, Thriller",1980
Alone in the Dark,Alone in the Dark,en,2005-01-28,16,488,3,20000000,12693645,98,"Action, Fantasy, Horror",2005
Children of the Corn II: The Final Sacrifice,Children of the Corn II: The Final Sacrifice,en,1992-01-29,16,171,4,900000,6980986,92,Horror,1992
Horsemen,Horsemen,en,2009-02-06,16,451,5,20000000,1017401,90,"Crime, Drama, Horror, Mystery, Thriller",2009
The Mothman Prophecies,The Mothman Prophecies,en,2002-01-25,16,912,6,32000000,55305279,119,"Drama, Horror, Mystery",2002
It Comes at Night,It Comes at Night,en,2017-06-09,16,2003,5,5000000,19280931,91,"Drama, Horror, Mystery",2017
An American Haunting,An American Haunting,en,2005-05-05,16,399,5,14000000,29612137,83,"Horror, Mystery, Thriller",2005
Dog Soldiers,Dog Soldiers,en,2002-05-10,16,675,6,2000000,3537283,105,"Action, Horror, Thriller",2002
Twilight Zone: The Movie,Twilight Zone: The Movie,en,1983-06-24,16,569,6,10000000,29450919,101,"Action, Fantasy, Horror, Science Fiction, Thriller",1983
The Last Exorcism Part II,The Last Exorcism Part II,en,2013-02-28,16,450,4,5000000,15179302,88,"Horror, Thriller",2013
The Snowman,The Snowman,en,2017-10-12,16,1948,5,35000000,43203413,119,"Crime, Horror, Thriller",2017
Assassination Nation,Assassination Nation,en,2018-09-21,16,691,6,7000000,2900000,108,"Comedy, Horror, Thriller",2018
Invasion of the Body Snatchers,Invasion of the Body Snatchers,en,1978-12-19,16,800,7,3500000,24946533,116,"Horror, Mystery, Science Fiction",1978
Wolf,Wolf,en,1994-06-17,16,727,6,70000000,131002597,125,"Drama, Fantasy, Horror",1994
Psycho II,Psycho II,en,1983-06-03,16,492,6,5000000,34725000,113,"Horror, Mystery, Thriller",1983
Day of the Dead,Day of the Dead,en,1985-07-03,15,965,7,3500000,34000000,101,"Drama, Horror, Mystery, Thriller",1985
Afflicted,Afflicted,en,2014-04-04,15,458,6,318000,121179,85,"Horror, Thriller",2014
The Possession,The Possession,en,2012-08-30,15,1378,6,14000000,85446075,92,"Horror, Thriller",2012
What Lies Beneath,What Lies Beneath,en,2000-07-21,15,1503,6,100000000,291420351,130,"Drama, Horror, Mystery, Thriller",2000
The Cell,The Cell,en,2000-08-17,15,1278,6,33000000,104155843,107,"Horror, Science Fiction, Thriller",2000
Below,Below,en,2002-08-11,15,353,6,40000000,2622015,105,"Horror, Mystery, Thriller",2002
呪怨2,Ju-on: The Grudge 2,ja,2003-08-15,15,249,6,20000000,70700000,92,"Horror, Thriller",2003
In the Mouth of Madness,In the Mouth of Madness,en,1995-02-03,15,1272,7,8000000,8946600,95,"Horror, Mystery, Thriller",1995
Shocker,Shocker,en,1989-10-27,15,328,5,5000000,16554699,109,Horror,1989
Village of the Damned,Village of the Damned,en,1960-06-16,15,319,7,200000,2175000,77,"Horror, Science Fiction",1960
Rogue,Rogue,en,2007-11-08,15,526,6,20000000,4609644,99,"Action, Horror, Thriller",2007
ゴジラの逆襲,Godzilla Raids Again,ja,1955-04-24,15,183,6,800000,1952653,82,"Action, Adventure, Drama, Horror, Science Fiction, Thriller",1955
The Darkest Hour,The Darkest Hour,en,2011-12-22,15,1229,5,30000000,64626786,89,"Action, Horror, Science Fiction, Thriller",2011
Le Pacte des loups,Brotherhood of the Wolf,fr,2001-01-31,15,1224,6,29000000,70752904,137,"Action, Adventure, History, Horror",2001
The Hitcher,The Hitcher,en,1986-01-17,15,686,7,6000000,5844868,98,"Action, Horror, Thriller",1986
Il racconto dei racconti,Tale of Tales,it,2015-05-14,15,1463,6,12000000,5500277,134,"Fantasy, Horror, Romance",2015
Quella villa accanto al cimitero,The House by the Cemetery,it,1981-08-14,15,294,6,786801,1845819,87,Horror,1981
Arachnophobia,Arachnophobia,en,1990-07-20,15,1126,6,31000000,53208180,103,"Comedy, Horror",1990
The Rocky Horror Picture Show,The Rocky Horror Picture Show,en,1975-08-14,15,2326,7,1200000,112892319,100,"Comedy, Fantasy, Horror, Science Fiction",1975
Firestarter,Firestarter,en,1984-05-11,15,542,6,15000000,17080167,114,"Horror, Science Fiction, Thriller",1984
Låt den rätte komma in,Let the Right One In,sv,2008-10-24,15,2449,7,4000000,10785801,115,"Drama, Horror",2008
The Belko Experiment,The Belko Experiment,en,2016-03-17,15,1193,6,5000000,10166820,89,"Action, Horror, Thriller",2016
Boo! A Madea Halloween,Boo! A Madea Halloween,en,2016-10-21,14,374,5,20000000,74827344,103,"Comedy, Horror",2016
Creepshow 2,Creepshow 2,en,1987-05-01,14,431,6,3500000,14000000,92,"Comedy, Horror",1987
After.Life,After.Life,en,2009-11-07,14,892,6,4500000,3606395,104,"Drama, Horror, Mystery, Thriller",2009
The Fly,The Fly,en,1958-07-16,14,412,7,700000,3000000,94,"Drama, Horror, Science Fiction",1958
ゴジラ,Godzilla,ja,1954-11-03,14,694,7,900000,2250000,96,"Horror, Science Fiction, Thriller",1954
Warlock: The Armageddon,Warlock: The Armageddon,en,1993-05-01,14,115,5,3000000,3902679,98,"Fantasy, Horror, Science Fiction",1993
Dark Water,Dark Water,en,2005-07-08,14,835,5,30000000,68357079,105,"Horror, Mystery",2005
The 'Burbs,The 'Burbs,en,1989-02-17,14,974,6,18000000,49101993,102,"Comedy, Horror, Thriller",1989
Dracula,Dracula,en,1958-05-22,14,451,7,104880,3500000,82,Horror,1958
Virus,Virus,en,1999-01-14,14,486,5,75000000,30700000,99,"Action, Horror, Science Fiction",1999
What We Do in the Shadows,What We Do in the Shadows,en,2014-06-19,14,2948,7,1600000,6263224,86,"Comedy, Horror",2014
Scanners,Scanners,en,1981-01-14,14,915,6,4100000,14225876,103,"Horror, Science Fiction",1981
Hatchet,Hatchet,en,2006-04-27,14,521,5,1500000,208550,84,"Comedy, Horror",2006
Deep Rising,Deep Rising,en,1998-01-30,14,542,6,45000000,11203026,106,"Action, Adventure, Horror, Science Fiction",1998
Cry_Wolf,Cry_Wolf,en,2005-09-16,14,446,5,1000000,10047674,90,"Horror, Thriller",2005
The Blob,The Blob,en,1958-09-10,14,468,6,110000,4000000,86,"Horror, Science Fiction",1958
Urban Legend,Urban Legend,en,1998-09-25,14,1062,5,14000000,72527595,100,"Horror, Thriller",1998
The Divide,The Divide,en,2012-01-13,14,533,5,3000000,156362,112,"Horror, Science Fiction",2012
Aftershock,Aftershock,es,2012-09-12,14,267,5,2000000,58510,89,"Horror, Thriller",2012
Little Shop of Horrors,Little Shop of Horrors,en,1986-12-19,14,1165,6,25000000,38748395,94,"Comedy, Horror",1986
Quarantine,Quarantine,en,2008-10-10,14,1055,5,12000000,40855419,89,"Fantasy, Horror, Mystery, Science Fiction, Thriller",2008
