original_title,title,original_language,release_date,popularity,vote_count,vote_average,budget,revenue,runtime,genre_names,release_year
The Rage: Carrie 2,The Rage: Carrie 2,en,1999-03-11,12.025,311.0,5.7,21000000.0,17762705.0,104.0,"Horror, Science Fiction, Thriller",1999
Blood: The Last Vampire,Blood: The Last Vampire,en,2009-04-02,12.024,290.0,5.7,30000000.0,5874530.0,91.0,"Action, Adventure, Horror, Science Fiction, Thriller",2009
Il gatto a nove code,The Cat o' Nine Tails,it,1971-02-12,12.019,324.0,6.7,1000000.0,1204739.0,112.0,"Horror, Mystery, Thriller",1971
The Fury,The Fury,en,1978-03-10,12.011,276.0,6.3,5500000.0,24000000.0,118.0,"Horror, Science Fiction, Thriller",1978
Tales from the Crypt: Demon Knight,Tales from the Crypt: Demon Knight,en,1995-01-13,11.97,383.0,6.8,13000000.0,21089146.0,92.0,"Comedy, Horror, Thriller",1995
Dead & Buried,Dead & Buried,en,1981-05-29,11.964,209.0,6.4,3000000.0,216166.0,94.0,"Horror, Mystery",1981
Mutant Chronicles,Mutant Chronicles,en,2008-08-07,11.96,377.0,5.2,8000000.0,2131057.0,111.0,"Action, Adventure, Horror, Science Fiction",2008
My Bloody Valentine,My Bloody Valentine,en,1981-02-11,11.931,333.0,6.5,2200000.0,5672031.0,90.0,"Horror, Mystery, Thriller",1981
The Darkness,The Darkness,en,2016-05-13,11.849,543.0,4.8,4000000.0,10898293.0,92.0,"Horror, Thriller",2016
Wait Until Dark,Wait Until Dark,en,1967-10-26,11.788,400.0,7.3,4000000.0,11000000.0,108.0,"Crime, Horror, Thriller",1967
The Echo,The Echo,en,2008-05-25,11.772,153.0,6.1,5000000.0,124048.0,96.0,"Drama, Horror, Mystery, Thriller",2008
One Hour Photo,One Hour Photo,en,2002-08-21,11.715,1392.0,6.6,12000000.0,52223306.0,96.0,"Drama, Horror, Thriller",2002
Killer Joe,Killer Joe,en,2011-09-10,11.673,1165.0,6.5,10000000.0,4633668.0,102.0,"Crime, Drama, Horror, Thriller",2011
Phantasm,Phantasm,en,1979-03-28,11.607,514.0,6.6,300000.0,11988469.0,89.0,"Horror, Science Fiction",1979
Stir of Echoes,Stir of Echoes,en,1999-09-10,11.572,985.0,6.7,12000000.0,21133087.0,99.0,Horror,1999
Take Shelter,Take Shelter,en,2011-09-30,11.555,1416.0,7.1,5000000.0,3099314.0,120.0,"Drama, Horror, Thriller",2011
박쥐,Thirst,ko,2009-04-30,11.497,686.0,7.0,5000000.0,13085023.0,134.0,"Drama, Horror, Thriller",2009
Leviathan,Leviathan,en,1989-03-17,11.492,380.0,6.0,25000000.0,15704614.0,98.0,"Action, Adventure, Horror, Science Fiction, Thriller",1989
Disturbing Behavior,Disturbing Behavior,en,1998-07-24,11.478,273.0,5.7,15000000.0,17507368.0,84.0,"Horror, Mystery, Science Fiction",1998
Shadow of the Vampire,Shadow of the Vampire,en,2000-05-15,11.449,459.0,6.7,8000000.0,8279017.0,92.0,"Drama, Horror",2000
Sleepaway Camp,Sleepaway Camp,en,1983-11-18,11.407,504.0,6.3,350000.0,11000000.0,85.0,Horror,1983
Raising Cain,Raising Cain,en,1992-08-07,11.39,261.0,6.0,12000000.0,37170057.0,92.0,"Crime, Drama, Horror, Thriller",1992
The Lawnmower Man,The Lawnmower Man,en,1992-03-05,11.382,578.0,5.6,10000000.0,32100816.0,108.0,"Horror, Science Fiction",1992
The Sacrament,The Sacrament,en,2013-09-02,11.34,347.0,5.8,4000000.0,9221.0,99.0,"Horror, Thriller",2013
ゴジラvsビオランテ,Godzilla vs. Biollante,ja,1989-12-16,11.296,156.0,7.2,5000000.0,7000000.0,105.0,"Action, Horror, Science Fiction",1989
Return of the Living Dead Part II,Return of the Living Dead Part II,en,1988-01-15,11.282,447.0,6.2,6200000.0,9205924.0,89.0,"Comedy, Horror",1988
カメラを止めるな！,One Cut of the Dead,ja,2017-11-04,11.247,544.0,7.7,30000.0,200000000.0,96.0,"Comedy, Horror",2017
Maniac,Maniac,en,1980-11-14,11.219,323.0,6.4,350000.0,10000000.0,87.0,Horror,1980
A Girl Walks Home Alone at Night,A Girl Walks Home Alone at Night,en,2014-11-21,11.19,690.0,6.8,1000000.0,395000.0,99.0,"Horror, Romance",2014
Planet of the Sharks,Planet of the Sharks,en,2016-07-27,11.088,57.0,3.8,5.0,6.0,85.0,"Action, Horror, Science Fiction",2016
Blood and Chocolate,Blood and Chocolate,en,2007-01-26,11.056,249.0,5.5,15000000.0,6340723.0,98.0,"Drama, Fantasy, Horror, Romance",2007
Navy Seals vs. Zombies,Navy Seals vs. Zombies,en,2015-10-08,11.041,143.0,4.7,1181389.0,56191.0,97.0,"Action, Horror",2015
FearDotCom,FearDotCom,en,2002-08-09,10.98,299.0,3.7,40000000.0,18902015.0,101.0,"Crime, Horror, Thriller",2002
Black Water,Black Water,en,2007-06-01,10.975,263.0,5.9,700000.0,1271556.0,90.0,"Adventure, Drama, Horror",2007
From Beyond,From Beyond,en,1986-10-24,10.974,408.0,6.5,4500000.0,1261000.0,85.0,"Horror, Science Fiction",1986
Vampire in Brooklyn,Vampire in Brooklyn,en,1995-10-26,10.96,451.0,5.0,14000000.0,19800000.0,100.0,"Comedy, Horror, Romance",1995
The Serpent and the Rainbow,The Serpent and the Rainbow,en,1988-02-05,10.952,374.0,6.4,7000000.0,19595031.0,98.0,"Horror, Thriller",1988
Boogeyman,Boogeyman,en,2005-02-04,10.898,624.0,4.9,20000000.0,67192859.0,89.0,"Drama, Horror, Mystery, Thriller",2005
I Know Who Killed Me,I Know Who Killed Me,en,2007-07-27,10.847,311.0,4.5,12000000.0,9620399.0,105.0,"Horror, Thriller",2007
The Last Days on Mars,The Last Days on Mars,en,2013-08-11,10.74,664.0,5.4,10600000.0,24084.0,98.0,"Horror, Science Fiction, Thriller",2013
Bats,Bats,en,1999-10-22,10.654,149.0,4.6,5250000.0,10155690.0,91.0,"Horror, Science Fiction, Thriller",1999
ゴジラvsデストロイア,Godzilla vs. Destoroyah,ja,1995-12-09,10.612,182.0,7.8,10000000.0,18000000.0,103.0,"Action, Horror, Science Fiction",1995
House of Wax,House of Wax,en,1953-04-16,10.612,253.0,6.9,658000.0,23800000.0,88.0,"Horror, Mystery",1953
Maniac,Maniac,en,2012-12-26,10.609,757.0,6.0,6000000.0,31081.0,89.0,Horror,2012
The Dead Zone,The Dead Zone,en,1983-10-21,10.584,1262.0,7.0,10000000.0,20766616.0,103.0,"Horror, Science Fiction, Thriller",1983
Godsend,Godsend,en,2004-04-30,10.563,407.0,4.9,25000000.0,30120671.0,102.0,"Drama, Horror, Science Fiction, Thriller",2004
Rubber,Rubber,en,2010-11-09,10.559,801.0,6.0,500000.0,98017.0,85.0,"Comedy, Drama, Fantasy, Horror, Mystery",2010
Tales from the Hood,Tales from the Hood,en,1995-05-24,10.53,112.0,6.1,6000000.0,12000000.0,97.0,"Crime, Horror, Thriller",1995
The Night Flier,The Night Flier,en,1997-04-30,10.492,179.0,5.9,1000000.0,91549.0,93.0,"Fantasy, Horror, Mystery",1997
Hardware,Hardware,en,1990-09-14,10.472,221.0,5.9,1500000.0,5728953.0,93.0,"Horror, Science Fiction, Thriller",1990
K-12,K-12,en,2019-09-05,10.456,220.0,7.8,6000000.0,359377.0,92.0,"Fantasy, Horror, Music",2019
Black Christmas,Black Christmas,en,2019-12-11,10.44,422.0,4.7,5000000.0,18529730.0,92.0,"Horror, Mystery, Thriller",2019
Ghoulies,Ghoulies,en,1985-01-18,10.416,196.0,4.8,1000000.0,35000000.0,81.0,"Comedy, Fantasy, Horror",1985
Vanishing on 7th Street,Vanishing on 7th Street,en,2010-09-11,10.403,459.0,5.3,10000000.0,1671196.0,92.0,"Horror, Mystery, Thriller",2010
D-Tox,D-Tox,en,2002-01-04,10.4,530.0,5.6,55000000.0,6632383.0,96.0,"Action, Horror, Thriller",2002
C'est arrivé près de chez vous,Man Bites Dog,fr,1992-08-20,10.398,707.0,7.3,33000.0,205569.0,96.0,"Comedy, Crime, Drama, Horror, Thriller",1992
見鬼,The Eye,cn,2002-05-09,10.319,322.0,6.5,10706075.0,1766761.0,98.0,Horror,2002
Невеста,The Bride,ru,2017-01-19,10.314,311.0,5.9,1500000.0,6945256.0,90.0,"Horror, Mystery, Thriller",2017
Dark Angel,Dark Angel,en,1990-01-26,10.257,217.0,6.0,7000000.0,9229401.0,91.0,"Action, Crime, Horror, Science Fiction, Thriller",1990
Peeping Tom,Peeping Tom,en,1960-05-16,10.238,606.0,7.5,150000.0,83957.0,101.0,"Drama, Horror, Thriller",1960
Session 9,Session 9,en,2001-08-10,10.223,745.0,6.1,1500000.0,1612259.0,100.0,"Horror, Mystery",2001
The Toxic Avenger,The Toxic Avenger,en,1984-05-01,10.214,411.0,6.3,475000.0,800000.0,82.0,"Comedy, Horror, Science Fiction",1984
The Keep,The Keep,en,1983-12-16,10.193,185.0,5.8,6000000.0,3661757.0,96.0,"Drama, Fantasy, Horror",1983
Diary of the Dead,Diary of the Dead,en,2008-02-22,10.191,637.0,5.6,2000000.0,5540941.0,95.0,"Fantasy, Horror, Science Fiction, Thriller",2008
The Changeling,The Changeling,en,1980-03-28,10.14,455.0,7.0,7600000.0,12000000.0,103.0,Horror,1980
헨젤과 그레텔,Hansel & Gretel,ko,2007-12-27,10.097,142.0,6.7,4000000.0,2206625.0,117.0,"Drama, Fantasy, Horror",2007
The Innkeepers,The Innkeepers,en,2011-08-18,10.096,536.0,5.4,750000.0,78396.0,102.0,"Horror, Thriller",2011
The Gate,The Gate,en,1987-04-21,10.085,279.0,6.0,2500000.0,13500000.0,86.0,"Fantasy, Horror",1987
Apartment 1303 3D,Apartment 1303 3D,en,2012-12-06,10.081,264.0,3.7,5000000.0,3377891.0,101.0,Horror,2012
Fido,Fido,en,2006-09-07,10.077,358.0,6.5,8000000.0,426224.0,91.0,"Comedy, Drama, Horror, Romance",2006
The Head Hunter,The Head Hunter,en,2019-04-05,10.016,234.0,5.3,30000.0,44652.0,72.0,"Fantasy, Horror",2019
House at the End of the Street,House at the End of the Street,en,2012-09-21,9.963,1572.0,5.8,6900000.0,44287131.0,101.0,"Horror, Thriller",2012
Demonic,Demonic,en,2015-02-12,9.962,419.0,5.3,3000000.0,3387000.0,83.0,"Horror, Thriller",2015
Hatchet II,Hatchet II,en,2010-08-26,9.959,309.0,5.5,2500000.0,156190.0,85.0,"Comedy, Horror, Thriller",2010
"쓰리, 몬스터",Three… Extremes,ko,2004-08-20,9.952,284.0,6.8,77532.0,516930.0,125.0,Horror,2004
Stake Land,Stake Land,en,2010-09-30,9.922,641.0,6.2,650000.0,33245.0,98.0,"Drama, Horror, Science Fiction",2010
Screamers,Screamers,en,1995-09-08,9.911,424.0,6.2,20000000.0,5781885.0,108.0,"Horror, Science Fiction",1995
Dracula: Prince of Darkness,Dracula: Prince of Darkness,en,1966-01-09,9.905,184.0,6.8,280379.0,364937.0,90.0,Horror,1966
Saint Ange,House of Voices,fr,2004-06-23,9.81,149.0,6.0,320000.0,6782283.0,98.0,"Horror, Mystery",2004
Troll,Troll,en,1986-01-17,9.774,154.0,4.9,1100000.0,5450815.0,82.0,"Fantasy, Horror",1986
Night of the Creeps,Night of the Creeps,en,1986-08-21,9.759,388.0,6.8,5000000.0,591366.0,90.0,"Comedy, Horror, Science Fiction",1986
Soul Survivors,Soul Survivors,en,2001-09-06,9.711,143.0,4.6,17000000.0,4299141.0,84.0,"Horror, Mystery, Thriller",2001
Psycho Beach Party,Psycho Beach Party,en,2000-08-06,9.707,66.0,5.8,1500000.0,268117.0,95.0,"Comedy, Horror",2000
Man-Thing,Man-Thing,en,2005-04-21,9.669,144.0,4.3,5000000.0,1123136.0,105.0,"Action, Fantasy, Horror",2005
House of the Dead,House of the Dead,en,2003-04-11,9.663,308.0,3.2,12000000.0,13818181.0,90.0,"Action, Horror, Thriller",2003
Body Snatchers,Body Snatchers,en,1993-06-09,9.639,313.0,6.1,13000000.0,428868.0,87.0,"Horror, Science Fiction, Thriller",1993
Psycho III,Psycho III,en,1986-04-02,9.632,289.0,5.5,8400000.0,14481606.0,93.0,"Horror, Thriller",1986
No One Lives,No One Lives,en,2013-03-09,9.589,496.0,5.9,2900000.0,74918.0,86.0,"Horror, Thriller",2013
The Return of Swamp Thing,The Return of Swamp Thing,en,1989-05-11,9.491,183.0,5.6,4000000.0,192816.0,84.0,"Horror, Science Fiction",1989
Invaders from Mars,Invaders from Mars,en,1986-06-06,9.483,181.0,5.5,12000000.0,4884663.0,100.0,"Adventure, Family, Horror, Mystery, Science Fiction",1986
C.H.U.D.,C.H.U.D.,en,1984-08-31,9.442,218.0,5.7,1250000.0,3412497.0,97.0,"Horror, Science Fiction",1984
May,May,en,2003-06-03,9.39,474.0,6.5,500000.0,264349.0,93.0,"Comedy, Drama, Horror",2003
Lawnmower Man 2: Beyond Cyberspace,Lawnmower Man 2: Beyond Cyberspace,en,1996-01-12,9.386,108.0,2.9,15000000.0,2409225.0,92.0,"Action, Horror, Science Fiction, Thriller",1996
Sisters,Sisters,en,1973-03-26,9.332,276.0,6.7,500000.0,1000000.0,93.0,"Horror, Mystery, Thriller",1973
The House on Sorority Row,The House on Sorority Row,en,1982-11-19,9.297,163.0,5.8,425000.0,10604986.0,91.0,"Horror, Mystery, Thriller",1982
Nightbreed,Nightbreed,en,1990-02-16,9.272,354.0,6.4,11000000.0,8862354.0,102.0,"Action, Fantasy, Horror",1990
Beyond Skyline,Beyond Skyline,en,2017-10-20,9.264,852.0,5.2,20000000.0,992181.0,105.0,"Action, Adventure, Horror, Science Fiction",2017
Invasion of the Body Snatchers,Invasion of the Body Snatchers,en,1956-02-05,9.236,809.0,7.5,417000.0,3000000.0,80.0,"Horror, Science Fiction",1956
Mother's Day,Mother's Day,en,2010-09-23,9.206,336.0,6.5,11000000.0,863044.0,112.0,"Crime, Horror, Thriller",2010
Frankenhooker,Frankenhooker,en,1990-06-01,9.197,232.0,6.1,2500000.0,205068.0,85.0,"Comedy, Horror, Science Fiction",1990
The Curse of Frankenstein,The Curse of Frankenstein,en,1957-05-20,9.196,214.0,6.8,270000.0,8000000.0,83.0,"Horror, Science Fiction",1957
Funny Games,Funny Games,en,2008-03-14,9.149,1709.0,6.6,15000000.0,7938872.0,111.0,"Drama, Horror, Thriller",2008
Silent House,Silent House,en,2011-01-21,9.144,326.0,5.5,2000000.0,13101672.0,85.0,"Horror, Mystery",2011
The Dark Half,The Dark Half,en,1993-04-23,9.139,308.0,6.0,15000000.0,10611160.0,122.0,"Horror, Mystery",1993
Dead Trigger,Dead Trigger,en,2017-07-19,9.111,30.0,3.8,10000000.0,151493.0,92.0,"Action, Horror",2017
Warlock,Warlock,en,1989-06-01,9.103,293.0,6.3,7000000.0,9094451.0,103.0,"Adventure, Comedy, Fantasy, Horror",1989
キャシャーン,Casshern,ja,2004-04-24,9.091,208.0,5.9,6000000.0,12353768.0,141.0,"Drama, Horror, Science Fiction",2004
Seed,Seed,en,2007-04-27,9.072,98.0,3.9,10000000.0,155362.0,90.0,Horror,2007
Club Dread,Club Dread,en,2004-02-27,9.049,290.0,5.2,8500000.0,5001655.0,104.0,"Comedy, Horror",2004
The Return,The Return,en,2006-11-10,9.036,485.0,5.9,15000000.0,11992014.0,85.0,"Drama, Horror, Thriller",2006
The Quiet Ones,The Quiet Ones,en,2014-04-01,8.974,584.0,5.1,200000.0,17834867.0,98.0,Horror,2014
Night of the Demons,Night of the Demons,en,1988-10-14,8.963,249.0,6.2,1200000.0,3109904.0,90.0,Horror,1988
The Giant Spider Invasion,The Giant Spider Invasion,en,1975-10-01,8.957,53.0,4.1,300000.0,15000000.0,84.0,"Horror, Science Fiction",1975
Snoop Dogg's Hood of Horror,Snoop Dogg's Hood of Horror,en,2006-06-27,8.951,55.0,4.7,5000000.0,25900.0,85.0,"Comedy, Horror",2006
The Lair of the White Worm,The Lair of the White Worm,en,1988-09-21,8.95,167.0,5.9,2500000.0,1189315.0,93.0,"Comedy, Fantasy, Horror",1988
Stung,Stung,en,2015-07-03,8.903,161.0,5.3,2500000.0,71085.0,87.0,"Comedy, Horror, Science Fiction",2015
Frankenstein Unbound,Frankenstein Unbound,en,1990-11-02,8.886,76.0,5.5,11500000.0,334748.0,82.0,"Horror, Science Fiction",1990
Twixt,Twixt,en,2011-09-10,8.875,221.0,4.9,7000000.0,1300000.0,89.0,"Fantasy, Horror, Mystery",2011
Dead Ringers,Dead Ringers,en,1988-09-23,8.842,666.0,7.2,13000000.0,8038508.0,115.0,"Horror, Thriller",1988
Split Second,Split Second,en,1992-05-01,8.818,224.0,5.9,7000000.0,5430822.0,90.0,"Horror, Science Fiction",1992
Bones,Bones,en,2001-10-24,8.809,125.0,4.7,10000000.0,7316658.0,96.0,"Horror, Thriller",2001
Diabolique,Diabolique,en,1996-03-22,8.808,229.0,5.5,45000000.0,52400000.0,107.0,"Horror, Mystery, Thriller",1996
Waxwork,Waxwork,en,1988-06-17,8.783,214.0,6.2,3000000.0,808114.0,95.0,"Comedy, Horror",1988
Darkness,Darkness,en,2002-10-11,8.776,313.0,5.7,10600000.0,12241855.0,102.0,Horror,2002
Bad Moon,Bad Moon,en,1996-11-01,8.762,192.0,6.8,7000000.0,1100000.0,80.0,Horror,1996
Monkey Shines,Monkey Shines,en,1988-07-29,8.756,217.0,6.2,7000000.0,5344577.0,113.0,"Drama, Horror, Science Fiction, Thriller",1988
숨바꼭질,Hide and Seek,ko,2013-08-14,8.753,77.0,6.5,1900000.0,35461505.0,107.0,"Horror, Thriller",2013
ガメラ 大怪獣空中決戦,Gamera: Guardian of the Universe,ja,1995-03-11,8.725,108.0,7.7,4500000.0,16000000.0,96.0,"Adventure, Fantasy, Horror, Science Fiction",1995
The Raven,The Raven,en,1963-01-25,8.715,179.0,6.4,350000.0,1499275.0,86.0,"Comedy, Fantasy, Horror",1963
My Soul to Take,My Soul to Take,en,2010-10-08,8.695,435.0,5.6,25000000.0,21500813.0,107.0,"Drama, Horror, Mystery",2010
Tentacoli,Tentacles,en,1977-02-25,8.693,68.0,4.8,750000.0,3000000.0,102.0,"Action, Adventure, Horror, Science Fiction",1977
Repo! The Genetic Opera,Repo! The Genetic Opera,en,2008-07-18,8.683,271.0,6.3,8500000.0,188126.0,98.0,"Horror, Music, Science Fiction",2008
The Company of Wolves,The Company of Wolves,en,1984-09-21,8.635,240.0,6.4,2000000.0,4389334.0,95.0,"Fantasy, Horror",1984
Vampire's Kiss,Vampire's Kiss,en,1988-09-17,8.615,284.0,5.9,2000000.0,725131.0,103.0,"Comedy, Horror",1988
Teaching Mrs. Tingle,Teaching Mrs. Tingle,en,1999-08-11,8.599,277.0,5.5,13000000.0,8946237.0,96.0,"Comedy, Crime, Horror",1999
In Dreams,In Dreams,en,1999-01-15,8.577,151.0,5.4,30000000.0,12017369.0,100.0,"Horror, Mystery, Thriller",1999
Shivers,Shivers,en,1975-10-10,8.535,493.0,6.3,179000.0,1000000.0,88.0,Horror,1975
Mary Reilly,Mary Reilly,en,1996-02-23,8.516,261.0,5.9,47000000.0,12379402.0,104.0,"Drama, History, Horror, Thriller",1996
Communion,Communion,en,1989-11-10,8.498,133.0,5.3,5000000.0,1919653.0,103.0,"Drama, Horror, Science Fiction, Thriller",1989
Attack of the 50 Foot Woman,Attack of the 50 Foot Woman,en,1958-05-18,8.455,97.0,4.7,88000.0,480000.0,65.0,"Horror, Science Fiction",1958
Something Wicked This Way Comes,Something Wicked This Way Comes,en,1983-04-29,8.431,136.0,6.5,19000000.0,5656087.0,95.0,"Fantasy, Horror, Mystery, Thriller",1983
Razorback,Razorback,en,1984-04-19,8.422,133.0,5.7,5500000.0,801000.0,95.0,Horror,1984
Giallo,Giallo,it,2010-03-13,8.37,131.0,4.1,14000000.0,50113.0,92.0,"Crime, Horror, Mystery, Thriller",2010
The Zodiac,The Zodiac,en,2005-07-31,8.358,103.0,5.5,1000000.0,86872.0,92.0,"Crime, Drama, Horror, Thriller",2005
100 Feet,100 Feet,en,2008-07-22,8.34,241.0,5.5,10000000.0,1415804.0,105.0,"Horror, Thriller",2008
"Hush... Hush, Sweet Charlotte","Hush... Hush, Sweet Charlotte",en,1964-12-15,8.286,192.0,7.3,2200000.0,4000000.0,133.0,"Drama, Horror, Mystery",1964
Chain Letter,Chain Letter,en,2010-10-01,8.223,104.0,4.4,5000000.0,143000.0,96.0,"Horror, Thriller",2010
Baskın: Karabasan,Baskin,tr,2015-12-31,8.164,238.0,5.8,350000.0,318155.0,97.0,Horror,2015
While She Was Out,While She Was Out,en,2008-10-27,8.163,126.0,5.3,6000000.0,498088.0,86.0,"Drama, Horror, Thriller",2008
The Fan,The Fan,en,1981-05-15,8.105,36.0,6.1,10000000.0,3100000.0,95.0,"Drama, Horror, Thriller",1981
Blood Feast,Blood Feast,en,1963-07-06,8.102,132.0,4.7,24500.0,4000000.0,67.0,Horror,1963
The Abandoned,The Abandoned,en,2006-09-11,8.097,195.0,5.5,3000000.0,4529892.0,99.0,"Horror, Thriller",2006
ゴジラ×メガギラス G消滅作戦,Godzilla vs. Megaguirus,ja,2000-11-03,8.077,134.0,6.7,8300000.0,11068800.0,105.0,"Action, Adventure, Horror, Science Fiction",2000
Burke & Hare,Burke & Hare,en,2010-10-29,8.034,392.0,6.1,10000000.0,4791599.0,91.0,"Comedy, History, Horror, Thriller",2010
ガメラ3 邪神＜イリス＞覚醒,Gamera 3: Revenge of Iris,ja,1999-03-06,8.026,96.0,7.6,6000000.0,15000000.0,108.0,"Fantasy, Horror, Science Fiction",1999
The Island of Dr. Moreau,The Island of Dr. Moreau,en,1996-08-23,8.017,433.0,4.8,40000000.0,49627779.0,96.0,"Fantasy, Horror, Science Fiction",1996
Hideaway,Hideaway,en,1995-03-03,7.971,110.0,5.2,15000000.0,12201255.0,103.0,"Drama, Horror, Thriller",1995
Surveillance,Surveillance,en,2008-02-08,7.951,259.0,5.9,3500000.0,1138322.0,97.0,"Horror, Mystery, Thriller",2008
Tamara,Tamara,en,2005-05-12,7.94,200.0,5.2,4750000.0,206871.0,98.0,"Fantasy, Horror, Thriller",2005
The Hand,The Hand,en,1981-04-24,7.911,110.0,6.0,6500000.0,566736.0,104.0,"Horror, Thriller",1981
Kill Theory,Kill Theory,en,2009-10-07,7.822,101.0,5.3,6000000.0,397941.0,82.0,"Horror, Mystery, Thriller",2009
Prophecy,Prophecy,en,1980-02-02,7.779,96.0,5.5,12000000.0,54000000.0,102.0,"Horror, Science Fiction",1980
DeepStar Six,DeepStar Six,en,1989-01-13,7.769,208.0,5.5,8000000.0,8143225.0,105.0,"Action, Horror, Science Fiction, Thriller",1989
"The Beast from 20,000 Fathoms","The Beast from 20,000 Fathoms",en,1953-06-13,7.758,142.0,6.7,210000.0,5000000.0,80.0,"Drama, Horror, Science Fiction",1953
Vamp,Vamp,en,1986-07-18,7.719,121.0,6.0,3300000.0,4941117.0,93.0,"Comedy, Horror",1986
Bad Dreams,Bad Dreams,en,1988-04-08,7.696,79.0,5.7,4000000.0,9797098.0,86.0,"Horror, Thriller",1988
Highway to Hell,Highway to Hell,en,1991-11-21,7.654,81.0,6.0,9000000.0,26055.0,94.0,"Action, Comedy, Fantasy, Horror",1991
Dead Heat,Dead Heat,en,1988-05-06,7.59,140.0,6.1,5000000.0,3588626.0,86.0,"Action, Horror, Science Fiction, Thriller",1988
Freaked,Freaked,en,1993-09-11,7.553,113.0,6.0,13000000.0,29296.0,80.0,"Comedy, Horror, Science Fiction",1993
Córki dancingu,The Lure,pl,2015-12-25,7.543,192.0,6.3,1300000.0,102986.0,93.0,"Fantasy, Horror, Music",2015
Roadgames,Roadgames,en,1981-02-27,7.397,117.0,6.5,1750000.0,100000.0,101.0,"Horror, Mystery, Thriller",1981
Kingdom of the Spiders,Kingdom of the Spiders,en,1977-08-24,7.361,90.0,5.6,500000.0,17000000.0,97.0,"Horror, Science Fiction",1977
Balada triste de trompeta,The Last Circus,es,2010-12-17,7.349,336.0,6.6,7000000.0,3604598.0,101.0,"Adventure, Comedy, Drama, Horror, Thriller",2010
Phantasm II,Phantasm II,en,1988-07-08,7.347,257.0,6.3,3000000.0,7282851.0,97.0,"Action, Horror, Science Fiction, Thriller",1988
Wolfen,Wolfen,en,1981-07-24,7.283,166.0,5.9,17000000.0,10626725.0,115.0,"Horror, Mystery",1981
Strangeland,Strangeland,en,1998-10-02,7.256,99.0,4.7,1100000.0,631221.0,86.0,Horror,1998
Final Exam,Final Exam,en,1981-06-05,7.194,77.0,4.9,374000.0,3000000.0,90.0,Horror,1981
White Dog,White Dog,en,1982-07-07,7.163,206.0,6.7,8000000.0,46509.0,90.0,"Drama, Horror",1982
Captivity,Captivity,en,2007-03-09,7.116,354.0,4.9,17000000.0,10921200.0,96.0,"Crime, Horror, Thriller",2007
Parasite,Parasite,en,1982-03-12,7.085,43.0,4.8,800000.0,7000000.0,85.0,"Horror, Science Fiction",1982
Prison,Prison,en,1988-03-04,7.081,92.0,5.9,4000000.0,354704.0,102.0,"Crime, Horror, Thriller",1988
Hannibal Rising,Hannibal Rising,en,2007-02-06,7.051,1848.0,6.2,50000000.0,82169884.0,121.0,"Crime, Drama, Horror, Thriller",2007
Eyes of Laura Mars,Eyes of Laura Mars,en,1978-08-02,7.017,154.0,5.8,7000000.0,20000000.0,104.0,"Drama, Horror, Mystery, Thriller",1978
Девятая,The Ninth,ru,2019-11-07,6.993,93.0,6.7,7000000.0,958558.0,99.0,"Crime, Horror, Mystery, Thriller",2019
ATM,ATM,en,2012-02-17,6.951,486.0,5.0,3000000.0,921752.0,91.0,"Horror, Thriller",2012
Willard,Willard,en,2003-03-14,6.905,254.0,6.1,22000000.0,8564586.0,100.0,"Drama, Horror, Thriller",2003
The Zombie Diaries,The Zombie Diaries,en,2006-10-29,6.905,62.0,4.4,9300.0,2000000.0,81.0,"Action, Horror, Thriller",2006
พี่มาก..พระโขนง,Pee Mak,th,2013-03-28,6.88,99.0,7.2,1800000.0,33000000.0,111.0,"Comedy, Horror, Romance",2013
The Slumber Party Massacre,The Slumber Party Massacre,en,1982-11-12,6.831,233.0,5.6,220000.0,3600000.0,77.0,Horror,1982
Resident Evil: Retribution,Resident Evil: Retribution,en,2012-09-12,6.804,3422.0,5.8,65000000.0,240159255.0,95.0,"Action, Horror, Science Fiction",2012
This Island Earth,This Island Earth,en,1955-06-01,6.78,165.0,5.9,800000.0,1700000.0,87.0,"Adventure, Horror, Science Fiction",1955
Shortcut,Shortcut,en,2020-09-25,6.728,79.0,5.8,1400000.0,769563.0,80.0,"Adventure, Fantasy, Horror",2020
It Came from Outer Space,It Came from Outer Space,en,1953-06-05,6.642,154.0,6.4,800000.0,1600000.0,81.0,"Horror, Science Fiction",1953
Romasanta,Romasanta: The Werewolf Hunt,en,2004-05-13,6.611,71.0,5.1,4500000.0,432671.0,90.0,"Action, Horror",2004
My Name Is Bruce,My Name Is Bruce,en,2007-10-01,6.494,268.0,5.9,1500000.0,173066.0,86.0,"Comedy, Fantasy, Horror",2007
The Boat,The Boat,en,2019-02-22,6.489,88.0,5.3,5000000.0,98559.0,89.0,"Horror, Mystery, Thriller",2019
The First Power,The First Power,en,1990-04-06,6.447,59.0,5.7,10000000.0,22424195.0,98.0,"Crime, Horror, Thriller",1990
Haunted Honeymoon,Haunted Honeymoon,en,1986-07-25,6.441,125.0,5.4,13000000.0,8033397.0,82.0,"Comedy, Drama, Horror, Music, Mystery",1986
Hidden 3D,Hidden 3D,en,2011-04-21,6.357,50.0,3.1,8000000.0,1670477.0,82.0,"Horror, Thriller",2011
Silent Rage,Silent Rage,en,1982-04-02,6.355,126.0,6.0,4500000.0,10500000.0,103.0,"Action, Horror, Romance, Science Fiction",1982
