original_title,title,original_language,release_date,popularity,vote_count,vote_average,budget,revenue,runtime,genre_names,release_year
Honeymoon,Honeymoon,en,2014-09-12,19.58,507.0,5.4,1000000.0,9318.0,88.0,"Horror, Science Fiction",2014
Mara,Mara,en,2018-08-22,19.548,313.0,5.7,5000000.0,470901.0,100.0,"Crime, Horror, Thriller",2018
The Grudge,The Grudge,en,2020-01-01,19.517,975.0,5.6,10000000.0,42800000.0,93.0,"Horror, Mystery",2020
The Blob,The Blob,en,1988-08-05,19.514,672.0,6.7,19000000.0,8247943.0,95.0,"Horror, Science Fiction",1988
Green Room,Green Room,en,2015-09-25,19.49,2272.0,6.7,5000000.0,3769214.0,95.0,"Crime, Horror, Thriller",2015
The Frighteners,The Frighteners,en,1996-07-18,19.365,1224.0,6.9,30000000.0,29359216.0,110.0,"Comedy, Horror",1996
Silver Bullet,Silver Bullet,en,1985-10-10,19.296,438.0,6.5,7000000.0,12400000.0,95.0,Horror,1985
Tusk,Tusk,en,2014-09-19,19.296,1078.0,5.5,3000000.0,1882074.0,102.0,"Comedy, Horror",2014
Deep Blue Sea,Deep Blue Sea,en,1999-07-28,19.294,2002.0,5.9,60000000.0,164648142.0,105.0,"Action, Horror, Science Fiction",1999
Doom,Doom,en,2005-10-20,19.26,1849.0,5.1,60000000.0,58072119.0,105.0,"Action, Horror, Science Fiction",2005
Color Out of Space,Color Out of Space,en,2019-09-07,19.181,1057.0,6.0,6000000.0,1023510.0,111.0,"Horror, Mystery, Science Fiction, Thriller",2019
Open Water,Open Water,en,2004-08-06,19.112,905.0,5.5,130000.0,54667954.0,79.0,"Drama, Horror, Thriller",2004
Hide and Seek,Hide and Seek,en,2005-01-27,19.095,1339.0,6.4,30000000.0,127369981.0,101.0,"Horror, Mystery",2005
The Prodigy,The Prodigy,en,2019-02-06,19.045,847.0,6.2,6000000.0,21150265.0,92.0,"Horror, Thriller",2019
Orca,Orca,en,1977-07-22,19.033,310.0,6.2,6000000.0,14717854.0,92.0,"Adventure, Horror",1977
Unfriend,Friend Request,en,2016-01-07,19.032,1117.0,5.5,9900000.0,10975390.0,92.0,"Horror, Thriller",2016
Dark Skies,Dark Skies,en,2013-02-21,18.95,1532.0,6.3,3500000.0,25174316.0,97.0,"Horror, Science Fiction, Thriller",2013
The Recall,The Recall,en,2017-06-02,18.926,299.0,4.6,5000000.0,1319566.0,91.0,"Horror, Science Fiction",2017
The Lords of Salem,The Lords of Salem,en,2012-09-10,18.862,707.0,5.5,1500000.0,1165882.0,101.0,"Horror, Thriller",2012
31,31,en,2016-09-15,18.82,662.0,5.4,1500000.0,850419.0,102.0,"Crime, Horror",2016
The Grudge 3,The Grudge 3,en,2009-05-12,18.813,495.0,5.4,5000000.0,38610009.0,90.0,"Horror, Mystery, Thriller",2009
The Gallows,The Gallows,en,2015-07-10,18.548,841.0,5.0,100000.0,42664410.0,87.0,"Horror, Thriller",2015
Poltergeist III,Poltergeist III,en,1988-06-10,18.531,383.0,5.2,10500000.0,14144000.0,98.0,"Horror, Thriller",1988
Queen of the Damned,Queen of the Damned,en,2002-02-10,18.506,840.0,6.1,35000000.0,45479110.0,101.0,"Drama, Fantasy, Horror",2002
The Wicker Man,The Wicker Man,en,2006-08-31,18.481,1102.0,4.3,40000000.0,38805380.0,102.0,"Horror, Mystery, Thriller",2006
Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,en,2010-11-06,18.462,899.0,5.7,25000000.0,36993168.0,99.0,"Fantasy, Horror, Thriller",2010
Flatliners,Flatliners,en,2017-09-28,18.442,2035.0,5.7,19000000.0,45158254.0,111.0,"Drama, Horror, Thriller",2017
The Covenant,The Covenant,en,2006-09-08,18.391,854.0,5.5,20000000.0,37597471.0,97.0,"Fantasy, Horror",2006
The Ninth Gate,The Ninth Gate,en,1999-08-25,18.175,2421.0,6.4,38000000.0,58401898.0,133.0,"Horror, Mystery, Thriller",1999
The Haunting in Connecticut,The Haunting in Connecticut,en,2009-03-27,18.168,941.0,6.2,10000000.0,77527732.0,102.0,"Horror, Thriller",2009
Sunshine,Sunshine,en,2007-04-05,18.165,3104.0,7.0,50000000.0,34806812.0,107.0,"Horror, Science Fiction, Thriller",2007
Pulse,Pulse,en,2006-08-11,18.137,424.0,5.0,38000000.0,29907685.0,90.0,"Horror, Thriller",2006
La casa del fin de los tiempos,The House at the End of Time,es,2013-06-21,18.094,253.0,6.7,300000.0,4588899.0,101.0,"Drama, Fantasy, Horror",2013
Gretel & Hansel,Gretel & Hansel,en,2020-01-30,18.021,1181.0,6.0,5000000.0,22059211.0,87.0,"Fantasy, Horror, Mystery",2020
Shark Night 3D,Shark Night 3D,en,2011-09-02,18.007,444.0,5.0,28000000.0,10126458.0,91.0,"Horror, Thriller",2011
The Faculty,The Faculty,en,1998-12-25,17.951,1573.0,6.5,15000000.0,40283321.0,104.0,"Horror, Science Fiction",1998
Pontypool,Pontypool,en,2009-03-06,17.948,498.0,6.5,1500000.0,32000.0,96.0,"Horror, Mystery, Science Fiction",2009
The Endless,The Endless,en,2017-11-05,17.941,838.0,6.3,1000000.0,956425.0,112.0,"Horror, Science Fiction, Thriller",2017
The Hitcher,The Hitcher,en,2007-01-19,17.918,761.0,5.9,10000000.0,25399945.0,84.0,"Action, Crime, Horror, Thriller",2007
Flatliners,Flatliners,en,1990-08-10,17.805,1253.0,6.5,26000000.0,61489265.0,115.0,"Drama, Horror, Science Fiction",1990
Videodrome,Videodrome,en,1983-02-04,17.735,1733.0,7.3,5952000.0,2120439.0,88.0,"Horror, Mystery, Science Fiction",1983
Дневной дозор,Day Watch,ru,2006-01-01,17.544,434.0,6.1,4200000.0,42918532.0,145.0,"Action, Fantasy, Horror, Thriller",2006
The Neon Demon,The Neon Demon,en,2016-06-08,17.514,3325.0,6.5,7000000.0,3377430.0,118.0,"Drama, Horror, Thriller",2016
Marrowbone,Marrowbone,en,2017-10-27,17.468,1172.0,7.2,8000000.0,12294931.0,111.0,"Drama, Horror, Mystery, Thriller",2017
オーディション,Audition,ja,1999-10-06,17.447,1179.0,7.1,250000.0,359853.0,115.0,"Drama, Horror",1999
Dracula: Dead and Loving It,Dracula: Dead and Loving It,en,1995-12-22,17.427,780.0,6.0,30000000.0,10772144.0,88.0,"Comedy, Fantasy, Horror",1995
The Witches of Eastwick,The Witches of Eastwick,en,1987-06-12,17.352,1136.0,6.5,22000000.0,63766510.0,118.0,"Comedy, Fantasy, Horror",1987
Life After Beth,Life After Beth,en,2014-08-15,17.261,563.0,5.5,2400000.0,88273.0,90.0,"Comedy, Horror, Romance",2014
The Order,The Order,en,2003-09-05,17.233,264.0,5.5,35000000.0,11560806.0,102.0,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",2003
Area 51,Area 51,en,2015-05-15,17.166,487.0,4.7,5000000.0,7556.0,91.0,"Horror, Mystery, Science Fiction",2015
Buffy the Vampire Slayer,Buffy the Vampire Slayer,en,1992-07-24,17.115,653.0,5.6,7000000.0,16624456.0,86.0,"Action, Comedy, Horror",1992
Død snø,Dead Snow,no,2009-01-09,17.114,922.0,6.0,800000.0,2166797.0,91.0,"Comedy, Horror",2009
3 from Hell,3 from Hell,en,2019-09-16,17.106,331.0,5.9,3000000.0,2295825.0,115.0,"Crime, Drama, Horror",2019
Re-Animator,Re-Animator,en,1985-10-18,17.048,1058.0,7.0,900000.0,2023414.0,86.0,"Comedy, Horror, Science Fiction",1985
Fallen,Fallen,en,1998-01-16,17.041,1105.0,6.7,46000000.0,25232289.0,124.0,"Action, Crime, Drama, Horror, Thriller",1998
Stoker,Stoker,en,2013-02-28,17.041,1923.0,6.6,12000000.0,12077441.0,99.0,"Drama, Horror, Thriller",2013
The Stepfather,The Stepfather,en,2009-10-16,17.022,727.0,5.8,20000000.0,31198531.0,101.0,"Horror, Thriller",2009
Tucker and Dale vs. Evil,Tucker and Dale vs. Evil,en,2010-01-22,16.95,2253.0,7.3,5000000.0,5224938.0,89.0,"Comedy, Horror",2010
Vampires,Vampires,en,1998-10-30,16.921,989.0,6.3,20000000.0,20308772.0,108.0,"Action, Fantasy, Horror",1998
When the Bough Breaks,When the Bough Breaks,en,2016-09-09,16.823,338.0,5.8,10000000.0,30658387.0,97.0,"Drama, Horror, Mystery",2016
The Signal,The Signal,en,2008-02-22,16.776,240.0,5.9,50000.0,249905.0,103.0,"Horror, Science Fiction, Thriller",2008
El espinazo del diablo,The Devil's Backbone,es,2001-04-20,16.774,967.0,7.3,4500000.0,6582065.0,108.0,"Drama, Fantasy, Horror, Thriller",2001
The Gift,The Gift,en,2000-03-16,16.743,955.0,6.4,10000000.0,12008642.0,112.0,"Drama, Horror, Mystery, Thriller",2000
Morgan,Morgan,en,2016-09-01,16.637,1280.0,5.8,8000000.0,8810591.0,92.0,"Horror, Science Fiction, Thriller",2016
The Ward,The Ward,en,2010-09-13,16.629,1030.0,5.8,10000000.0,5343820.0,88.0,"Horror, Thriller",2010
The Midnight Meat Train,The Midnight Meat Train,en,2008-08-07,16.487,856.0,6.1,15000000.0,3533227.0,98.0,"Fantasy, Horror, Mystery",2008
Apollo 18,Apollo 18,en,2011-07-20,16.468,823.0,5.3,5000000.0,25562924.0,86.0,"Horror, Science Fiction, Thriller",2011
The Devil's Rejects,The Devil's Rejects,en,2005-07-22,16.424,1145.0,6.8,7000000.0,20901859.0,107.0,"Crime, Drama, Horror",2005
Mimic,Mimic,en,1997-08-22,16.409,848.0,6.0,30000000.0,25480490.0,105.0,"Fantasy, Horror, Science Fiction, Thriller",1997
Angel Heart,Angel Heart,en,1987-03-06,16.396,1193.0,7.1,17000000.0,17186348.0,113.0,"Horror, Mystery",1987
殺し屋1,Ichi the Killer,ja,2001-12-22,16.381,733.0,7.0,1400010.0,80631.0,129.0,"Action, Crime, Horror",2001
Eraserhead,Eraserhead,en,1977-03-19,16.376,1961.0,7.4,100000.0,7000000.0,89.0,"Fantasy, Horror",1977
The Roommate,The Roommate,en,2011-02-04,16.36,800.0,5.4,16000000.0,52545707.0,91.0,"Drama, Horror, Thriller",2011
Braindead,Braindead,en,1992-08-13,16.344,1303.0,7.4,3000000.0,242623.0,103.0,"Comedy, Horror",1992
The Awakening,The Awakening,en,2011-08-17,16.328,1207.0,6.4,4798235.0,209696.0,107.0,"Horror, Mystery, Thriller",2011
House on Haunted Hill,House on Haunted Hill,en,1999-10-29,16.294,699.0,5.6,37000000.0,40846082.0,93.0,"Horror, Mystery, Thriller",1999
"Silent Night, Deadly Night Part 2","Silent Night, Deadly Night Part 2",en,1987-04-10,16.282,111.0,4.6,250000.0,154323.0,88.0,"Comedy, Horror",1987
Prom Night,Prom Night,en,1980-07-18,16.274,315.0,5.7,1500000.0,14796236.0,92.0,"Horror, Mystery, Thriller",1980
Alone in the Dark,Alone in the Dark,en,2005-01-28,16.253,488.0,3.2,20000000.0,12693645.0,98.0,"Action, Fantasy, Horror",2005
Children of the Corn II: The Final Sacrifice,Children of the Corn II: The Final Sacrifice,en,1992-01-29,16.22,171.0,4.8,900000.0,6980986.0,92.0,Horror,1992
Horsemen,Horsemen,en,2009-02-06,16.183,451.0,5.9,20000000.0,1017401.0,90.0,"Crime, Drama, Horror, Mystery, Thriller",2009
The Mothman Prophecies,The Mothman Prophecies,en,2002-01-25,16.178,912.0,6.2,32000000.0,55305279.0,119.0,"Drama, Horror, Mystery",2002
It Comes at Night,It Comes at Night,en,2017-06-09,16.124,2003.0,5.8,5000000.0,19280931.0,91.0,"Drama, Horror, Mystery",2017
An American Haunting,An American Haunting,en,2005-05-05,16.117,399.0,5.6,14000000.0,29612137.0,83.0,"Horror, Mystery, Thriller",2005
Dog Soldiers,Dog Soldiers,en,2002-05-10,16.107,675.0,6.7,2000000.0,3537283.0,105.0,"Action, Horror, Thriller",2002
Twilight Zone: The Movie,Twilight Zone: The Movie,en,1983-06-24,16.087,569.0,6.5,10000000.0,29450919.0,101.0,"Action, Fantasy, Horror, Science Fiction, Thriller",1983
The Last Exorcism Part II,The Last Exorcism Part II,en,2013-02-28,16.057,450.0,4.7,5000000.0,15179302.0,88.0,"Horror, Thriller",2013
The Snowman,The Snowman,en,2017-10-12,16.053,1948.0,5.2,35000000.0,43203413.0,119.0,"Crime, Horror, Thriller",2017
Assassination Nation,Assassination Nation,en,2018-09-21,16.04,691.0,6.3,7000000.0,2900000.0,108.0,"Comedy, Horror, Thriller",2018
Invasion of the Body Snatchers,Invasion of the Body Snatchers,en,1978-12-19,16.022,800.0,7.2,3500000.0,24946533.0,116.0,"Horror, Mystery, Science Fiction",1978
Wolf,Wolf,en,1994-06-17,16.018,727.0,6.1,70000000.0,131002597.0,125.0,"Drama, Fantasy, Horror",1994
Psycho II,Psycho II,en,1983-06-03,16.001,492.0,6.4,5000000.0,34725000.0,113.0,"Horror, Mystery, Thriller",1983
Day of the Dead,Day of the Dead,en,1985-07-03,15.962,965.0,7.0,3500000.0,34000000.0,101.0,"Drama, Horror, Mystery, Thriller",1985
Afflicted,Afflicted,en,2014-04-04,15.868,458.0,6.5,318000.0,121179.0,85.0,"Horror, Thriller",2014
The Possession,The Possession,en,2012-08-30,15.816,1378.0,6.0,14000000.0,85446075.0,92.0,"Horror, Thriller",2012
What Lies Beneath,What Lies Beneath,en,2000-07-21,15.747,1503.0,6.4,100000000.0,291420351.0,130.0,"Drama, Horror, Mystery, Thriller",2000
The Cell,The Cell,en,2000-08-17,15.71,1278.0,6.3,33000000.0,104155843.0,107.0,"Horror, Science Fiction, Thriller",2000
Below,Below,en,2002-08-11,15.665,353.0,6.1,40000000.0,2622015.0,105.0,"Horror, Mystery, Thriller",2002
呪怨2,Ju-on: The Grudge 2,ja,2003-08-15,15.602,249.0,6.3,20000000.0,70700000.0,92.0,"Horror, Thriller",2003
In the Mouth of Madness,In the Mouth of Madness,en,1995-02-03,15.596,1272.0,7.2,8000000.0,8946600.0,95.0,"Horror, Mystery, Thriller",1995
Shocker,Shocker,en,1989-10-27,15.526,328.0,5.6,5000000.0,16554699.0,109.0,Horror,1989
Village of the Damned,Village of the Damned,en,1960-06-16,15.516,319.0,7.2,200000.0,2175000.0,77.0,"Horror, Science Fiction",1960
Rogue,Rogue,en,2007-11-08,15.408,526.0,6.4,20000000.0,4609644.0,99.0,"Action, Horror, Thriller",2007
ゴジラの逆襲,Godzilla Raids Again,ja,1955-04-24,15.389,183.0,6.0,800000.0,1952653.0,82.0,"Action, Adventure, Drama, Horror, Science Fiction, Thriller",1955
The Darkest Hour,The Darkest Hour,en,2011-12-22,15.358,1229.0,5.3,30000000.0,64626786.0,89.0,"Action, Horror, Science Fiction, Thriller",2011
Le Pacte des loups,Brotherhood of the Wolf,fr,2001-01-31,15.357,1224.0,6.7,29000000.0,70752904.0,137.0,"Action, Adventure, History, Horror",2001
The Hitcher,The Hitcher,en,1986-01-17,15.342,686.0,7.0,6000000.0,5844868.0,98.0,"Action, Horror, Thriller",1986
Il racconto dei racconti,Tale of Tales,it,2015-05-14,15.329,1463.0,6.4,12000000.0,5500277.0,134.0,"Fantasy, Horror, Romance",2015
Quella villa accanto al cimitero,The House by the Cemetery,it,1981-08-14,15.266,294.0,6.1,786801.0,1845819.0,87.0,Horror,1981
Arachnophobia,Arachnophobia,en,1990-07-20,15.25,1126.0,6.4,31000000.0,53208180.0,103.0,"Comedy, Horror",1990
The Rocky Horror Picture Show,The Rocky Horror Picture Show,en,1975-08-14,15.202,2326.0,7.5,1200000.0,112892319.0,100.0,"Comedy, Fantasy, Horror, Science Fiction",1975
Firestarter,Firestarter,en,1984-05-11,15.134,542.0,6.3,15000000.0,17080167.0,114.0,"Horror, Science Fiction, Thriller",1984
Låt den rätte komma in,Let the Right One In,sv,2008-10-24,15.108,2449.0,7.5,4000000.0,10785801.0,115.0,"Drama, Horror",2008
The Belko Experiment,The Belko Experiment,en,2016-03-17,15.069,1193.0,6.1,5000000.0,10166820.0,89.0,"Action, Horror, Thriller",2016
Boo! A Madea Halloween,Boo! A Madea Halloween,en,2016-10-21,14.994,374.0,5.7,20000000.0,74827344.0,103.0,"Comedy, Horror",2016
Creepshow 2,Creepshow 2,en,1987-05-01,14.978,431.0,6.2,3500000.0,14000000.0,92.0,"Comedy, Horror",1987
After.Life,After.Life,en,2009-11-07,14.972,892.0,6.2,4500000.0,3606395.0,104.0,"Drama, Horror, Mystery, Thriller",2009
The Fly,The Fly,en,1958-07-16,14.889,412.0,7.1,700000.0,3000000.0,94.0,"Drama, Horror, Science Fiction",1958
ゴジラ,Godzilla,ja,1954-11-03,14.815,694.0,7.6,900000.0,2250000.0,96.0,"Horror, Science Fiction, Thriller",1954
Warlock: The Armageddon,Warlock: The Armageddon,en,1993-05-01,14.802,115.0,5.3,3000000.0,3902679.0,98.0,"Fantasy, Horror, Science Fiction",1993
Dark Water,Dark Water,en,2005-07-08,14.764,835.0,5.6,30000000.0,68357079.0,105.0,"Horror, Mystery",2005
The 'Burbs,The 'Burbs,en,1989-02-17,14.73,974.0,6.7,18000000.0,49101993.0,102.0,"Comedy, Horror, Thriller",1989
Dracula,Dracula,en,1958-05-22,14.65,451.0,7.3,104880.0,3500000.0,82.0,Horror,1958
Virus,Virus,en,1999-01-14,14.519,486.0,5.3,75000000.0,30700000.0,99.0,"Action, Horror, Science Fiction",1999
What We Do in the Shadows,What We Do in the Shadows,en,2014-06-19,14.486,2948.0,7.6,1600000.0,6263224.0,86.0,"Comedy, Horror",2014
Scanners,Scanners,en,1981-01-14,14.422,915.0,6.7,4100000.0,14225876.0,103.0,"Horror, Science Fiction",1981
Hatchet,Hatchet,en,2006-04-27,14.42,521.0,5.8,1500000.0,208550.0,84.0,"Comedy, Horror",2006
Deep Rising,Deep Rising,en,1998-01-30,14.3,542.0,6.2,45000000.0,11203026.0,106.0,"Action, Adventure, Horror, Science Fiction",1998
Cry_Wolf,Cry_Wolf,en,2005-09-16,14.284,446.0,5.8,1000000.0,10047674.0,90.0,"Horror, Thriller",2005
The Blob,The Blob,en,1958-09-10,14.249,468.0,6.3,110000.0,4000000.0,86.0,"Horror, Science Fiction",1958
Urban Legend,Urban Legend,en,1998-09-25,14.192,1062.0,5.7,14000000.0,72527595.0,100.0,"Horror, Thriller",1998
The Divide,The Divide,en,2012-01-13,14.143,533.0,5.9,3000000.0,156362.0,112.0,"Horror, Science Fiction",2012
Aftershock,Aftershock,es,2012-09-12,14.116,267.0,5.1,2000000.0,58510.0,89.0,"Horror, Thriller",2012
Little Shop of Horrors,Little Shop of Horrors,en,1986-12-19,14.076,1165.0,6.9,25000000.0,38748395.0,94.0,"Comedy, Horror",1986
Quarantine,Quarantine,en,2008-10-10,14.059,1055.0,5.8,12000000.0,40855419.0,89.0,"Fantasy, Horror, Mystery, Science Fiction, Thriller",2008
The Lazarus Effect,The Lazarus Effect,en,2015-01-29,14.05,1226.0,5.3,3300000.0,64110728.0,83.0,"Horror, Mystery, Science Fiction, Thriller",2015
The Stepford Wives,The Stepford Wives,en,2004-06-10,14.006,1116.0,5.7,90000000.0,102000000.0,93.0,"Comedy, Horror, Science Fiction, Thriller",2004
"Godzilla, King of the Monsters!","Godzilla, King of the Monsters!",en,1956-04-27,13.969,181.0,6.6,25000.0,2000000.0,81.0,"Horror, Science Fiction",1956
Gabriel,Gabriel,en,2007-11-15,13.968,346.0,6.0,200000.0,1395610.0,109.0,"Action, Fantasy, Horror, Science Fiction",2007
Lifeforce,Lifeforce,en,1985-06-21,13.962,443.0,6.3,25000000.0,11603545.0,102.0,"Horror, Science Fiction, Thriller",1985
キュア,Cure,ja,1997-12-27,13.922,292.0,7.4,20000.0,99000.0,111.0,"Crime, Horror, Mystery, Thriller",1997
仄暗い水の底から,Dark Water,ja,2002-01-19,13.856,442.0,6.7,4000000.0,1686839.0,101.0,"Horror, Mystery",2002
Bug,Bug,en,2006-11-11,13.742,428.0,6.1,4000000.0,8095658.0,98.0,"Drama, Horror, Thriller",2006
Graveyard Shift,Graveyard Shift,en,1990-10-26,13.7,183.0,5.2,10500000.0,11582891.0,89.0,Horror,1990
White Noise,White Noise,en,2005-01-07,13.653,684.0,5.6,10000000.0,91196419.0,101.0,"Drama, Horror, Thriller",2005
Bait,Bait,en,2012-09-05,13.646,639.0,5.7,30000000.0,32500000.0,93.0,"Action, Horror, Thriller",2012
Mary Shelley's Frankenstein,Mary Shelley's Frankenstein,en,1994-11-04,13.633,1014.0,6.4,45000000.0,112006296.0,123.0,"Drama, Horror, Romance, Science Fiction",1994
Black Christmas,Black Christmas,en,2006-12-15,13.557,422.0,5.1,9000000.0,21510851.0,95.0,"Horror, Mystery, Thriller",2006
Intruders,Intruders,en,2011-09-12,13.531,417.0,5.4,13000000.0,3012210.0,100.0,"Fantasy, Horror, Thriller",2011
The Hills Have Eyes,The Hills Have Eyes,en,1977-07-22,13.5,693.0,6.2,230000.0,25000000.0,90.0,"Horror, Thriller",1977
Down,Down,en,2001-09-06,13.499,121.0,5.2,15000000.0,163169.0,111.0,"Action, Horror, Mystery, Thriller",2001
Ne te retourne pas,Don't Look Back,fr,2009-06-03,13.439,167.0,5.6,13000000.0,2651917.0,110.0,"Drama, Horror, Mystery, Thriller",2009
Feast,Feast,en,2005-10-14,13.423,422.0,6.2,3200000.0,658573.0,95.0,"Action, Comedy, Horror, Thriller",2005
Altered States,Altered States,en,1980-12-25,13.417,509.0,6.7,15000000.0,19853892.0,102.0,"Horror, Science Fiction, Thriller",1980
Damien: Omen II,Damien: Omen II,en,1978-06-09,13.287,531.0,6.4,6800000.0,26518355.0,107.0,Horror,1978
디 워,Dragon Wars,ko,2007-02-08,13.276,318.0,4.5,32000000.0,75108998.0,90.0,"Action, Drama, Fantasy, Horror, Science Fiction, Thriller",2007
Dressed to Kill,Dressed to Kill,en,1980-07-25,13.271,680.0,6.9,6500000.0,31899000.0,105.0,"Horror, Mystery, Thriller",1980
Whisper,Whisper,en,2007-11-27,13.267,222.0,6.6,12000000.0,5285197.0,94.0,"Crime, Drama, Horror, Thriller",2007
Supernova,Supernova,en,2000-01-14,13.251,298.0,5.0,90000000.0,14828081.0,91.0,"Fantasy, Horror, Science Fiction, Thriller",2000
Wishmaster,Wishmaster,en,1997-09-19,13.226,449.0,6.0,5000000.0,15738769.0,90.0,"Fantasy, Horror",1997
Unsane,Unsane,en,2018-02-21,13.178,1312.0,6.3,1500000.0,14293601.0,98.0,"Horror, Thriller",2018
The Vault,The Vault,en,2017-09-01,13.173,336.0,4.8,5000000.0,5728.0,91.0,"Horror, Thriller",2017
The Entity,The Entity,en,1982-09-30,13.169,360.0,6.6,9000000.0,13277558.0,125.0,"Horror, Mystery, Thriller",1982
Sorority Row,Sorority Row,en,2009-09-09,13.156,480.0,5.5,12500000.0,27206120.0,101.0,"Horror, Mystery",2009
The Good Son,The Good Son,en,1993-09-24,13.144,789.0,6.7,17000000.0,60613008.0,87.0,"Horror, Thriller",1993
Pumpkinhead,Pumpkinhead,en,1988-06-09,13.113,346.0,6.3,3500000.0,4385516.0,86.0,"Fantasy, Horror",1988
Office Uprising,Office Uprising,en,2018-06-19,13.08,176.0,5.3,2500000.0,165623.0,88.0,"Action, Comedy, Horror",2018
Red State,Red State,en,2011-08-19,13.075,784.0,6.1,4000000.0,1104682.0,88.0,"Action, Horror, Thriller",2011
Jacob's Ladder,Jacob's Ladder,en,1990-11-02,13.003,1262.0,7.4,25000000.0,25965144.0,113.0,"Drama, Horror, Mystery",1990
Tales from the Darkside: The Movie,Tales from the Darkside: The Movie,en,1990-05-03,12.967,285.0,6.1,3500000.0,16324573.0,93.0,"Comedy, Fantasy, Horror, Thriller",1990
BloodRayne,BloodRayne,en,2005-10-22,12.952,419.0,4.2,25000000.0,3650275.0,99.0,"Action, Adventure, Fantasy, Horror",2005
Valentine,Valentine,en,2001-02-02,12.855,435.0,5.4,10000000.0,16300000.0,96.0,"Horror, Thriller",2001
The Relic,The Relic,en,1997-01-10,12.742,415.0,6.0,60000000.0,33956608.0,110.0,"Horror, Mystery, Thriller",1997
The Apparition,The Apparition,en,2012-08-23,12.635,358.0,4.4,17000000.0,9627492.0,82.0,"Horror, Thriller",2012
Resident Evil: Extinction,Resident Evil: Extinction,en,2007-09-20,12.617,3492.0,6.3,45000000.0,148412065.0,94.0,"Action, Horror, Science Fiction",2007
6 Souls,6 Souls,en,2010-03-27,12.617,610.0,6.0,22000000.0,851517.0,112.0,"Horror, Mystery, Thriller",2010
Amusement,Amusement,en,2008-10-09,12.592,293.0,5.7,6000000.0,170255.0,85.0,"Horror, Mystery, Thriller",2008
Meet the Blacks,Meet the Blacks,en,2016-04-01,12.562,244.0,4.8,900000.0,9097072.0,90.0,"Comedy, Horror",2016
Nothing Left to Fear,Nothing Left to Fear,en,2013-09-26,12.551,150.0,5.2,3000000.0,1675381.0,100.0,Horror,2013
Idle Hands,Idle Hands,en,1999-04-30,12.503,525.0,6.1,25000000.0,4152230.0,92.0,"Comedy, Fantasy, Horror",1999
Ghosts of Mars,Ghosts of Mars,en,2001-08-24,12.495,890.0,5.1,28000000.0,14010832.0,98.0,"Action, Horror, Science Fiction",2001
From Dusk Till Dawn 3: The Hangman's Daughter,From Dusk Till Dawn 3: The Hangman's Daughter,en,1999-10-30,12.429,259.0,4.9,5000000.0,9617000.0,94.0,"Horror, Thriller, Western",1999
The Reaping,The Reaping,en,2007-04-05,12.386,673.0,5.7,40000000.0,62771059.0,99.0,Horror,2007
BloodRayne II: Deliverance,BloodRayne 2: Deliverance,en,2007-09-18,12.358,187.0,4.1,10000000.0,167445.0,99.0,"Action, Horror, Western",2007
Boogeyman 2,Boogeyman 2,en,2007-10-20,12.334,229.0,5.5,4500000.0,1798418.0,93.0,"Horror, Thriller",2007
Kill List,Kill List,en,2011-09-02,12.3,604.0,6.2,500000.0,450275.0,95.0,"Crime, Horror, Thriller",2011
回路,Pulse,ja,2001-02-03,12.296,343.0,6.6,25000000.0,318451.0,119.0,"Horror, Mystery, Thriller",2001
Black Christmas,Black Christmas,en,1974-10-11,12.268,560.0,7.0,620000.0,4053000.0,98.0,"Horror, Mystery, Thriller",1974
The People Under the Stairs,The People Under the Stairs,en,1991-11-01,12.226,519.0,6.6,6000000.0,31347154.0,102.0,"Horror, Mystery",1991
Wind Chill,Wind Chill,en,2007-04-27,12.219,353.0,5.8,6000000.0,285000.0,91.0,"Drama, Horror, Thriller",2007
Frenzy,Frenzy,en,1972-05-25,12.191,695.0,7.1,3500000.0,12600000.0,116.0,"Crime, Horror, Thriller",1972
Night of the Comet,Night of the Comet,en,1984-11-16,12.17,282.0,6.2,3000000.0,14418922.0,95.0,"Comedy, Horror, Science Fiction",1984
Once Bitten,Once Bitten,en,1985-11-15,12.156,228.0,5.7,3200000.0,10000000.0,94.0,"Comedy, Horror, Romance",1985
The Brood,The Brood,en,1979-05-25,12.154,544.0,6.7,1355000.0,5000000.0,92.0,"Horror, Science Fiction",1979
着信アリ,One Missed Call,ja,2003-11-03,12.137,328.0,6.1,1700000.0,16200000.0,112.0,"Horror, Thriller",2003
Lost Souls,Lost Souls,en,2000-10-13,12.13,139.0,5.1,50000000.0,31355910.0,97.0,"Horror, Thriller",2000
The Hidden,The Hidden,en,1987-10-30,12.103,301.0,7.0,5000000.0,9747988.0,96.0,"Horror, Science Fiction, Thriller",1987
Prince of Darkness,Prince of Darkness,en,1987-10-23,12.085,758.0,6.8,3000000.0,14182492.0,101.0,Horror,1987
The Prophecy,The Prophecy,en,1995-09-01,12.044,396.0,6.5,8000000.0,16115878.0,98.0,"Fantasy, Horror, Thriller",1995
Phoenix Forgotten,Phoenix Forgotten,en,2017-04-21,12.029,227.0,6.0,2800000.0,3600000.0,80.0,"Horror, Mystery, Science Fiction",2017
