registration_number,postal_code,transaction_value,transaction_date,built_area,latitude,longitude,neighborhood
12002000114.0,04651-040,280000,2022-09-09,96,-23.6575228,-46.6718921,Vila Sao Paulo
18800702782.0,05182-420,280000,2022-09-09,60,-23.4507663,-46.74716919999999,Cidade D'Abril
14908200172.0,03937-090,460000,2022-09-05,293,-23.5884087,-46.4980023,Jardim Imperador (Zona Leste)
11634000896.0,03474-060,500000,2022-09-09,100,-23.5725512,-46.5146074,Vila Antonieta
10100701360.0,05339-050,700000,2022-09-08,261,-23.5611126,-46.7476226,Rio Pequeno
17300500292.0,04455-230,400000,2022-08-19,113,-23.6781835,-46.6783915,Vila Campo Grande
10408300425.0,02961-130,350000,2022-09-02,90,-23.4938282,-46.69884460000001,Jardim Monjolo
7833800317.0,05134-300,650000,2022-09-08,164,-23.4853278,-46.7432183,Vila Guedes
11346700876.0,03669-030,270000,2022-09-09,71,-23.5318039,-46.4923505,Vila Ré
12122501341.0,04458-000,330000,2022-09-05,76,-23.6882386,-46.67164589999999,Jardim Ubirajara (Zona Sul)
11627300431.0,03361-020,320000,2022-09-05,128,-23.5598798,-46.5221756,Vila Formosa
15027200276.0,03962-000,186000,2022-09-14,30,-23.6024121,-46.4782196,Cidade São Mateus
30006000441.0,05684-040,1780000,2022-09-09,533,-23.6101724,-46.7096542,Real Parque
14104901090.0,08225-300,300000,2022-09-16,74,-23.534467,-46.466683,Cidade Antônio Estêvão de Carvalho
5803900710.0,03542-000,770000,2022-08-31,76,-23.5300331,-46.5155099,Vila Guilhermina
8255100393.0,05587-130,480000,2022-09-09,77,-23.5718963,-46.7319839,Jardim Rizzo
14405000645.0,08290-310,350000,2022-09-06,106,-23.5517811,-46.4491437,Vila Carmosina
18814800358.0,05187-270,65000,2022-09-09,60,-23.445247,-46.7504745,Jardim Ipanema (Zona Oeste)
11848300238.0,03242-010,450000,2022-09-08,106,-23.597987,-46.5447753,Cidade Continental
14926500336.0,03945-010,310000,2022-09-15,78,-23.5978737,-46.489945,Jardim Tiete
7206402372.0,02462-001,200000,2022-09-16,53,-23.4920509,-46.640516,Chora Menino
13419900278.0,08120-410,680000,2022-09-09,250,-23.4996399,-46.39561980000001,Itaim Paulista
11310701090.0,03534-140,180000,2022-09-16,78,-23.5464568,-46.5079894,Vila Talarico
10515200467.0,05174-000,786000,2022-09-16,149,-23.4783165,-46.7409857,Jardim Regina
7820300671.0,05127-000,700000,2022-09-05,112,-23.496603,-46.7404489,Parque Sao Domingos
4928203208.0,04288-000,100000,2022-09-19,142,-23.6127892,-46.6124753,Vila Brasilio Machado
22908100701.0,08130-040,100000,2022-09-17,85,-23.5110092,-46.3687626,Cidade Kemel
15508500341.0,03922-010,50000,2022-09-19,36,-23.5975657,-46.5139688,Jardim Grimaldi
19009500100.0,02859-070,525000,2022-09-14,303,-23.4428639,-46.7085759,Jardim Brasilia (Zona Norte)
5904102062.0,03622-050,200000,2022-09-19,82,-23.5196699,-46.5182175,Vila Granada
12322702489.0,05628-000,1160000,2022-09-13,331,-23.5984237,-46.73109609999999,Jardim Colombo
23702200231.0,08475-120,95959,2022-09-16,25,-23.5819865,-46.3913433,Conjunto Habitacional Castro Alves
4913900587.0,04164-010,970000,2022-09-12,119,-23.6257577,-46.60831950000001,Vila Moraes
14015700219.0,08050-350,410000,2022-09-06,97,-23.5120921,-46.4585944,Jardim das Camelias
6412403711.0,02130-040,550000,2022-09-13,125,-23.5084774,-46.5849184,Vila Maria Alta
8712800511.0,04716-000,850000,2022-09-15,124,-23.6354068,-46.6968712,Chácara Santo Antônio (Zona Sul)
6907201089.0,02301-020,357000,2022-09-06,60,-23.4881925,-46.6151586,Vila Pauliceia
5816502451.0,03544-100,285000,2022-09-13,63,-23.5283888,-46.5103969,Cidade Patriarca
11354700464.0,03562-030,250000,2022-09-14,112,-23.5453415,-46.4956518,Vila Nhocuné
15014000486.0,03961-010,245000,2022-09-12,73,-23.6013951,-46.4821278,Cidade São Mateus
14707503399.0,03573-170,330000,2022-09-13,72,-23.5605434,-46.5059529,Jardim Santa Maria
11421900393.0,08220-715,378000,2022-09-12,84,-23.5332293,-46.4613881,Jardim Itapemirim
10710800834.0,02841-010,710000,2022-09-13,248,-23.4816471,-46.6861291,Parque Sao Luis
5223400267.0,03193-020,695000,2022-09-14,351,-23.5737894,-46.5760757,Vila Libanesa
21402001485.0,02998-060,340000,2022-09-09,71,-23.4420789,-46.72670360000001,Jaraguá
9100500577.0,04345-000,149242,2022-09-20,70,-23.6412385,-46.64383369999999,Jabaquara
23002500400.0,08255-690,305000,2022-09-13,23,-23.5444548,-46.4322347,Conjunto Residencial José Bonifácio
12322200149.0,05657-210,4500000,2022-09-16,455,-23.6226786,-46.71764719999999,Jardim Vitoria Regia
5908501247.0,03654-030,483000,2022-09-06,118,-23.5255715,-46.5155099,Vila Granada
23001300335.0,08253-640,220000,2022-09-05,35,-23.555594,-46.4426756,Conjunto Residencial José Bonifácio
24506900195.0,08470-230,380000,2022-09-12,36,-23.5885767,-46.4070253,Cidade Tiradentes
20705000344.0,05282-100,150000,2022-09-15,112,-23.4389189,-46.7797174,Residencial Sol Nascente
5400200567.0,03310-010,1250000,2022-09-14,143,-23.5410161,-46.5684756,Vila Gomes Cardim
13810400466.0,08420-190,130000,2022-09-14,80,-23.5385794,-46.4289434,Jardim Helena
18202701121.0,05870-150,190000,2022-09-09,56,-23.6801426,-46.7733955,Jardim Fraternidade
11047801166.0,03735-000,420000,2022-09-09,159,-23.5091704,-46.5188192,Vila Araguaia
13110100605.0,03813-260,18300,2022-09-21,80,-23.4886518,-46.4672109,Jardim Matarazzo
9409305871.0,04918-060,300000,2022-09-15,80,-23.6884742,-46.7431647,Jardim Santa Gertrudes
12738700178.0,02873-270,260000,2022-09-21,23,-23.4550702,-46.6825718,Conjunto Promorar Estrada da Parada
16033400037.0,05396-260,1703403,2022-09-15,434,-23.5761121,-46.7730848,Parque dos Principes
9002300247.0,04645-040,3536000,2022-09-20,275,-23.6454237,-46.6783897,Chácara Monte Alegre
15500600302.0,03918-010,260000,2022-09-16,70,-23.5901963,-46.5220049,Vila Bancaria
5907201169.0,03650-030,400000,2022-09-19,105,-23.5268878,-46.5227306,Vila Esperança
15117200798.0,08340-470,400000,2022-09-19,300,-23.6132652,-46.4547773,Jardim Vila Carrao
12515700259.0,05175-020,850000,2022-09-19,200,-23.4789098,-46.7356649,Jardim Regina
14404500423.0,08290-005,280000,2022-08-31,78,-23.555235,-46.4523699,Vila Carmosina
11428900501.0,08240-010,415000,2022-09-19,124,-23.5237859,-46.4487682,Jardim Norma
18312000282.0,05782-470,400000,2022-08-08,63,-23.6503856,-46.7658361,Parque Munhoz
16829300044.0,05761-330,380000,2022-09-14,95,-23.6365016,-46.7643507,Jardim Maria Virginia
2009500717.0,01229-001,920000,2022-09-16,120,-23.539541,-46.6605009,Santa Cecilia
16702900537.0,05888-050,414000,2022-09-09,100,-23.671818,-46.7929041,Parque Fernanda
6820506201.0,02078-050,390000,2022-09-13,114,-23.4991326,-46.59510410000001,Vila Leonor
14730800353.0,03573-010,200000,2022-09-19,97,-23.5595919,-46.5106966,Jardim Arize
18910400101.0,02993-280,170000,2022-09-15,222,-23.4549422,-46.7300165,Parque Panamericano
18505000462.0,05565-190,80000,2022-09-20,53,-23.5963057,-46.7913159,Jardim Uirapuru
18505000454.0,05565-190,80000,2022-09-20,70,-23.5963057,-46.7913159,Jardim Uirapuru
12125902876.0,04459-000,375000,2022-09-15,64,-23.6929086,-46.673401,Pedreira
5328800915.0,03371-035,350000,2022-09-22,70,-23.5719381,-46.5456753,Chácara Belenzinho
11132100215.0,03804-170,350000,2022-09-20,207,-23.4953521,-46.4824284,Parque Boturussu
7030700260.0,02345-000,850000,2022-09-15,426,-23.4665217,-46.6088616,Barro Branco (Zona Norte)
7122501442.0,02434-040,550000,2022-09-16,145,-23.4824243,-46.6381394,Vila Guaca
12731200455.0,02636-200,1850000,2022-09-09,444,-23.45232,-46.6425627,Vila Santos
10123600153.0,05530-070,685000,2022-09-19,140,-23.5767302,-46.7174828,Instituto de Previdencia
18419300380.0,05894-440,140000,2022-09-16,60,-23.6537657,-46.7884487,Jardim Macedonia
12728200504.0,02636-030,481000,2022-09-19,173,-23.4539209,-46.6459195,Vila Santos
7534406307.0,02722-140,650000,2022-09-16,113,-23.4993438,-46.6766502,Vila Siqueira (Zona Norte)
6727500274.0,02270-050,570000,2022-09-09,122,-23.4734513,-46.5931506,Parque Vitoria
6218600025.0,03602-030,255000,2022-09-23,80,-23.5258634,-46.5551615,Penha de França
11046500219.0,03725-020,430000,2022-09-23,143,-23.497921,-46.5161868,Engenheiro Goulart
13809500452.0,08247-090,159000,2022-09-23,100,-23.5364446,-46.431346,Vila Santa Teresinha
11049000551.0,03737-020,330000,2022-09-21,60,-23.5091259,-46.5105462,Vila Buenos Aires
8743800599.0,04726-180,680000,2022-09-20,150,-23.6318272,-46.71245709999999,Vila Cruzeiro
7852801196.0,05143-280,620000,2022-09-20,130,-23.4966966,-46.7214097,Jardim Sao Ricardo
10722400119.0,02834-020,180000,2022-09-26,100,-23.473282,-46.6919826,Vila Nina
10921900707.0,02378-000,650000,2022-08-11,110,-23.4562528,-46.62942899999999,Horto Florestal
6017300598.0,03610-010,510000,2022-09-19,126,-23.519054,-46.5401338,Penha de França
20101201190.0,05570-230,340000,2022-09-21,120,-23.603159,-46.797819,Jardim Amaralina
12205700226.0,05836-200,240000,2022-09-20,80,-23.6490897,-46.7359875,Jardim Monte Azul
26800700272.0,04857-020,119000,2022-09-20,59,-23.7832454,-46.6826151,Jardim Varginha
13444600649.0,08111-230,255000,2022-09-19,90,-23.487936,-46.3803439,Itaim Paulista
9005201819.0,04648-074,1325000,2022-09-14,298,-23.6523274,-46.6758154,Vila Nova Caledonia
7616001191.0,02730-000,700000,2022-09-19,144,-23.4992503,-46.6916659,Vila Albertina
11238900371.0,08060-010,150000,2022-09-22,86,-23.4993337,-46.4553782,Vila Jacuí
18601300536.0,05550-030,430000,2022-09-20,83,-23.5802776,-46.778789,Jardim Gilda Maria
10207001153.0,03273-530,305000,2022-09-21,64,-23.5772678,-46.559241,Vila Santa Clara
16534200898.0,05814-170,115000,2022-09-22,80,-23.6600916,-46.73388689999999,Jardim Ibirapuera
24521600172.0,08470-750,11985,2022-09-19,180,-23.601284,-46.3964585,Cidade Tiradentes
13414501308.0,08110-180,264000,2022-09-13,65,-23.5013421,-46.40438779999999,Vila Silva Teles
7015702411.0,02334-130,1350000,2022-09-16,297,-23.4821113,-46.6212175,Água Fria
5537600511.0,03429-000,400000,2022-09-22,70,-23.5530394,-46.5380781,Vila Carrão
10904200948.0,02375-120,650000,2022-09-21,144,-23.4529881,-46.6250615,Vila Irmaos Arnoni
10912701535.0,02353-070,370000,2022-09-19,150,-23.4531375,-46.6052482,Parque Ramos Freitas
15420400021.0,03927-200,140000,2022-09-21,78,-23.6043092,-46.4975379,Conjunto Promorar Sapopemba
9500600056.0,04803-170,1200000,2022-09-08,263,-23.7155376,-46.7116784,Parque do Castelo
13826500430.0,08430-110,150000,2022-09-20,60,-23.5240335,-46.4267846,Jardim Santa Terezinha (Zona Leste)
11266800289.0,08030-410,170000,2022-09-23,37,-23.5023496,-46.4247392,Vila Curuçá
5904301863.0,03622-020,282000,2022-09-27,98,-23.5199674,-46.5182175,Vila Granada
18422400102.0,05791-010,400000,2022-09-20,60,-23.6511411,-46.78128539999999,Jardim Mitsutani
18724801436.0,05223-050,190000,2022-09-16,105,-23.4112584,-46.73838629999999,Jardim Adelfiore
23506700152.0,08472-070,215000,2022-09-20,24,-23.5735093,-46.4007105,Conjunto Habitacional Inacio Monteiro
14213400671.0,08220-000,160000,2022-08-31,32,-23.5372245,-46.46860090000001,Cidade Antônio Estêvão de Carvalho
6818900305.0,02202-100,60000,2022-09-20,197,-23.4939481,-46.5953721,Vila Ede
14810201022.0,03906-050,156000,2022-09-27,164,-23.5816275,-46.51287079999999,Jardim Caguassu
14504900482.0,08280-450,380000,2022-09-22,179,-23.5584695,-46.4707048,Cidade Líder
13446402984.0,08140-060,250000,2022-09-21,55,-23.5110403,-46.39637,Itaim Paulista
18111600266.0,05886-140,210400,2022-09-20,91,-23.6839475,-46.79529309999999,Jardim Dom José
5104700951.0,03201-070,430000,2022-09-20,61,-23.5990107,-46.5722039,Vila Bela
26600700351.0,04865-060,60000,2022-09-27,80,-23.7813899,-46.7122675,Jardim Ipora
11641800495.0,03460-000,745000,2022-09-19,265,-23.565949,-46.5154664,Jardim Vila Formosa
23001500369.0,08253-660,310000,2022-09-06,35,-23.5550196,-46.4394556,Conjunto Residencial José Bonifácio
14820600140.0,03383-090,384194,2022-09-22,113,-23.5836333,-46.5293273,Capão do Embira
16314900424.0,04809-100,360000,2022-09-15,83,-23.7196132,-46.6945313,Terceira Divisão de Interlagos
5820000226.0,03552-120,400000,2022-09-20,130,-23.5375323,-46.5054452,Cidade Patriarca
6730100184.0,02257-000,1650000,2022-09-21,327,-23.4719331,-46.5832509,Vila Constança
14709400023.0,03579-180,350000,2022-09-27,40,-23.5590504,-46.497162,Jardim Marília
14501201257.0,08280-050,460000,2022-09-20,111,-23.556465,-46.480324,Cidade Líder
12316601757.0,05654-050,7200000,2022-09-22,588,-23.6064702,-46.7146502,Morumbi
5009201178.0,04217-000,300000,2022-09-23,68,-23.5990435,-46.60061839999999,Ipiranga
19908700201.0,05103-010,250000,2022-09-29,90,-23.5143846,-46.752583,Vila dos Remedios
7848300102.0,05119-110,450000,2022-09-22,633,-23.4900345,-46.73723040000001,City América
6017800442.0,03611-080,310000,2022-09-23,146,-23.5202967,-46.5371751,Vila Lais
7041200736.0,02340-000,1450000,2022-09-14,209,-23.473835,-46.6139306,Tucuruvi
14711500528.0,03579-280,160000,2022-09-29,60,-23.5624653,-46.4941548,Jardim Marília
14728600164.0,03576-130,550000,2022-09-21,100,-23.5534984,-46.5081398,Jardim Santa Maria
6750600263.0,02316-160,690000,2022-09-23,200,-23.4630999,-46.5900992,Jardim Guapira
9021801175.0,04648-140,1440000,2022-09-15,366,-23.653574,-46.6725764,Jardim Prudência
10116101015.0,05594-000,650000,2022-09-23,149,-23.5819718,-46.7404448,Jardim Bonfiglioli
23002600261.0,08255-680,380000,2022-09-12,23,-23.5443925,-46.4326224,Conjunto Residencial José Bonifácio
18706700461.0,05203-420,169000,2022-09-23,139,-23.4090753,-46.7433722,Vila Fanton
7643200203.0,02755-060,275000,2022-09-22,84,-23.4887596,-46.6822628,Jardim Primavera (Zona Norte)
6012903057.0,03614-000,330000,2022-09-16,62,-23.5173267,-46.5314884,Vila Santana
7113201385.0,02434-000,380000,2022-09-23,66,-23.4839489,-46.6397053,Vila Guaca
17106600104.0,05750-220,580000,2022-09-23,112,-23.6147135,-46.7489071,Super Quadra Morumbi
11259000426.0,08040-180,300000,2022-09-23,48,-23.5041931,-46.4445623,Cidade São Miguel
14407200528.0,08270-330,230000,2022-09-23,145,-23.5606297,-46.45767619999999,Jardim Marabá
15020900043.0,03963-000,200000,2022-09-20,116,-23.609038,-46.4827291,Cidade São Mateus
14509001095.0,08275-010,320000,2022-09-23,73,-23.570466,-46.4710054,Jardim Nossa Senhora do Carmo
19411300234.0,08370-120,190000,2022-09-27,30,-23.5946097,-46.4532749,Jardim São Gonçalo
3610200901.0,04507-050,8425000,2022-09-27,459,-23.586605,-46.6689349,Vila Nova Conceição
8809100689.0,04736-001,2900000,2022-09-22,288,-23.6468646,-46.6987584,Santo Amaro
18723900252.0,05223-100,300000,2022-09-23,290,-23.4089734,-46.7387573,Jardim Adelfiore
11636200086.0,03475-015,1600000,2022-09-26,160,-23.5753328,-46.5149082,Vila Antonieta
13443700313.0,08111-230,450000,2022-09-22,135,-23.487936,-46.3803439,Itaim Paulista
6501001511.0,02136-060,780000,2022-09-23,99,-23.4978332,-46.57895449999999,Vila Maria Alta
11334500796.0,03681-020,270000,2022-09-22,92,-23.5226283,-46.4856993,Burgo Paulista
10720400324.0,02835-020,15000,2022-09-24,40,-23.4717473,-46.6948332,Vila Serralheiro
15301400028.0,03977-240,450000,2022-09-20,100,-23.6148765,-46.4954328,Conjunto Habitacional Marechal Mascarenhas de Morais
15020900469.0,03963-100,80000,2022-10-03,300,-23.6109976,-46.4815265,Cidade São Mateus
17814400359.0,04831-050,200000,2022-10-03,120,-23.7337374,-46.7128799,Jardim Santa Rita
20306500114.0,05271-190,500000,2022-09-26,150,-23.4271617,-46.7954583,Jardim Santa Fe (Zona Oeste)
16810800254.0,05794-340,217042,2022-09-28,113,-23.6384397,-46.7709764,Jardim Paris
6029908561.0,03613-000,425000,2022-09-23,74,-23.5182561,-46.53386460000001,Vila Santana
14824900149.0,03909-080,320000,2022-09-27,60,-23.5853163,-46.5128096,Jardim Machado
14517100277.0,08275-435,38000,2022-09-26,80,-23.5743632,-46.4849972,Jardim Nossa Senhora do Carmo
8118100537.0,05461-010,4000000,2022-09-27,334,-23.546049,-46.7182071,Alto de Pinheiros
4123200117.0,04518-050,1500000,2022-09-22,150,-23.6092946,-46.6743819,Jardim Novo Mundo
17126705890.0,05634-001,1159000,2022-09-20,100,-23.6073483,-46.73621410000001,Jardim Monte Kemel
10147700123.0,05609-040,2120000,2022-09-21,547,-23.5813861,-46.7104204,Jardim Guedala
13712700058.0,08411-440,12000,2022-09-27,50,-23.5587433,-46.4174811,Jardim Marpu
8811100259.0,04738-010,4120000,2022-09-26,458,-23.6452356,-46.6944312,Santo Amaro
17415300105.0,04840-410,450000,2022-09-22,140,-23.7559889,-46.68192750000001,Conjunto Habitacional Brigadeiro Faria Lima
17902001006.0,04941-120,226169,2021-12-03,132,-23.7018918,-46.77762930000001,Parque Bologne
5115502011.0,03211-155,450000,2022-09-22,116,-23.5962312,-46.5561521,Vila Alpina
14413605208.0,08290-530,265000,2022-09-20,58,-23.5535695,-46.4574816,Itaquera
4310300723.0,04277-030,500000,2022-09-27,53,-23.6035584,-46.6124753,Vila Dom Pedro I
7002103628.0,02372-100,1288000,2022-09-20,242,-23.4614271,-46.6251369,Tremembé
11335200540.0,03682-020,350000,2022-09-28,107,-23.5192738,-46.4844062,Burgo Paulista
15522400381.0,03258-070,183116,2022-10-04,82,-23.6098598,-46.5269431,Vila Miami
5915101747.0,03665-000,330000,2022-09-23,106,-23.52788,-46.4966666,Vila Ré
16026301096.0,05374-200,420000,2022-09-21,91,-23.5769949,-46.7608541,Jardim Ester Yolanda
12125902884.0,04459-000,450000,2022-09-26,61,-23.6929086,-46.673401,Pedreira
16827600199.0,05761-190,725000,2022-09-21,207,-23.6342785,-46.7658361,Jardim Maria Virginia
9112500623.0,04338-000,325000,2022-09-19,60,-23.6691699,-46.6461543,Americanópolis
11849200377.0,03266-110,290000,2022-09-30,130,-23.5983178,-46.5356703,Parque Residencial Oratorio
5619401601.0,03420-000,2500000,2022-09-28,325,-23.5480926,-46.544399,Vila Carrão
11314700331.0,03565-030,605000,2022-09-28,136,-23.5373579,-46.4950529,Vila Santa Teresa (Zona Leste)
11140200665.0,03807-010,500000,2022-09-05,133,-23.4977414,-46.47619299999999,Vila Paranagua
20101201182.0,05570-230,350000,2022-09-30,117,-23.603159,-46.797819,Jardim Amaralina
8115600644.0,05445-020,1666666,2022-09-29,65,-23.551261,-46.69768029999999,Vila Madalena
8115600385.0,05445-020,1820000,2022-09-29,180,-23.551261,-46.69768029999999,Vila Madalena
16604700665.0,05854-060,600000,2022-09-27,130,-23.6603686,-46.7634711,Parque Maria Helena
8813200137.0,04739-010,1450000,2022-10-03,226,-23.6458121,-46.6978114,Santo Amaro
9506800332.0,04802-120,780000,2022-09-23,261,-23.709484,-46.7045002,Jardim São Nicolau
11027801047.0,03626-060,500000,2022-09-27,126,-23.5131776,-46.50979419999999,Vila Domitila
8825902069.0,04739-060,2900000,2022-09-27,562,-23.6454741,-46.6930217,Santo Amaro
21402101196.0,02998-050,350000,2022-09-21,116,-23.4439028,-46.7254495,Loteamento City Jaragua
11652501672.0,03463-080,760000,2022-09-29,130,-23.5724297,-46.5298771,Jardim Piqueroby
6831000071.0,02212-010,508000,2022-09-30,142,-23.4978962,-46.5910784,Vila Medeiros
10904901520.0,02374-000,450000,2022-09-28,87,-23.4540575,-46.6236294,Vila Irmaos Arnoni
16000900286.0,05352-070,1250000,2022-09-28,182,-23.5579339,-46.7599822,Cidade São Francisco
6015300450.0,03611-060,510000,2022-09-29,143,-23.5182542,-46.5382366,Vila Lais
13445500079.0,08111-570,567498,2022-09-30,194,-23.4878692,-46.378196,Jardim das Oliveiras
9602800151.0,05469-030,5500000,2022-10-04,600,-23.5406146,-46.7212758,Boaçava
16907200111.0,05756-420,250000,2022-09-29,87,-23.6238243,-46.75283659999999,Jardim Umarizal
2706501049.0,03162-020,325000,2022-10-04,51,-23.5512064,-46.604036,Mooca
16521700803.0,05834-030,438000,2022-09-29,185,-23.6704806,-46.7547258,Parque Santo Antônio
20204900067.0,05267-230,170000,2022-09-26,105,-23.4425506,-46.7936938,Conjunto Residencial Paraíso
14825300447.0,03383-075,230000,2022-09-27,72,-23.5822737,-46.529476,Capão do Embira
10145800163.0,05612-060,5000000,2022-09-30,329,-23.591369,-46.706806,Jardim Guedala
15423400189.0,03927-380,120000,2022-09-30,23,-23.6063176,-46.4962598,Conjunto Promorar Sapopemba
4815401780.0,04160-130,435000,2022-10-01,84,-23.6242654,-46.6103653,Vila das Merces
17215400017.0,04412-070,500000,2022-10-06,174,-23.6733963,-46.645706,Americanópolis
11813900190.0,03268-070,410000,2022-09-30,104,-23.598258,-46.5269431,Vila Tolstoi
7675200810.0,02563-100,200000,2022-10-06,141,-23.4907674,-46.6692301,Vila Santa Maria
10142700117.0,05614-120,4100000,2022-08-30,511,-23.5963906,-46.7105358,Jardim Leonor
12019800437.0,04403-010,380000,2022-09-30,149,-23.6670372,-46.6601524,Vila Erna
16810300057.0,05794-390,400000,2022-09-30,60,-23.6396812,-46.767877,Jardim Paris
14705901699.0,03572-140,100000,2022-09-30,83,-23.5756736,-46.500024,Jardim Santa Teresinha
16033300202.0,05396-400,1285000,2022-09-30,232,-23.5753956,-46.7676082,Parque dos Principes
14818200335.0,03904-130,140000,2022-09-30,29,-23.5789179,-46.5191568,Jardim Tango
10904200484.0,02375-110,188945,2022-09-30,221,-23.4538922,-46.6257399,Vila Irmaos Arnoni
15409100416.0,03984-000,450000,2022-09-30,124,-23.6067616,-46.5094934,Jardim Planalto
15421900087.0,03927-040,185000,2022-09-30,79,-23.6020118,-46.4992671,Conjunto Promorar Sapopemba
18803101836.0,05181-300,312000,2022-09-29,60,-23.4567168,-46.7423042,Jaraguá
6508101188.0,02126-020,500000,2022-09-30,153,-23.5060486,-46.592357,Vila Maria Alta
12719200068.0,02676-040,450000,2022-10-01,144,-23.4550919,-46.6709212,Jardim Peri
13941900233.0,08041-330,350000,2022-09-22,139,-23.5182933,-46.4412729,Vila Progresso (Zona Leste)
21402600370.0,02998-070,330000,2022-09-22,139,-23.4405173,-46.7227687,Loteamento City Jaragua
7838600626.0,05135-200,410000,2022-09-26,132,-23.4920898,-46.7483231,Jardim Mangalot
11146000374.0,03806-100,250000,2022-09-22,59,-23.4951827,-46.4790394,Vila Paranagua
8809100301.0,04736-001,2560000,2022-10-03,493,-23.6468646,-46.6987584,Santo Amaro
31005700807.0,04317-230,600000,2022-09-30,202,-23.6426121,-46.6342689,Vila Guarani (Z Sul)
21402100254.0,02998-050,415000,2022-09-30,71,-23.4439028,-46.7254495,Loteamento City Jaragua
9110700927.0,04337-140,480000,2022-09-22,176,-23.6628947,-46.6444369,Americanópolis
7036700149.0,02346-000,587000,2022-09-28,229,-23.4679742,-46.6064154,Jardim Leonor Mendes de Barros
12004600100.0,04652-055,730000,2022-09-22,140,-23.6615097,-46.6670637,Jardim Cidalia
9518500010.0,04787-080,1291794,2022-10-03,420,-23.6979835,-46.7133678,Jardim Santa Helena
14209800480.0,08220-240,54000,2022-10-04,105,-23.5379406,-46.4715297,Cidade Antônio Estêvão de Carvalho
14209800480.0,08220-240,300000,2022-10-04,105,-23.5379406,-46.4715297,Cidade Antônio Estêvão de Carvalho
5304100646.0,03349-020,700000,2022-10-04,130,-23.5668908,-46.56427,Vila Invernada
12111401373.0,04458-000,630000,2022-09-27,150,-23.6882386,-46.67164589999999,Jardim Ubirajara (Zona Sul)
8825902050.0,04739-060,3130000,2022-09-26,568,-23.6454741,-46.6930217,Santo Amaro
5916900686.0,03655-030,720000,2022-09-28,84,-23.5250624,-46.5137255,Vila Granada
18312002341.0,05782-470,370000,2022-09-29,61,-23.6503856,-46.7658361,Parque Munhoz
18420801304.0,05790-310,290000,2022-10-10,61,-23.6460952,-46.7892862,Jardim Leme
9002900155.0,04645-040,4950000,2022-10-07,590,-23.6454237,-46.6783897,Chácara Monte Alegre
10917203886.0,02378-150,400000,2022-10-03,169,-23.4515319,-46.62926820000001,Horto Florestal
14026001813.0,08240-217,270000,2022-09-30,57,-23.5244202,-46.4496324,Jardim Norma
13907400746.0,08032-560,210000,2022-10-03,51,-23.5212606,-46.4299895,Vila Nova Curuca
5702401281.0,03503-000,665000,2022-09-28,141,-23.5371929,-46.541898,Vila Aricanduva
17126600096.0,05750-320,220000,2022-10-03,100,-23.6177255,-46.7446758,Vila Praia
14705600036.0,03572-000,710000,2022-10-07,88,-23.5728258,-46.4977758,Jardim Santa Teresinha
5707400508.0,03508-000,372000,2022-10-06,94,-23.5361475,-46.5305542,Chácara Seis de Outubro
5716200532.0,03519-060,340000,2022-10-10,80,-23.5470271,-46.5233323,Vila Euthalia
11122800621.0,08051-580,300000,2022-09-30,64,-23.5136184,-46.4673987,Limoeiro
6608201125.0,02278-000,375000,2022-09-30,90,-23.4653887,-46.580236,Vila Nilo
5904401027.0,03623-000,289258,2022-10-05,103,-23.5189549,-46.5170141,Vila Granada
4914800209.0,04250-100,500000,2022-09-21,131,-23.6221351,-46.5987374,Vila Marte
5905102600.0,03646-000,595000,2022-09-21,128,-23.5266825,-46.5293843,Vila Esperança
10911600220.0,02355-070,1390000,2022-09-30,354,-23.4561498,-46.611571,Jardim Virginia Bianca
7006702720.0,02311-110,850000,2022-10-05,151,-23.4683917,-46.60132369999999,Vila Mazzei
9515000017.0,04792-060,1397844,2022-10-10,450,-23.7015216,-46.7050997,Interlagos
15510600135.0,03920-010,270000,2022-10-03,60,-23.5961318,-46.5191201,Vila Fatima
10704100737.0,02847-085,45000,2022-10-06,120,-23.4646178,-46.69278240000001,Brasilândia
17019601382.0,05713-570,900000,2022-10-04,165,-23.6247699,-46.7293491,Jardim Ampliacao
16829400154.0,05761-220,370000,2022-09-26,148,-23.6349049,-46.7676503,Jardim Maria Virginia
11420500286.0,08220-410,240000,2022-10-04,67,-23.5366919,-46.4610876,Vila Campanela
7619200398.0,02755-170,620000,2022-10-06,206,-23.4898016,-46.6796277,Jardim Primavera (Zona Norte)
8826503672.0,04642-040,2650000,2022-10-05,175,-23.6376477,-46.6882597,Jardim dos Estados
11310200431.0,03556-060,650000,2022-10-03,100,-23.5392917,-46.5006239,Cidade Patriarca
8734500669.0,04725-060,980000,2022-10-07,100,-23.6446004,-46.7057857,Jardim Hípico
12703000021.0,02866-210,200000,2022-10-05,60,-23.4670766,-46.6791384,Vila Penteado
16210900381.0,04812-170,300000,2022-10-05,64,-23.7114202,-46.6882414,Jardim Primavera (Zona Sul)
16219100181.0,04813-240,210000,2022-10-05,125,-23.7210687,-46.6871347,Jardim Edith
11139200681.0,03807-310,96243,2022-10-11,78,-23.5033483,-46.4737131,Vila Paranagua
18312001912.0,05782-470,368000,2022-10-07,62,-23.6503856,-46.7658361,Parque Munhoz
17330304221.0,04438-200,428000,2022-10-05,155,-23.6761265,-46.6694864,Vila Castelo
