registration_number,postal_code,transaction_value,transaction_date,built_area,latitude,longitude,neighborhood
9035201752.0,04674-225,760000,2022-06-13,181,-23.6635587,-46.6846512,Jardim Taquaral
20103700305.0,05572-170,380000,2022-06-17,104,-23.5950385,-46.796966,Parque Ipe
5801601058.0,03654-000,725000,2022-06-10,171,-23.5252408,-46.51772099999999,Vila Granada
5134600597.0,03211-120,1000000,2022-06-17,272,-23.6006265,-46.55601129999999,Sítio da Figueira
18312002528.0,05782-470,390000,2022-06-15,62,-23.6503856,-46.7658361,Parque Munhoz
10109100858.0,05365-040,580000,2022-06-20,130,-23.5758599,-46.7467158,Vila Polopoli
6834700511.0,02220-000,375282,2022-06-17,162,-23.4923468,-46.581895,Vila Medeiros
11437000567.0,08225-060,320000,2022-06-14,117,-23.5310859,-46.4572329,Vila Regina ( Zona Leste)
30503500302.0,02616-130,350000,2022-06-14,131,-23.4649924,-46.6571916,Vila Continental
15912000302.0,05546-100,345000,2022-06-13,220,-23.587983,-46.7716867,Jardim Batalha
5903200281.0,03621-020,460000,2022-06-17,106,-23.5214448,-46.5233323,Vila Marieta
13446403433.0,08140-060,230000,2022-06-25,55,-23.5110403,-46.39637,Itaim Paulista
6805600741.0,02082-050,200000,2022-06-20,140,-23.49504,-46.60449269999999,Vila Isolina Mazzei
7620200606.0,02727-020,420000,2022-06-14,64,-23.494368,-46.6858869,Vila Palmeiras
23012500020.0,08253-080,390000,2022-06-20,35,-23.5443921,-46.4379537,Conjunto Residencial José Bonifácio
11314200584.0,03555-060,400000,2022-06-17,131,-23.5398671,-46.4965078,Cidade Patriarca
11121200523.0,08051-370,260000,2022-06-20,63,-23.5122525,-46.46860090000001,Limoeiro
15222300748.0,08320-600,360000,2022-06-24,150,-23.6243796,-46.476416,Parque Sao Rafael
17123800094.0,05749-280,31000,2022-06-20,150,-23.6222286,-46.7464892,Jardim das Palmas
7714401427.0,02931-020,425000,2022-06-20,101,-23.4963212,-46.7099318,Vila Pereira Cerca
8822000595.0,04640-230,3000000,2022-06-21,507,-23.6388961,-46.6806493,Jardim Cordeiro
16710700118.0,05882-060,310000,2022-06-22,144,-23.6785056,-46.7824683,Jardim Capao Redondo
17421300014.0,04840-070,330000,2022-06-14,148,-23.7542282,-46.6860781,Conjunto Habitacional Brigadeiro Faria Lima
17818600484.0,04860-250,350000,2022-06-17,120,-23.7666257,-46.7135886,Jardim Guanabara
15425800095.0,03924-260,380000,2022-06-03,267,-23.6004314,-46.508227,Jardim Dona Sinha
11830601988.0,03225-050,275000,2022-06-20,68,-23.5831777,-46.5553926,Jardim Independência (São Paulo)
12109300522.0,04457-100,880000,2022-06-21,88,-23.6898338,-46.6761474,Jardim Palmares (Zona Sul)
5823900112.0,03554-080,836643,2022-06-21,282,-23.5381805,-46.507696,Jardim Triana
7002600631.0,02370-010,1300000,2022-05-27,274,-23.4617573,-46.620916,Vila Albertina
20302000095.0,05271-190,70000,2022-06-22,95,-23.4271617,-46.7954583,Jardim Santa Fe (Zona Oeste)
12313900087.0,05652-030,3500000,2022-06-21,428,-23.5981348,-46.7138581,Jardim Leonor
6835201223.0,02211-050,210000,2022-06-21,59,-23.4969516,-46.5918625,Vila Ede
6835201231.0,02211-050,210000,2022-06-21,59,-23.4969516,-46.5918625,Vila Ede
16121100159.0,04470-140,342500,2022-06-28,60,-23.7115266,-46.65408980000001,Jardim Apura
5307601611.0,03349-050,300000,2022-06-22,119,-23.5687247,-46.5647812,Vila Invernada
6724200687.0,02313-050,310500,2022-06-24,122,-23.4640459,-46.5995554,Vila Nova Mazzei
7833100307.0,05136-090,590000,2022-06-21,166,-23.5055507,-46.7480004,Jardim Santo Elias
16606300257.0,05855-250,237650,2022-06-22,90,-23.6642934,-46.7628938,Parque Maria Helena
12123302618.0,04459-020,460000,2022-06-14,105,-23.6951332,-46.6748081,Pedreira
1900700530.0,01134-020,410000,2022-06-22,80,-23.5188266,-46.6507714,Bom Retiro
4928203232.0,04288-000,540000,2022-06-22,140,-23.6127892,-46.6124753,Vila Brasilio Machado
11126300161.0,03801-120,500000,2022-06-23,339,-23.5029121,-46.48964429999999,Parque Boturussu
5104200507.0,03145-050,540000,2022-06-22,106,-23.5936998,-46.57119669999999,Vila Lucia
16818700321.0,05778-210,300000,2022-06-22,34,-23.6414601,-46.7522893,Parque Arariba
7126000456.0,02471-060,590000,2022-06-22,110,-23.4799622,-46.6514501,Vila Basileia
14712100264.0,03579-120,50000,2022-06-22,94,-23.5642705,-46.4961275,Jardim Marília
11124500145.0,03801-010,590000,2022-06-20,236,-23.5045109,-46.49139659999999,Parque Boturussu
15506500172.0,03924-100,300000,2022-06-28,258,-23.5992572,-46.50975769999999,Jardim Dona Sinha
7022801304.0,02312-120,450000,2022-06-17,106,-23.4657267,-46.6022277,Vila Nova Mazzei
16832101014.0,05763-450,430000,2022-06-22,125,-23.6414963,-46.7564541,Jardim Santa Efigênia
16034200333.0,05396-450,1150000,2022-06-15,202,-23.5718365,-46.7712736,Parque dos Principes
16832101006.0,05763-450,430000,2022-06-22,125,-23.6414963,-46.7564541,Jardim Santa Efigênia
5115800691.0,03209-000,315000,2022-06-23,100,-23.6034904,-46.5620043,Vila California
8826505128.0,04641-070,3480000,2022-06-28,540,-23.637554,-46.6856702,Jardim dos Estados
8605000074.0,04602-006,1212126,2022-06-23,356,-23.6157649,-46.6752118,Brooklin
8947500836.0,04355-100,580000,2022-06-23,130,-23.6343369,-46.65768749999999,Parque Jabaquara
8605000244.0,04602-006,942067,2022-06-23,305,-23.6157649,-46.6752118,Brooklin
8605000252.0,04602-006,1654632,2022-06-23,485,-23.6157649,-46.6752118,Brooklin
13013200757.0,03729-250,315000,2022-06-17,62,-23.501393,-46.5072887,Jardim Danfer
11104600421.0,03676-050,110000,2022-06-23,57,-23.5184289,-46.4934366,Jardim Três Marias
15526800066.0,03985-120,250000,2022-06-29,58,-23.606945,-46.519421,Jardim Angela (Zona Leste)
18106900567.0,05887-410,242600,2022-06-30,79,-23.6785336,-46.7974973,Jardim Dom José
16323900415.0,04811-150,400000,2022-06-17,108,-23.709254,-46.6930217,Jardim Regis
14018100549.0,08050-090,250000,2022-06-20,120,-23.5118178,-46.4553782,Jardim Santana
8711700106.0,04714-020,2500000,2022-06-24,200,-23.6349114,-46.6969467,Chácara Santo Antônio (Zona Sul)
12123202303.0,04455-000,410000,2022-06-30,111,-23.6801521,-46.6821539,Vila Campo Grande
5364800857.0,03370-000,305000,2022-06-24,166,-23.5685007,-46.5597999,Chácara Mafalda
17520700088.0,04846-010,480000,2022-05-19,131,-23.7531621,-46.6821539,Parque Cocaia
15531900502.0,03986-270,300000,2022-06-27,219,-23.6115449,-46.521527,Jardim Alzira
3217401123.0,03125-010,575000,2022-06-13,129,-23.574503,-46.5897172,Parque da Mooca
12122501341.0,04458-000,28500,2022-06-27,76,-23.6882386,-46.67164589999999,Jardim Ubirajara (Zona Sul)
5800603502.0,03648-020,230000,2022-06-23,67,-23.5271282,-46.52513769999999,Vila Esperança
14921800196.0,03943-010,212500,2022-06-24,71,-23.5982453,-46.4930698,Jardim Tiete
9034900851.0,04675-090,460000,2022-06-24,83,-23.662684,-46.6901451,Jardim Taquaral
5909800949.0,03657-030,307000,2022-06-24,80,-23.5265139,-46.507087,Vila Ré
18803100384.0,05181-300,54041,2022-06-27,60,-23.4567168,-46.7423042,Jaraguá
18800703037.0,05182-480,95000,2022-06-24,40,-23.4491788,-46.7457426,Cidade D'Abril
9514800176.0,04786-035,1160000,2022-06-15,343,-23.7025206,-46.7054017,Interlagos
18800703029.0,05182-480,95000,2022-06-24,40,-23.4491788,-46.7457426,Cidade D'Abril
30408100114.0,02056-020,200000,2022-06-24,105,-23.5107704,-46.60491409999999,Vila Guilherme
17426900011.0,04851-205,207000,2022-06-29,130,-23.7516996,-46.6686352,Jardim Eliana
17107300198.0,05639-000,1050000,2022-06-10,307,-23.6072585,-46.7428625,Lar São Paulo
9710800231.0,05307-120,400000,2022-06-30,120,-23.5230876,-46.7459002,Jardim Humaita
6820200978.0,02078-000,550000,2022-06-21,199,-23.5051309,-46.5965021,Vila Leonor
17522600048.0,04841-090,230000,2022-06-24,61,-23.7370099,-46.6897007,Parque America
14613100762.0,03586-000,273000,2022-06-24,68,-23.5566126,-46.48844159999999,Cidade Líder
5906001107.0,03647-020,565000,2022-06-27,131,-23.5248843,-46.5272441,Vila Esperança
5521401105.0,03362-000,272386,2022-06-28,132,-23.5656011,-46.5421175,Vila Formosa
11151101302.0,03814-020,320000,2022-06-29,219,-23.4890524,-46.4859562,Jardim Matarazzo
11726600245.0,03275-020,329925,2022-06-30,450,-23.581874,-46.5440981,Vila Ivone
11006502334.0,03726-190,600000,2022-06-14,177,-23.5034573,-46.5210005,Engenheiro Goulart
11118102885.0,08062-090,276000,2022-07-04,82,-23.5066838,-46.4738426,Vila Monte Santo
16204200711.0,04812-200,327000,2022-06-27,70,-23.7106927,-46.6875081,Jardim Primavera (Zona Sul)
5803900710.0,03542-000,413000,2022-06-21,76,-23.5300331,-46.5155099,Vila Guilhermina
18814000297.0,05187-030,133650,2022-06-30,40,-23.4434016,-46.749568,Jardim Ipanema (Zona Oeste)
11828400237.0,03264-040,394000,2022-06-28,160,-23.5907617,-46.5456031,Vila Paulo Silas
6608401337.0,02279-010,330000,2022-06-24,78,-23.4604264,-46.5757865,Vila Nilo
13444600592.0,08111-230,240000,2022-06-24,88,-23.487936,-46.3803439,Itaim Paulista
11916500713.0,04257-190,230000,2022-06-25,51,-23.6316731,-46.5862579,Parque Fongaro
13806501253.0,08248-000,200000,2022-06-22,74,-23.5292412,-46.4328477,Parada XV de Novembro
11336201575.0,03667-000,370000,2022-06-28,55,-23.5301429,-46.4940988,Vila Ré
8118800083.0,05460-010,3150000,2022-06-20,520,-23.5550028,-46.70918899999999,Alto de Pinheiros
23204300501.0,08270-210,130000,2022-06-29,85,-23.5609245,-46.4640928,Vila Carmosina
10814300374.0,02651-120,300000,2022-06-27,94,-23.4613419,-46.65770999999999,Jardim Peri
14202000373.0,03685-010,265000,2022-06-24,101,-23.5244984,-46.47731779999999,Jardim Sao Nicolau
13450800069.0,08121-000,73476,2022-06-30,50,-23.4965436,-46.3877075,Jardim Sao Luis (Zona Leste)
16825601392.0,05780-290,550000,2022-06-28,72,-23.6472387,-46.7500406,Vila Prel
12512405582.0,05174-000,223500,2022-06-30,104,-23.4783165,-46.7409857,Jardim Regina
6816100611.0,02083-070,285000,2022-06-28,86,-23.4961995,-46.5965021,Vila Isolina Mazzei
23001804767.0,08253-680,90000,2022-06-28,35,-23.5552833,-46.4376533,Conjunto Residencial José Bonifácio
9510600067.0,04789-100,400000,2022-06-29,50,-23.7080553,-46.7093277,Interlagos
8811400643.0,04737-000,3670000,2022-06-27,331,-23.6488464,-46.6984564,Santo Amaro
11635300931.0,03474-020,110000,2022-06-29,92,-23.5738456,-46.5149082,Vila Antonieta
12514300583.0,02939-050,750000,2022-06-28,233,-23.4808204,-46.729104,Jardim Cidade Pirituba
15012400606.0,03958-000,200000,2022-06-29,191,-23.599138,-46.48333030000001,Cidade São Mateus
22806900644.0,02325-060,45000,2022-06-29,30,-23.45478,-46.5860204,Jardim Filhos da Terra
11642600661.0,03434-000,490000,2022-07-06,108,-23.5580064,-46.5327598,Vila Carrão
7035500723.0,02347-090,888067,2022-06-29,249,-23.4597551,-46.6076929,Jardim Leonor Mendes de Barros
9412900317.0,04914-090,132910,2022-06-29,100,-23.6770187,-46.747547,Piraporinha
18312101641.0,05782-370,450000,2022-06-30,83,-23.6516019,-46.7687077,Parque Munhoz
11033800200.0,03672-020,330000,2022-07-06,213,-23.5173193,-46.5028762,Jardim Popular
17108000147.0,05638-100,795000,2022-06-28,273,-23.6039842,-46.7446894,Jardim Londrina
12312600861.0,05658-060,1060000,2022-06-30,245,-23.6035724,-46.7211832,Jardim Leonor
8701800914.0,04727-100,235000,2022-07-01,35,-23.6434623,-46.7147643,Vila Cruzeiro
5823600331.0,03548-000,850000,2022-06-26,80,-23.5397936,-46.510933,Cidade Patriarca
14202002260.0,03685-010,121892,2022-06-27,51,-23.5244984,-46.47731779999999,Jardim Sao Nicolau
13109601094.0,03813-040,480000,2022-06-13,187,-23.4853294,-46.4694174,Jardim Matarazzo
5727201128.0,03523-020,405000,2022-06-29,89,-23.5501693,-46.5169098,Jardim Maringa
12312000775.0,05622-010,1400000,2022-06-28,293,-23.5984137,-46.7251816,Vila Sonia
19812900283.0,02281-140,250000,2022-06-10,40,-23.4504991,-46.573699,Vila Nova Galvão
5821400589.0,03547-010,565000,2022-07-01,132,-23.538836,-46.5143065,Cidade Patriarca
13450800255.0,08121-000,87894,2022-06-30,50,-23.4965436,-46.3877075,Jardim Sao Luis (Zona Leste)
18400600230.0,05891-190,280000,2022-07-01,90,-23.6607378,-46.79402760000001,Jardim Irapiranga
7852809901.0,05143-320,430000,2022-06-30,61,-23.4973969,-46.7217118,Jardim Felicidade (Zona Oeste)
4709707431.0,04303-001,895000,2022-06-22,247,-23.6244719,-46.6332782,São Judas
7003500337.0,02312-140,277500,2022-06-24,64,-23.4652063,-46.6007209,Vila Nova Mazzei
16828500198.0,05761-240,365000,2022-06-30,100,-23.6358743,-46.7661385,Jardim Maria Virginia
18312400221.0,05782-370,490000,2022-06-28,90,-23.6516019,-46.7687077,Parque Munhoz
15204900593.0,03979-000,260000,2022-06-29,76,-23.6165978,-46.5079976,Vila Renato (Zona Leste)
18312401015.0,05782-370,600000,2022-06-30,90,-23.6516019,-46.7687077,Parque Munhoz
18505000292.0,05565-190,430000,2022-07-01,100,-23.5963057,-46.7913159,Jardim Uirapuru
5303600823.0,03349-040,600000,2022-07-06,120,-23.5659804,-46.5687132,Vila Invernada
1004800347.0,01308-020,1350000,2022-07-01,135,-23.5555344,-46.6534572,Bela Vista
12038500184.0,04655-070,450000,2022-07-07,129,-23.6612192,-46.6708654,Jardim Alzira
8244000147.0,05579-070,2327000,2022-07-07,365,-23.57285,-46.7143291,Vila Pirajussara
15519800544.0,03259-000,155000,2022-07-01,138,-23.6031112,-46.5212262,Jardim Cotiana
12020200081.0,04404-030,440000,2022-06-30,140,-23.668775,-46.6586218,Cidade Ademar
10304700443.0,04902-000,700000,2022-06-30,138,-23.6713878,-46.7299374,Parque Alves de Lima
17323100282.0,04434-040,210000,2022-07-06,40,-23.6802482,-46.6652532,Jardim Niteroi
15015000250.0,03958-010,500000,2022-07-04,105,-23.5971071,-46.48603620000001,Cidade São Mateus
4412800644.0,03152-040,550000,2022-06-30,118,-23.5906698,-46.5849775,Quinta da Paineira
15220000135.0,08310-580,315000,2022-07-01,45,-23.6184354,-46.471306,Jardim Vera Cruz(Zona Leste)
12620700123.0,02952-120,392500,2022-06-30,170,-23.4652077,-46.7156704,Vila Renato (Zona Norte)
12316601277.0,05654-050,2300000,2022-06-27,431,-23.6064702,-46.7146502,Morumbi
17126705726.0,05634-001,1220000,2022-06-30,100,-23.6073483,-46.73621410000001,Jardim Monte Kemel
15302600276.0,03977-110,340000,2022-07-06,209,-23.6171449,-46.4974627,Conjunto Habitacional Marechal Mascarenhas de Morais
11411400916.0,08295-340,470000,2022-06-30,120,-23.5471001,-46.4531998,Itaquera
10107000074.0,05362-060,550000,2022-07-01,106,-23.5725193,-46.7398404,Vila Sao Luis(Zona Oeste)
15302900385.0,03977-140,140000,2022-07-01,85,-23.6183256,-46.49722879999999,Conjunto Habitacional Marechal Mascarenhas de Morais
15524000429.0,03986-090,470000,2022-06-27,192,-23.609672,-46.5221288,Vila Alzira
16032700126.0,05396-370,1800000,2022-07-01,417,-23.5742633,-46.768255,Parque dos Principes
5718200629.0,03521-050,300000,2022-06-24,64,-23.5468115,-46.5191978,Vila Dalila
7822300334.0,05122-040,580000,2022-06-29,68,-23.5060495,-46.7341349,Parque Sao Domingos
11414002271.0,08295-010,300000,2022-06-29,106,-23.5501345,-46.4579452,Itaquera
18421400621.0,05791-200,350000,2022-07-04,102,-23.6471209,-46.784888,Jardim Mitsutani
12123700362.0,04446-060,480000,2022-06-30,70,-23.6882707,-46.6840407,Jardim Sabara
14828000381.0,03912-130,280000,2022-06-30,46,-23.5835873,-46.5217527,Vila rica
5112200375.0,03206-010,510000,2022-06-28,103,-23.5984932,-46.561861,Vila Alpina
18201900498.0,05871-230,250000,2022-07-04,20,-23.6834978,-46.7718835,Jardim Sao Manoel
19901101785.0,05108-050,690000,2022-06-30,141,-23.5102025,-46.75707360000001,Jardim Marisa
11415600121.0,08285-170,460000,2022-06-22,98,-23.5554327,-46.4728663,Cidade Líder
16924200434.0,05755-100,250000,2022-07-01,148,-23.6228257,-46.7533316,Jardim Umarizal
10123400634.0,05530-090,1090000,2022-06-30,428,-23.5767562,-46.7196706,Instituto de Previdencia
16021306006.0,05367-210,820000,2022-03-31,120,-23.5711954,-46.7552993,Jardim Esmeralda
13449700048.0,08140-060,156002,2022-07-06,110,-23.5110403,-46.39637,Itaim Paulista
14037400331.0,08050-710,300000,2022-07-06,50,-23.5080182,-46.458984,Jardim das Camelias
11050702815.0,03735-000,250000,2022-07-04,59,-23.5091704,-46.5188192,Vila Araguaia
11511900317.0,08420-600,200000,2022-07-04,147,-23.5436009,-46.42819249999999,Jardim Helena
17519300081.0,04822-050,205000,2022-07-08,105,-23.7297855,-46.6912102,Parque America
19309600178.0,08450-570,200000,2022-07-08,110,-23.5459639,-46.3896179,Jardim Fanganiello
15120900274.0,08331-090,340000,2022-06-30,119,-23.6081516,-46.471898,Jardim Três Marias
18702700653.0,05202-070,250000,2022-07-06,64,-23.4013333,-46.7521564,Perus
6710801111.0,02251-002,230000,2022-07-04,42,-23.4760613,-46.5847516,Vila Nivi
4502600237.0,04061-000,1400000,2022-07-06,157,-23.6062298,-46.651978,Planalto Paulista
12004400470.0,04652-160,290000,2022-06-30,70,-23.660064,-46.6699375,Jardim Cidalia
17106800464.0,05630-010,1035000,2022-07-04,138,-23.6070799,-46.7380272,Vila Suzana
14502500606.0,08280-100,260000,2022-07-06,79,-23.5590873,-46.477751,Cidade Líder
18312100848.0,05782-370,530000,2022-07-04,81,-23.6516019,-46.7687077,Parque Munhoz
6853701518.0,02245-080,280000,2022-05-27,40,-23.4860313,-46.6058443,Parada Inglesa
11731101189.0,03283-120,340000,2022-07-05,170,-23.5890881,-46.5407869,Vila Ema
11134501101.0,03804-130,365000,2022-07-01,90,-23.4956336,-46.4815265,Parque Boturussu
11310700728.0,03534-140,380000,2022-06-28,78,-23.5464568,-46.5079894,Vila Talarico
22205000134.0,02322-100,200000,2022-07-06,130,-23.4457539,-46.5921204,Jardim Sandra Maria
12314100297.0,05652-000,1546536,2022-06-10,445,-23.5977796,-46.7156658,Jardim Leonor
14406500927.0,08290-370,160000,2022-07-08,58,-23.5523689,-46.4514722,Vila Carmosina
11118200321.0,08062-300,305000,2022-07-05,81,-23.5155647,-46.4743285,Jardim Sao Carlos (Zona Leste)
9609500145.0,05461-010,6850000,2022-07-11,666,-23.546049,-46.7182071,Alto de Pinheiros
9002500351.0,04645-040,1461559,2022-07-09,545,-23.6454237,-46.6783897,Chácara Monte Alegre
10208702147.0,03156-150,277000,2022-07-06,72,-23.580138,-46.5672815,Vila Prudente
7974000066.0,05324-020,780000,2022-07-06,150,-23.5376495,-46.7569542,Parque Continental
18311001501.0,05782-400,250000,2022-07-06,275,-23.6486099,-46.7650903,Parque Munhoz
16626600159.0,05859-090,307600,2022-07-08,75,-23.6671197,-46.7676503,Capão Redondo
13600800451.0,08460-000,250000,2022-06-01,35,-23.5459902,-46.4029025,Jardim Soares
6661000872.0,02223-010,320000,2022-06-30,63,-23.4774459,-46.57842549999999,Jardim Brasil (Zona Norte)
7817600181.0,05140-060,630000,2022-07-06,166,-23.4897381,-46.7272162,Chácara Inglesa
15520500222.0,03269-030,480000,2022-06-30,150,-23.6029843,-46.52476919999999,Vila Tolstoi
15922300023.0,05542-020,398700,2022-07-07,150,-23.5885952,-46.7492792,Jardim Olympia
6114601599.0,03642-000,430000,2022-06-27,111,-23.5256146,-46.5350849,Penha de França
18900100474.0,02995-000,410000,2022-06-23,54,-23.4386123,-46.74043229999999,Jardim Sao Joao (Jaragua)
11824903072.0,03237-097,600000,2022-06-24,160,-23.59368,-46.5506318,Vila Macedopolis
19800401155.0,02306-004,400000,2022-07-07,135,-23.4501821,-46.5990885,Parque Casa de Pedra
17126705904.0,05634-001,1232000,2022-06-30,100,-23.6073483,-46.73621410000001,Jardim Monte Kemel
11303000295.0,03551-100,250000,2022-07-04,56,-23.534657,-46.5022746,Cidade Patriarca
15920301154.0,05527-040,300000,2022-07-11,130,-23.5980861,-46.7575637,Jardim Celeste
10160000709.0,05360-040,390000,2022-07-06,124,-23.5667463,-46.7455825,Vila Butantã
11256300380.0,08020-250,500000,2022-07-07,105,-23.5039518,-46.4421591,Vila Vessoni
9507400184.0,04802-170,760000,2022-07-05,267,-23.7073622,-46.7038918,Interlagos
14823100157.0,03909-140,345000,2022-07-11,115,-23.5859443,-46.5115628,Jardim das Rosas (Zona Leste)
9503303907.0,04805-210,475000,2022-06-29,120,-23.7168965,-46.7036653,Cidade Dutra
7041200701.0,02340-000,1300000,2022-06-27,209,-23.473835,-46.6139306,Tucuruvi
7518701121.0,02521-000,660000,2022-06-24,136,-23.5025325,-46.6633274,Casa Verde Média
17206200337.0,04421-050,440000,2022-07-08,165,-23.6887215,-46.6364892,Jardim Luso
11208400311.0,08081-010,260000,2022-07-08,125,-23.4814684,-46.4162736,Vila Mara
16512800736.0,05847-620,215000,2022-06-30,60,-23.6544496,-46.7480542,Jardim Brasília
7216803469.0,02466-010,410000,2022-07-07,102,-23.4975165,-46.6408176,Imirim
12732600678.0,02851-130,145000,2022-07-14,120,-23.4593111,-46.6901843,Jardim Guarani
4412700501.0,03152-030,400000,2022-07-08,95,-23.5897728,-46.5847516,Quinta da Paineira
15520500915.0,03259-000,250000,2022-07-12,177,-23.6031112,-46.5212262,Jardim Cotiana
13527600069.0,08150-550,500000,2022-06-30,252,-23.5149463,-46.4095019,Jardim Senice
5910300725.0,03660-030,255000,2022-06-29,89,-23.5222665,-46.5072078,Vila Ré
8928800250.0,04347-060,530000,2022-07-07,133,-23.6424939,-46.6474532,Jardim Oriental
11047801069.0,03735-000,400000,2022-07-04,176,-23.5091704,-46.5188192,Vila Araguaia
15222501182.0,08320-493,380000,2022-07-05,110,-23.6229807,-46.4758148,Parque Sao Rafael
30906400489.0,04138-030,660000,2022-07-08,121,-23.614862,-46.6287551,Vila da Saúde
23703300114.0,08473-558,220000,2022-07-07,61,-23.5846114,-46.3965201,Conjunto Habitacional Castro Alves
17128100031.0,05639-120,820000,2022-07-08,284,-23.6079149,-46.7426171,Lar São Paulo
6215601667.0,03071-080,58000,2022-07-08,87,-23.534098,-46.5618123,Tatuapé
10159200351.0,05613-080,2870000,2022-07-08,283,-23.5921389,-46.7143289,Morumbi
14005500365.0,08235-620,350000,2022-07-06,73,-23.5175229,-46.4640928,Parque Guarani
19700600253.0,05037-001,470351,2022-07-08,111,-23.5140728,-46.68879500000001,Água Branca
4708401027.0,04146-000,690000,2022-07-11,70,-23.6177357,-46.6284535,Vila da Saúde
2700202252.0,03050-000,500000,2022-06-20,140,-23.5437223,-46.61337959999999,Brás
17818500137.0,04860-160,350000,2022-07-11,81,-23.7615133,-46.7147643,Jardim Guanabara
13805400690.0,08246-070,270000,2022-07-15,65,-23.5307216,-46.4379537,Parada XV de Novembro
17124100258.0,05638-030,600000,2022-07-08,60,-23.6075122,-46.7401426,Jardim Londrina
2406600424.0,05054-020,1430000,2022-07-13,289,-23.5384051,-46.7018958,Vila Ipojuca
11609200941.0,03426-000,425000,2022-07-07,90,-23.5520423,-46.5377771,Vila Carrão
6419300843.0,02122-080,700000,2022-07-11,150,-23.5126325,-46.5830449,Vila Maria Alta
15027700244.0,03967-010,380000,2022-07-11,32,-23.6032203,-46.4744945,Parque Colonial
18427300068.0,05857-490,390000,2022-07-12,179,-23.6579783,-46.7823793,Parque Ligia
15922000437.0,05542-020,425000,2022-07-14,132,-23.5885952,-46.7492792,Jardim Olympia
12509700439.0,02943-020,550000,2022-07-11,220,-23.4782606,-46.72458169999999,Jardim Cidade Pirituba
11304700827.0,03533-030,485000,2022-07-05,114,-23.5443668,-46.5131032,Vila Talarico
13321600071.0,08110-780,250000,2022-07-12,150,-23.4909435,-46.3911183,Vila Itaim
9705000271.0,05302-050,2700000,2022-07-12,366,-23.5316818,-46.7217118,Vila Leopoldina
12316100022.0,05653-030,850000,2022-07-13,226,-23.6044279,-46.71552399999999,Jardim Leonor
13902902794.0,08031-450,160000,2022-07-06,52,-23.5121552,-46.4247392,Vila Curuçá
18425200244.0,05790-350,244487,2022-07-13,90,-23.6472251,-46.7912403,Jardim Leme
8013100049.0,05468-010,1750000,2022-07-15,265,-23.5379535,-46.71612349999999,Alto da Lapa
15113900061.0,08340-230,210000,2022-07-15,25,-23.6166417,-46.4629658,Jardim Vila Carrao
16606801361.0,05860-020,400000,2022-07-15,129,-23.6652523,-46.7666872,Jardim Sandra
5516400201.0,03363-010,480000,2022-07-07,180,-23.5605336,-46.5384543,Vila Formosa
2501700422.0,03012-000,100000,2022-07-13,80,-23.5393013,-46.6160925,Brás
14825900207.0,03386-160,270000,2022-07-14,80,-23.5810623,-46.5272217,Capão do Embira
13444600576.0,08111-230,220000,2022-07-12,88,-23.487936,-46.3803439,Itaim Paulista
19812201202.0,02318-320,380550,2022-07-11,86,-23.455666,-46.5911825,Jardim Jacana
10114900522.0,05594-090,525000,2022-07-19,96,-23.5802687,-46.7396137,Jardim Bonfiglioli
11621500135.0,03470-020,415000,2022-07-13,160,-23.5678904,-46.5240938,Jardim Vila Formosa
11411601288.0,08295-370,300000,2022-07-12,74,-23.5473148,-46.45680549999999,Itaquera
11339000376.0,03687-050,935003,2022-07-13,430,-23.5274721,-46.48844159999999,Jardim Artur Alvim
14402200414.0,08215-000,260000,2022-07-05,59,-23.5357793,-46.4490686,Itaquera
9506500584.0,04802-090,773878,2022-07-12,162,-23.7106114,-46.7067342,Jardim São Nicolau
10403900610.0,02962-220,485000,2022-07-12,161,-23.4914056,-46.7036653,Jardim Monjolo
6812000647.0,02206-010,380000,2022-07-13,123,-23.4830013,-46.5964328,Vila Gustavo
11420500448.0,08220-410,277000,2022-07-08,52,-23.5366919,-46.4610876,Vila Campanela
17234900372.0,04423-090,450000,2022-07-12,100,-23.6859408,-46.6348304,Jardim Melo
16200133051.0,04661-300,506000,2022-07-14,100,-23.6840015,-46.691965,Vila Arriete
6636900474.0,02260-080,197000,2022-07-13,75,-23.4694856,-46.5789121,Vila Constança
8405900012.0,05674-002,4900000,2022-07-13,549,-23.5922903,-46.6969467,Cidade Jardim
5703600480.0,03507-010,690000,2022-07-11,188,-23.5380748,-46.53868,Vila Aricanduva
13445000610.0,08111-230,254200,2022-07-13,127,-23.487936,-46.3803439,Itaim Paulista
11276800877.0,08080-490,280000,2022-07-11,73,-23.486313,-46.426632,Parque Paulistano
21402101269.0,02998-050,315000,2022-07-01,116,-23.4439028,-46.7254495,Loteamento City Jaragua
24500300129.0,08490-580,2000000,2022-07-14,56,-23.5868017,-46.4056361,Chacara Santa Etelvina
11654101310.0,03437-000,180000,2022-07-14,60,-23.5587976,-46.5294913,Vila Carrão
2501700376.0,03012-000,1000000,2022-07-14,80,-23.5393013,-46.6160925,Brás
6749200818.0,02271-140,250000,2022-07-14,38,-23.4729647,-46.589572,Vila Santa Terezinha (Zona Norte)
20110500138.0,05547-030,665000,2022-07-13,154,-23.5931734,-46.7737395,Jardim Rosa Maria
5907301406.0,03649-010,480000,2022-07-15,117,-23.5244922,-46.5226396,Vila Esperança
