registration_number,postal_code,transaction_value,transaction_date,built_area
16504501581.0,05861-901,400000,2022-05-30,60
5815801208.0,03511-000,440000,2022-06-01,98
11411200461.0,08295-030,127000,2022-06-03,87
8100700222.0,05454-100,2580000,2022-06-03,461
6710800954.0,02271-110,525000,2022-05-23,109
10155700757.0,05365-240,202019,2022-06-01,114
11050101110.0,03756-000,240000,2022-05-23,70
6728200770.0,02266-060,184000,2022-05-31,33
14508700259.0,08275-080,550000,2022-05-20,177
7146900071.0,02441-140,1500000,2022-05-23,231
19903700041.0,05108-060,600000,2022-06-03,269
12107600091.0,04456-190,310000,2022-05-26,90
8511600558.0,04561-000,750000,2022-05-27,90
17517300181.0,04821-150,500000,2022-05-30,160
5202600356.0,03185-030,430000,2022-06-06,40
7616200486.0,02728-050,590000,2022-06-03,113
7151900627.0,02433-040,470000,2022-06-01,271
18909600380.0,02993-140,450000,2022-05-26,130
13613700289.0,08461-570,250000,2022-05-30,58
10515200556.0,05174-000,790000,2022-05-31,149
11618900675.0,03463-055,595000,2022-05-27,111
14209600597.0,08220-160,250000,2022-06-03,100
18420802671.0,05791-900,385000,2022-05-31,55
4502900801.0,04058-050,960000,2022-05-23,330
12513500333.0,02945-140,850000,2022-05-27,157
13807301177.0,08246-080,180000,2022-06-01,42
7817100705.0,05140-060,120000,2022-06-03,167
11321500466.0,03567-010,450000,2022-05-31,80
14210500436.0,08223-100,290000,2022-06-02,128
17616401383.0,04847-900,77052,2022-06-02,53
11420500375.0,08220-410,255000,2022-06-01,65
11511100744.0,08420-270,420000,2022-06-01,213
7003500426.0,02312-140,410000,2022-05-30,80
3502502617.0,01541-010,650000,2022-06-01,159
10142500101.0,05614-070,4500000,2022-06-02,939
15301200428.0,03977-040,82780,2022-06-06,70
23001500253.0,08253-660,105838,2022-05-30,35
11429000634.0,08230-200,174482,2022-05-26,63
10208600565.0,03159-150,530000,2022-06-03,72
13112001841.0,03813-010,250000,2022-06-07,45
17305600139.0,04433-110,12500,2022-06-08,40
17305600120.0,04433-110,12500,2022-06-08,40
17305600120.0,04433-110,22500,2022-06-08,40
17305600139.0,04433-110,22500,2022-06-08,40
16036100565.0,05386-290,660000,2022-05-13,155
18312000584.0,05782-470,390000,2022-06-08,82
11334100828.0,03680-040,275000,2022-05-30,80
18312000789.0,05782-470,340000,2022-05-31,80
5910502956.0,03660-040,1400000,2022-05-31,272
20204703253.0,05265-040,210000,2022-06-03,100
6101501205.0,03604-000,600000,2022-05-27,168
16031400129.0,05396-160,1370000,2022-06-09,408
9302503976.0,04776-000,422000,2022-06-07,103
29909300591.0,04547-002,1250000,2022-06-09,130
23001800540.0,08253-690,365000,2022-06-07,35
16608600193.0,05860-050,720000,2022-06-03,154
5122100276.0,03209-051,480000,2022-06-09,87
11639400876.0,03438-000,330000,2022-05-31,55
11334801060.0,03681-010,264000,2022-05-30,87
24900300878.0,08381-780,54989,2021-12-29,80
13104900239.0,08061-020,282000,2022-06-03,134
11362200051.0,03691-010,189000,2022-05-18,60
13114300226.0,08071-050,97500,2022-06-09,100
16007300160.0,05379-230,390000,2022-06-09,90
16031800313.0,05396-170,1090000,2022-05-26,199
6836900508.0,02248-000,710000,2022-06-06,148
16715901601.0,05870-130,380000,2022-05-30,38
5514400743.0,03422-001,600000,2022-06-06,138
7823200643.0,05101-190,1660000,2022-06-03,440
18414400387.0,05788-000,375000,2022-06-03,147
24506800352.0,08470-240,47000,2022-06-03,36
18312201105.0,05782-370,500000,2022-06-06,99
5539900561.0,03413-020,1200000,2022-06-03,450
14919301366.0,03944-070,335000,2022-05-31,98
8909705531.0,04361-120,600000,2022-05-27,120
5505400681.0,03421-000,535000,2022-06-10,108
13443600017.0,08111-250,375000,2022-05-30,70
17418100026.0,04840-780,67000,2022-06-08,81
6912000207.0,02043-050,750000,2022-06-03,120
13446403204.0,08140-060,265000,2022-06-03,55
9002800193.0,04645-020,2800000,2022-05-30,347
13902800312.0,08031-560,350000,2022-06-06,97
30503500248.0,02616-130,400000,2022-05-31,131
8809000579.0,04735-002,2150000,2022-05-30,259
18702700688.0,05202-070,280000,2022-06-03,64
8907301808.0,04635-030,1060000,2022-06-03,236
11436100282.0,08210-640,380000,2022-05-31,163
13202100458.0,08090-600,290000,2022-05-31,55
11271605375.0,08011-580,290000,2022-05-31,63
20110504151.0,05547-030,525000,2022-06-03,209
19813200315.0,02281-140,385000,2022-06-06,148
16030200101.0,05396-440,1500000,2022-05-31,504
17321500577.0,04431-140,290000,2022-06-10,176
10147000075.0,05611-060,1050000,2022-06-07,358
16627700831.0,05849-280,650000,2022-04-28,146
18423001074.0,05890-901,347000,2022-06-07,58
17520200042.0,04822-180,300000,2022-06-08,125
26201100030.0,04870-240,700000,2022-06-07,180
11232200424.0,08070-150,540000,2022-06-06,163
7028600386.0,02347-000,256000,2022-06-07,75
5918100547.0,03621-010,292000,2022-06-14,93
11012600725.0,03737-220,255000,2022-06-02,70
12209600560.0,05847-520,620000,2022-06-14,176
11634100718.0,03478-007,320000,2022-06-02,106
15720702376.0,04191-000,500000,2022-05-26,82
9602000112.0,05470-000,5130000,2022-06-06,449
11733800556.0,03275-000,380000,2022-06-06,72
11439400848.0,08295-440,299800,2022-06-06,54
17211801076.0,04410-040,300000,2022-05-31,90
6029908601.0,03613-000,345000,2022-06-08,74
15221501121.0,08320-410,240000,2022-05-20,62
7737200487.0,02914-030,680000,2022-06-08,181
11353100218.0,03534-120,525000,2022-06-11,180
9047900936.0,04642-000,6200000,2022-06-10,550
17903700481.0,04929-370,200000,2022-06-10,88
9530900686.0,04776-002,1070000,2022-06-15,135
6727000719.0,02268-060,220000,2022-06-08,33
14006900200.0,08235-550,420000,2022-06-08,68
7615300371.0,02563-000,300000,2022-06-09,59
17419500095.0,04840-830,245000,2022-05-31,73
5300702250.0,03359-000,488800,2022-06-10,160
3916000187.0,04116-130,1950000,2022-06-10,195
102301311.0,01028-020,600000,2022-06-10,152
10159000113.0,05615-190,1020000,2022-06-14,213
8406500077.0,05675-000,4800000,2022-06-13,961
7023200819.0,02407-140,320000,2022-06-09,57
13234100100.0,08080-320,290000,2022-06-14,100
7035400133.0,02347-060,900000,2022-06-09,276
11728900580.0,03286-020,560000,2022-06-15,83
18503400323.0,05567-110,310000,2022-06-16,150
13037801661.0,03756-020,335000,2022-06-10,94
14400500119.0,08215-430,210000,2022-06-09,60
16832100433.0,05763-520,750000,2022-06-01,150
30816800224.0,02812-240,186000,2022-06-16,80
6416800586.0,02123-015,500000,2022-06-08,40
23702200345.0,08475-130,86358,2022-06-09,25
6738200617.0,02208-010,495000,2022-05-20,137
18723901291.0,05223-140,130000,2022-06-16,48
11285704494.0,08031-760,250000,2022-06-13,81
11285703900.0,08031-790,270000,2022-06-10,64
19413100305.0,08381-100,350000,2022-06-03,55
6508101285.0,02126-020,643000,2022-06-10,153
5104400433.0,03145-030,400000,2022-06-13,161
6851401312.0,02082-030,262500,2022-06-14,69
6851401320.0,02082-030,322400,2022-06-14,89
13826100629.0,08430-070,350000,2022-06-17,145
5514401588.0,03422-001,800000,2022-06-10,115
30301101229.0,03380-190,450000,2022-06-10,124
11042400201.0,03874-000,900000,2022-06-10,200
30815000399.0,02807-100,800000,2022-06-10,470
17412200037.0,04840-510,107120,2022-06-17,92
17518400129.0,04822-010,630000,2022-06-08,171
23205100539.0,08270-170,200000,2022-06-10,56
7001700479.0,02372-150,940000,2022-06-10,150
14405100119.0,08290-290,462000,2022-06-03,259
18908900232.0,02992-120,170000,2022-06-08,120
11833800272.0,03225-080,600000,2022-06-17,200
11132301210.0,03804-140,1100000,2022-06-07,367
11135100704.0,03811-020,250000,2022-06-14,103
11135100690.0,03811-020,205000,2022-06-14,97
8949600196.0,04370-010,490000,2022-06-13,160
5307001355.0,03378-050,270000,2022-06-13,100
17423600211.0,04840-110,210000,2022-06-13,54
12007802669.0,04437-901,640000,2022-06-10,205
7830400474.0,05135-400,540000,2022-06-13,165
5619401359.0,03420-000,1180000,2022-06-13,349
12306000191.0,05626-001,121500,2022-06-15,42
12110201028.0,04456-160,380000,2022-06-09,61
15237400379.0,08320-360,272000,2022-06-13,193
12125902558.0,04459-000,430000,2022-06-10,61
6701201008.0,02317-260,245000,2022-06-13,85
17111201263.0,05741-230,635000,2022-06-10,158
19007500103.0,02986-110,270000,2022-06-07,44
7837900383.0,05135-140,500000,2022-06-14,182
16016700771.0,05372-070,690000,2022-06-21,187
18508100085.0,05549-240,207594,2022-06-17,83
6106801282.0,03644-000,830000,2022-06-17,95
10728001267.0,02863-000,635000,2022-06-08,150
7041200744.0,02340-000,1360000,2022-06-15,209
7036700191.0,02346-000,500000,2022-06-14,229
5101200638.0,03146-030,500000,2022-06-13,131
6003405228.0,03733-000,350000,2022-06-13,55
9519900187.0,04788-060,1210000,2022-06-07,506
12039801218.0,04408-050,410000,2022-06-10,93
15910300041.0,05546-150,350000,2022-06-13,72
14405100607.0,08295-280,250000,2022-06-15,59
1114500046.0,01247-060,2660000,2022-06-21,198
11410900567.0,08210-000,318000,2022-06-15,59
12002300282.0,04651-020,470000,2022-06-15,158
22806900644.0,02325-060,42000,2022-06-15,30
9506500622.0,04802-090,582100,2022-06-17,162
11431600317.0,08210-730,270000,2022-06-15,78
11730400670.0,03286-040,440000,2022-06-15,73
14607800065.0,03583-060,850000,2022-06-15,243
16024602897.0,05372-110,482500,2022-05-30,142
22806700092.0,02325-020,250000,2022-06-17,80
14015500287.0,08050-470,370000,2022-06-14,85
9035201752.0,04674-225,760000,2022-06-13,181
20103700305.0,05572-170,380000,2022-06-17,104
5801601058.0,03654-000,725000,2022-06-10,171
5134600597.0,03211-120,1000000,2022-06-17,272
18312002528.0,05782-470,390000,2022-06-15,62
10109100858.0,05365-040,580000,2022-06-20,130
6834700511.0,02220-000,375282,2022-06-17,162
11437000567.0,08225-060,320000,2022-06-14,117
30503500302.0,02616-130,350000,2022-06-14,131
15912000302.0,05546-100,345000,2022-06-13,220
5903200281.0,03621-020,460000,2022-06-17,106
13446403433.0,08140-060,230000,2022-06-25,55
6805600741.0,02082-050,200000,2022-06-20,140
7620200606.0,02727-020,420000,2022-06-14,64
23012500020.0,08253-080,390000,2022-06-20,35
11314200584.0,03555-060,400000,2022-06-17,131
11121200523.0,08051-370,260000,2022-06-20,63
15222300748.0,08320-600,360000,2022-06-24,150
17123800094.0,05749-280,31000,2022-06-20,150
7714401427.0,02931-020,425000,2022-06-20,101
8822000595.0,04640-230,3000000,2022-06-21,507
16710700118.0,05882-060,310000,2022-06-22,144
17421300014.0,04840-070,330000,2022-06-14,148
17616401685.0,04847-900,550000,2022-06-24,199
17818600484.0,04860-250,350000,2022-06-17,120
15425800095.0,03924-260,380000,2022-06-03,267
11830601988.0,03225-050,275000,2022-06-20,68
12109300522.0,04457-100,880000,2022-06-21,88
5823900112.0,03554-080,836643,2022-06-21,282
7002600631.0,02370-010,1300000,2022-05-27,274
20302000095.0,05271-190,70000,2022-06-22,95
12313900087.0,05652-030,3500000,2022-06-21,428
6835201223.0,02211-050,210000,2022-06-21,59
6835201231.0,02211-050,210000,2022-06-21,59
16121100159.0,04470-140,342500,2022-06-28,60
5307601611.0,03349-050,300000,2022-06-22,119
6724200687.0,02313-050,310500,2022-06-24,122
7833100307.0,05136-090,590000,2022-06-21,166
16606300257.0,05855-250,237650,2022-06-22,90
12123302618.0,04459-020,460000,2022-06-14,105
1900700530.0,01134-020,410000,2022-06-22,80
4928203232.0,04288-000,540000,2022-06-22,140
11126300161.0,03801-120,500000,2022-06-23,339
5104200507.0,03145-050,540000,2022-06-22,106
16818700321.0,05778-210,300000,2022-06-22,34
7126000456.0,02471-060,590000,2022-06-22,110
14712100264.0,03579-120,50000,2022-06-22,94
11124500145.0,03801-010,590000,2022-06-20,236
15506500172.0,03924-100,300000,2022-06-28,258
7022801304.0,02312-120,450000,2022-06-17,106
16832101014.0,05763-450,430000,2022-06-22,125
16034200333.0,05396-450,1150000,2022-06-15,202
16832101006.0,05763-450,430000,2022-06-22,125
5115800691.0,03209-000,315000,2022-06-23,100
8826505128.0,04641-070,3480000,2022-06-28,540
8605000074.0,04602-006,1212126,2022-06-23,356
8947500836.0,04355-100,580000,2022-06-23,130
8605000244.0,04602-006,942067,2022-06-23,305
8605000252.0,04602-006,1654632,2022-06-23,485
13013200757.0,03729-250,315000,2022-06-17,62
11104600421.0,03676-050,110000,2022-06-23,57
15526800066.0,03985-120,250000,2022-06-29,58
18106900567.0,05887-410,242600,2022-06-30,79
16323900415.0,04811-150,400000,2022-06-17,108
14018100549.0,08050-090,250000,2022-06-20,120
8711700106.0,04714-020,2500000,2022-06-24,200
12123202303.0,04455-000,410000,2022-06-30,111
5364800857.0,03370-000,305000,2022-06-24,166
17520700088.0,04846-010,480000,2022-05-19,131
15531900502.0,03986-270,300000,2022-06-27,219
3217401123.0,03125-010,575000,2022-06-13,129
12122501341.0,04458-000,28500,2022-06-27,76
5800603502.0,03648-020,230000,2022-06-23,67
14921800196.0,03943-010,212500,2022-06-24,71
9034900851.0,04675-090,460000,2022-06-24,83
5909800949.0,03657-030,307000,2022-06-24,80
18803100384.0,05181-300,54041,2022-06-27,60
18800703037.0,05182-480,95000,2022-06-24,40
9514800176.0,04786-035,1160000,2022-06-15,343
18800703029.0,05182-480,95000,2022-06-24,40
30408100114.0,02056-020,200000,2022-06-24,105
17426900011.0,04851-205,207000,2022-06-29,130
17107300198.0,05639-000,1050000,2022-06-10,307
9710800231.0,05307-120,400000,2022-06-30,120
6820200978.0,02078-000,550000,2022-06-21,199
17522600048.0,04841-090,230000,2022-06-24,61
14613100762.0,03586-000,273000,2022-06-24,68
5906001107.0,03647-020,565000,2022-06-27,131
5521401105.0,03362-000,272386,2022-06-28,132
11151101302.0,03814-020,320000,2022-06-29,219
11726600245.0,03275-020,329925,2022-06-30,450
11006502334.0,03726-190,600000,2022-06-14,177
11118102885.0,08062-090,276000,2022-07-04,82
17616404560.0,04847-900,330000,2022-06-27,52
16204200711.0,04812-200,327000,2022-06-27,70
5803900710.0,03542-000,413000,2022-06-21,76
18814000297.0,05187-030,133650,2022-06-30,40
11828400237.0,03264-040,394000,2022-06-28,160
6608401337.0,02279-010,330000,2022-06-24,78
13444600592.0,08111-230,240000,2022-06-24,88
11916500713.0,04257-190,230000,2022-06-25,51
13806501253.0,08248-000,200000,2022-06-22,74
11336201575.0,03667-000,370000,2022-06-28,55
8118800083.0,05460-010,3150000,2022-06-20,520
23204300501.0,08270-210,130000,2022-06-29,85
10814300374.0,02651-120,300000,2022-06-27,94
14202000373.0,03685-010,265000,2022-06-24,101
13450800069.0,08121-000,73476,2022-06-30,50
16825601392.0,05780-290,550000,2022-06-28,72
12512405582.0,05174-000,223500,2022-06-30,104
6816100611.0,02083-070,285000,2022-06-28,86
23001804767.0,08253-680,90000,2022-06-28,35
9510600067.0,04789-100,400000,2022-06-29,50
8811400643.0,04737-000,3670000,2022-06-27,331
11635300931.0,03474-020,110000,2022-06-29,92
12514300583.0,02939-050,750000,2022-06-28,233
15012400606.0,03958-000,200000,2022-06-29,191
22806900644.0,02325-060,45000,2022-06-29,30
11642600661.0,03434-000,490000,2022-07-06,108
7035500723.0,02347-090,888067,2022-06-29,249
9412900317.0,04914-090,132910,2022-06-29,100
18312101641.0,05782-370,450000,2022-06-30,83
11033800200.0,03672-020,330000,2022-07-06,213
9046802019.0,04663-901,400000,2022-07-01,60
17108000147.0,05638-100,795000,2022-06-28,273
12312600861.0,05658-060,1060000,2022-06-30,245
8701800914.0,04727-100,235000,2022-07-01,35
5823600331.0,03548-000,850000,2022-06-26,80
14202002260.0,03685-010,121892,2022-06-27,51
13109601094.0,03813-040,480000,2022-06-13,187
5727201128.0,03523-020,405000,2022-06-29,89
12312000775.0,05622-010,1400000,2022-06-28,293
19812900283.0,02281-140,250000,2022-06-10,40
5821400589.0,03547-010,565000,2022-07-01,132
13450800255.0,08121-000,87894,2022-06-30,50
18400600230.0,05891-190,280000,2022-07-01,90
7852809901.0,05143-320,430000,2022-06-30,61
4709707431.0,04303-001,895000,2022-06-22,247
7003500337.0,02312-140,277500,2022-06-24,64
16828500198.0,05761-240,365000,2022-06-30,100
18312400221.0,05782-370,490000,2022-06-28,90
15204900593.0,03979-000,260000,2022-06-29,76
18312401015.0,05782-370,600000,2022-06-30,90
18505000292.0,05565-190,430000,2022-07-01,100
5303600823.0,03349-040,600000,2022-07-06,120
1004800347.0,01308-020,1350000,2022-07-01,135
12038500184.0,04655-070,450000,2022-07-07,129
8244000147.0,05579-070,2327000,2022-07-07,365
15519800544.0,03259-000,155000,2022-07-01,138
12020200081.0,04404-030,440000,2022-06-30,140
10304700443.0,04902-000,700000,2022-06-30,138
17323100282.0,04434-040,210000,2022-07-06,40
15015000250.0,03958-010,500000,2022-07-04,105
4412800644.0,03152-040,550000,2022-06-30,118
15220000135.0,08310-580,315000,2022-07-01,45
12620700123.0,02952-120,392500,2022-06-30,170
12316601277.0,05654-050,2300000,2022-06-27,431
17126705726.0,05634-001,1220000,2022-06-30,100
15302600276.0,03977-110,340000,2022-07-06,209
11411400916.0,08295-340,470000,2022-06-30,120
10107000074.0,05362-060,550000,2022-07-01,106
15302900385.0,03977-140,140000,2022-07-01,85
15524000429.0,03986-090,470000,2022-06-27,192
16032700126.0,05396-370,1800000,2022-07-01,417
5718200629.0,03521-050,300000,2022-06-24,64
7822300334.0,05122-040,580000,2022-06-29,68
11414002271.0,08295-010,300000,2022-06-29,106
18421400621.0,05791-200,350000,2022-07-04,102
12123700362.0,04446-060,480000,2022-06-30,70
14828000381.0,03912-130,280000,2022-06-30,46
5112200375.0,03206-010,510000,2022-06-28,103
18201900498.0,05871-230,250000,2022-07-04,20
19901101785.0,05108-050,690000,2022-06-30,141
11415600121.0,08285-170,460000,2022-06-22,98
16924200434.0,05755-100,250000,2022-07-01,148
10123400634.0,05530-090,1090000,2022-06-30,428
16021306006.0,05367-210,820000,2022-03-31,120
13449700048.0,08140-060,156002,2022-07-06,110
14037400331.0,08050-710,300000,2022-07-06,50
19109900501.0,02680-027,365000,2022-07-04,146
11050702815.0,03735-000,250000,2022-07-04,59
11511900317.0,08420-600,200000,2022-07-04,147
17519300081.0,04822-050,205000,2022-07-08,105
19309600178.0,08450-570,200000,2022-07-08,110
15120900274.0,08331-090,340000,2022-06-30,119
18702700653.0,05202-070,250000,2022-07-06,64
6710801111.0,02251-002,230000,2022-07-04,42
4502600237.0,04061-000,1400000,2022-07-06,157
12004400470.0,04652-160,290000,2022-06-30,70
17106800464.0,05630-010,1035000,2022-07-04,138
14502500606.0,08280-100,260000,2022-07-06,79
18312100848.0,05782-370,530000,2022-07-04,81
6853701518.0,02245-080,280000,2022-05-27,40
11731101189.0,03283-120,340000,2022-07-05,170
11134501101.0,03804-130,365000,2022-07-01,90
11310700728.0,03534-140,380000,2022-06-28,78
22205000134.0,02322-100,200000,2022-07-06,130
12314100297.0,05652-000,1546536,2022-06-10,445
14406500927.0,08290-370,160000,2022-07-08,58
11118200321.0,08062-300,305000,2022-07-05,81
9609500145.0,05461-010,6850000,2022-07-11,666
9002500351.0,04645-040,1461559,2022-07-09,545
10208702147.0,03156-150,277000,2022-07-06,72
7974000066.0,05324-020,780000,2022-07-06,150
18311001501.0,05782-400,250000,2022-07-06,275
16626600159.0,05859-090,307600,2022-07-08,75
13600800451.0,08460-000,250000,2022-06-01,35
6661000872.0,02223-010,320000,2022-06-30,63
7817600181.0,05140-060,630000,2022-07-06,166
15520500222.0,03269-030,480000,2022-06-30,150
15922300023.0,05542-020,398700,2022-07-07,150
6114601599.0,03642-000,430000,2022-06-27,111
18900100474.0,02995-000,410000,2022-06-23,54
11824903072.0,03237-097,600000,2022-06-24,160
19800401155.0,02306-004,400000,2022-07-07,135
17126705904.0,05634-001,1232000,2022-06-30,100
11303000295.0,03551-100,250000,2022-07-04,56
15920301154.0,05527-040,300000,2022-07-11,130
10160000709.0,05360-040,390000,2022-07-06,124
11256300380.0,08020-250,500000,2022-07-07,105
9507400184.0,04802-170,760000,2022-07-05,267
14823100157.0,03909-140,345000,2022-07-11,115
9503303907.0,04805-210,475000,2022-06-29,120
7041200701.0,02340-000,1300000,2022-06-27,209
7518701121.0,02521-000,660000,2022-06-24,136
17206200337.0,04421-050,440000,2022-07-08,165
11208400311.0,08081-010,260000,2022-07-08,125
16512800736.0,05847-620,215000,2022-06-30,60
7216803469.0,02466-010,410000,2022-07-07,102
12732600678.0,02851-130,145000,2022-07-14,120
4412700501.0,03152-030,400000,2022-07-08,95
15520500915.0,03259-000,250000,2022-07-12,177
13527600069.0,08150-550,500000,2022-06-30,252
5910300725.0,03660-030,255000,2022-06-29,89
8928800250.0,04347-060,530000,2022-07-07,133
11047801069.0,03735-000,400000,2022-07-04,176
15222501182.0,08320-493,380000,2022-07-05,110
30906400489.0,04138-030,660000,2022-07-08,121
23703300114.0,08473-558,220000,2022-07-07,61
17128100031.0,05639-120,820000,2022-07-08,284
6215601667.0,03071-080,58000,2022-07-08,87
10159200351.0,05613-080,2870000,2022-07-08,283
14005500365.0,08235-620,350000,2022-07-06,73
19700600253.0,05037-001,470351,2022-07-08,111
16832005392.0,05763-913,650000,2022-06-28,155
4708401027.0,04146-000,690000,2022-07-11,70
2700202252.0,03050-000,500000,2022-06-20,140
17818500137.0,04860-160,350000,2022-07-11,81
13805400690.0,08246-070,270000,2022-07-15,65
17124100258.0,05638-030,600000,2022-07-08,60
2406600424.0,05054-020,1430000,2022-07-13,289
11609200941.0,03426-000,425000,2022-07-07,90
6419300843.0,02122-080,700000,2022-07-11,150
15027700244.0,03967-010,380000,2022-07-11,32
18427300068.0,05857-490,390000,2022-07-12,179
15922000437.0,05542-020,425000,2022-07-14,132
12509700439.0,02943-020,550000,2022-07-11,220
11304700827.0,03533-030,485000,2022-07-05,114
13321600071.0,08110-780,250000,2022-07-12,150
9705000271.0,05302-050,2700000,2022-07-12,366
12316100022.0,05653-030,850000,2022-07-13,226
13902902794.0,08031-450,160000,2022-07-06,52
13429900807.0,08121-050,270000,2022-06-30,69
18425200244.0,05790-350,244487,2022-07-13,90
8013100049.0,05468-010,1750000,2022-07-15,265
15113900061.0,08340-230,210000,2022-07-15,25
16606801361.0,05860-020,400000,2022-07-15,129
5516400201.0,03363-010,480000,2022-07-07,180
2501700422.0,03012-000,100000,2022-07-13,80
14825900207.0,03386-160,270000,2022-07-14,80
13444600576.0,08111-230,220000,2022-07-12,88
17616400311.0,04847-900,74952,2022-07-13,52
19812201202.0,02318-320,380550,2022-07-11,86
10114900522.0,05594-090,525000,2022-07-19,96
11621500135.0,03470-020,415000,2022-07-13,160
11411601288.0,08295-370,300000,2022-07-12,74
11339000376.0,03687-050,935003,2022-07-13,430
14402200414.0,08215-000,260000,2022-07-05,59
9506500584.0,04802-090,773878,2022-07-12,162
10403900610.0,02962-220,485000,2022-07-12,161
6812000647.0,02206-010,380000,2022-07-13,123
11420500448.0,08220-410,277000,2022-07-08,52
17234900372.0,04423-090,450000,2022-07-12,100
16200133051.0,04661-300,506000,2022-07-14,100
6636900474.0,02260-080,197000,2022-07-13,75
8405900012.0,05674-002,4900000,2022-07-13,549
5703600480.0,03507-010,690000,2022-07-11,188
13445000610.0,08111-230,254200,2022-07-13,127
11276800877.0,08080-490,280000,2022-07-11,73
21402101269.0,02998-050,315000,2022-07-01,116
24500300129.0,08490-580,2000000,2022-07-14,56
11654101310.0,03437-000,180000,2022-07-14,60
2501700376.0,03012-000,1000000,2022-07-14,80
6749200818.0,02271-140,250000,2022-07-14,38
20110500138.0,05547-030,665000,2022-07-13,154
5907301406.0,03649-010,480000,2022-07-15,117
13236600399.0,08081-230,240156,2022-07-15,180
17616401995.0,04847-900,350000,2022-07-13,52
13444600541.0,08111-230,250000,2022-07-13,88
5802001313.0,03647-000,363000,2022-07-16,95
11615400663.0,03366-020,300000,2022-07-11,108
23012500330.0,08253-160,580000,2022-07-16,211
15300800030.0,03977-020,290000,2022-07-13,65
8740700852.0,04753-140,530000,2022-07-13,155
5904301820.0,03622-020,390000,2022-07-12,96
10156700114.0,05363-020,250970,2022-07-15,75
11435200674.0,08220-620,420000,2022-07-11,84
18111600339.0,05886-140,240000,2022-07-13,112
5302301210.0,03370-040,750000,2022-06-30,96
15500801413.0,03918-010,295000,2022-06-15,65
20106800300.0,05569-090,290000,2022-07-14,209
21402103016.0,02998-060,210000,2022-07-14,118
11609500600.0,03437-030,500000,2022-07-21,76
9509700134.0,04789-120,1100000,2022-07-15,286
10146400010.0,05611-010,1550000,2022-07-21,376
11344600661.0,03658-001,220000,2022-07-15,56
15423000210.0,03927-050,80000,2022-06-06,29
12312900131.0,05653-050,850000,2022-07-15,186
10917900420.0,02375-000,459375,2022-07-14,112
16016600635.0,05376-140,990000,2022-07-12,135
11014200473.0,03738-060,200000,2022-07-15,83
17128000177.0,05639-160,1790000,2022-07-14,252
15921700771.0,05541-210,430000,2022-07-12,118
17126706358.0,05634-001,1050000,2022-06-30,100
19408000144.0,08380-059,165000,2022-07-21,80
14043300211.0,08050-460,390000,2022-07-15,160
15424400042.0,03928-190,150000,2022-07-14,23
8123600216.0,05435-001,6462000,2022-07-18,337
16022801310.0,05367-260,426000,2022-07-14,110
5814300361.0,03514-003,80000,2022-07-19,130
20103100243.0,05572-120,330000,2022-07-15,66
6749300413.0,02317-170,825216,2022-06-24,280
14608200770.0,03583-000,160000,2022-07-15,88
14608200797.0,03583-000,149000,2022-07-15,62
19008200383.0,02883-001,200000,2022-07-15,59
18802300479.0,05181-200,285000,2022-07-14,116
5912901173.0,03663-000,260000,2022-07-20,80
7844900326.0,05143-220,550000,2022-07-07,259
19201701194.0,08140-008,360000,2022-07-13,55
14102500803.0,08225-250,360000,2022-07-08,67
12109900503.0,04457-080,525000,2022-07-18,95
5021000640.0,04252-000,440000,2022-07-15,96
7041200728.0,02340-000,1300000,2022-07-19,208
11512500118.0,08420-410,310000,2022-06-29,62
7615200792.0,02563-000,210000,2022-07-18,114
10133300624.0,05627-000,1250000,2022-07-20,174
9302503976.0,04776-000,422000,2022-07-21,103
6023400183.0,03717-000,120000,2022-07-22,40
23700400290.0,08473-001,175000,2022-07-18,70
11310300061.0,03556-070,890000,2022-07-19,118
11102200572.0,03674-000,500000,2022-07-11,120
11430700725.0,08295-390,230000,2022-07-22,62
7002401173.0,02370-020,1350000,2022-07-20,472
13327700991.0,08190-085,320000,2022-07-06,80
13428600915.0,08121-530,242000,2022-07-14,84
13307300015.0,08110-650,330000,2022-07-14,96
21402105566.0,02998-060,300000,2022-07-08,54
6208000998.0,03069-050,432225,2022-07-15,180
14727800283.0,08275-590,187230,2022-07-25,110
16902700256.0,05752-580,400000,2022-07-19,94
9008900076.0,04663-180,1760000,2022-07-15,212
9425200211.0,04921-130,70000,2022-07-20,220
17330400725.0,04458-000,360000,2022-07-20,110
13808000472.0,08246-101,255000,2022-07-14,67
18312101003.0,05782-370,510000,2022-07-15,81
11155305761.0,03675-000,315000,2022-07-19,72
11004500237.0,03725-110,400000,2022-07-20,120
8502600583.0,04704-050,2494000,2022-07-20,177
18512801106.0,05547-020,300000,2022-07-04,91
12512405485.0,05174-000,450000,2022-07-19,102
18515000031.0,05547-150,200000,2022-07-20,122
30804900369.0,02855-080,121000,2022-07-19,68
11220300933.0,08080-030,230000,2022-07-12,116
11439400821.0,08295-440,240000,2022-07-18,54
13112600311.0,03810-100,155000,2022-07-26,77
13112600222.0,03810-100,300000,2022-07-26,242
16221601796.0,04812-230,480000,2022-07-21,108
13421500291.0,08120-150,675368,2022-07-20,284
11814801919.0,03282-001,231786,2022-07-19,120
11522400191.0,08411-280,219834,2022-07-22,70
10600900192.0,02957-020,300000,2022-07-22,50
14614000532.0,08280-020,190000,2022-07-22,120
