registration_number,postal_code,transaction_value,transaction_date,built_area
12409110389.0,05171-500,615000,2023-02-15,207
30001000516.0,05679-030,4950000,2023-01-31,483
14501401124.0,08280-100,235000,2023-02-17,170
19200200612.0,08140-550,240000,2023-02-10,71
5134501122.0,03211-110,640000,2023-02-07,108
13416100335.0,08110-290,265000,2023-02-14,50
11352700300.0,03694-140,400000,2023-02-22,180
11259600342.0,08040-040,300000,2023-02-16,150
10920700240.0,02378-200,2000000,2023-02-16,374
17715800677.0,04830-410,340000,2023-02-16,70
30003000394.0,05679-060,4600000,2023-02-17,396
17127600324.0,05638-030,2000000,2023-01-16,345
19416800502.0,08380-215,390000,2023-02-16,192
10111601982.0,05591-030,450000,2023-02-17,150
2703500051.0,03164-135,650000,2023-02-10,90
14919200128.0,03944-030,300000,2023-02-16,160
14509001079.0,08275-010,420000,2023-02-17,104
8824900151.0,04741-150,1900000,2023-02-02,234
7202600684.0,02431-000,530000,2023-02-16,120
14734600162.0,08280-625,422000,2023-02-15,72
2405700174.0,05052-090,1200000,2023-02-17,365
16808900069.0,05794-380,250000,2023-02-17,45
5801200789.0,03651-120,500000,2023-02-10,123
14405100712.0,08295-280,270000,2023-02-17,62
13806301653.0,08246-106,245000,2023-02-14,51
15908800073.0,05545-010,740000,2023-02-23,277
15912800627.0,05546-020,444000,2023-02-06,83
102300771.0,01027-020,600000,2023-02-06,61
13830700341.0,08430-450,330000,2023-02-16,109
11136200931.0,03805-070,350000,2023-02-08,91
5913000978.0,03663-000,280000,2023-02-17,41
14601600137.0,03580-040,240000,2023-02-17,100
5125000541.0,03215-010,305000,2023-02-14,59
14209800601.0,08220-200,360000,2023-02-22,156
11301300364.0,03551-000,400000,2023-02-17,96
8116601229.0,05432-070,426000,2023-02-17,45
16115500175.0,04476-220,320000,2023-02-22,200
18311001390.0,05782-400,1200000,2023-02-16,239
11426601580.0,08230-010,280000,2023-02-14,59
7111100859.0,02435-001,1000000,2023-02-17,198
3218800315.0,03124-050,850000,2023-02-14,174
10912400901.0,02354-260,242480,2023-02-24,60
15315900699.0,03977-635,285321,2023-02-24,140
15316400878.0,03977-700,341061,2023-02-24,200
5129300841.0,03214-000,600000,2023-02-17,141
5807000412.0,03543-120,480000,2023-02-17,90
18406101562.0,05890-050,251900,2023-02-13,59
17123800566.0,05749-260,500000,2023-02-17,139
11437000699.0,08225-060,250000,2023-01-26,43
5115501945.0,03211-150,335000,2023-02-22,75
14516700181.0,08275-540,350000,2023-02-23,79
10601900374.0,02956-090,229465,2023-02-28,71
10601900374.0,02956-090,300000,2023-02-28,71
18006400155.0,05875-200,198000,2023-02-23,95
15720703666.0,04191-000,139600,2015-02-05,82
10002600731.0,03137-006,240000,2023-02-28,35
11304700762.0,03533-030,470000,2023-02-16,114
5803900710.0,03542-000,775000,2023-02-15,76
6407500494.0,02119-030,690000,2023-02-17,110
5401200110.0,03316-030,650000,2023-02-24,99
5907201207.0,03650-030,334500,2023-02-23,105
6110300977.0,03644-000,608000,2023-02-23,246
2902900104.0,03061-030,530000,2023-02-24,120
16325800086.0,04824-050,510000,2023-02-23,195
11736700821.0,03281-000,520000,2023-02-24,104
5402902161.0,03313-000,975461,2023-02-27,64
12000900411.0,04653-170,70000,2023-02-24,144
7831800425.0,05136-360,290000,2023-02-16,72
11417901021.0,08285-020,190000,2023-02-24,78
24507600306.0,08470-220,294000,2022-11-29,122
7107101641.0,02423-020,400000,2023-02-24,145
17335600331.0,04475-160,250000,2023-02-28,110
23002400236.0,08255-700,202500,2023-02-28,23
16325400312.0,04824-120,511226,2023-02-24,70
11410900575.0,08210-000,300000,2023-02-24,59
18427100042.0,05857-520,300000,2023-02-24,120
14703900598.0,03572-050,340000,2023-02-24,72
14917600250.0,03943-050,460806,2023-02-24,110
7832500883.0,05136-160,630000,2023-02-27,146
10127500080.0,05517-030,1805000,2023-02-24,183
10601500422.0,02955-050,420000,2023-02-16,91
8102700521.0,05451-050,2800000,2023-02-24,179
17403400096.0,04855-030,180000,2023-02-28,70
4315500623.0,04282-000,530000,2021-12-15,145
7849600428.0,05101-350,1300000,2023-02-16,319
7002700782.0,02371-010,1050000,2023-02-27,105
10906200791.0,02357-040,235000,2023-02-24,66
10906200813.0,02357-040,235000,2023-02-24,66
14723500854.0,03570-210,320000,2023-02-27,108
15523002304.0,03220-900,290960,2023-02-27,91
7111202058.0,02420-060,313654,2023-02-28,87
6908900371.0,02301-120,580000,2023-02-28,95
14706701006.0,03578-100,425000,2023-02-17,182
18312400302.0,05782-370,140118,2023-02-27,90
16811200277.0,05794-340,240000,2023-02-27,90
10129000158.0,05518-020,1060000,2023-03-01,191
5923206218.0,03735-040,320000,2023-02-07,71
12512405027.0,05174-000,398000,2023-02-27,101
3400400823.0,01540-020,385000,2023-02-17,100
10138300169.0,05617-040,600000,2023-02-28,120
7010500371.0,02409-040,690000,2023-02-22,175
30504702057.0,02618-290,410000,2023-02-27,163
30300901930.0,03378-010,402000,2023-02-27,117
30001800121.0,05679-040,3000000,2023-02-22,320
9006000809.0,04364-000,300000,2023-03-01,90
15200800594.0,03979-030,10832,2022-10-24,60
8101500146.0,05454-030,2300000,2023-02-28,278
26601500265.0,04865-110,35000,2023-03-02,80
14716800473.0,03575-140,230000,2023-02-28,70
9501700143.0,04803-160,860000,2023-02-28,266
8215900577.0,05329-030,480000,2023-02-23,86
9532500456.0,04776-002,1112500,2023-02-28,146
18509200962.0,05568-000,630000,2023-02-17,83
4946200207.0,04173-190,310000,2023-03-02,80
13014500630.0,03728-000,219909,2023-03-02,132
18102102364.0,05886-140,260000,2023-02-28,82
17126707885.0,05634-001,740406,2023-03-02,197
19815500138.0,02280-060,150000,2023-03-03,126
13446300693.0,08140-170,320000,2023-02-24,180
6909900405.0,02040-035,750000,2023-03-03,120
5604801186.0,03631-020,296641,2023-03-02,140
1210200414.0,01252-050,1250000,2023-03-02,293
23002800145.0,08255-400,262000,2023-02-28,23
19414500171.0,08380-003,315000,2023-03-01,60
16522500999.0,05852-440,350000,2023-03-07,74
7123800338.0,02473-000,600000,2023-03-01,328
1405000171.0,01405-002,2577000,2023-02-27,197
15923800623.0,05525-901,405000,2023-03-01,75
12409110311.0,05171-500,110000,2023-03-02,156
30006602931.0,05688-032,550000,2023-03-02,117
18500400731.0,05565-000,375000,2023-02-28,105
16008200178.0,05397-090,390000,2023-02-28,126
4705600487.0,04144-110,1835000,2023-03-03,270
13022000218.0,03819-000,225000,2023-02-28,120
20110503773.0,05547-030,725000,2023-02-27,214
7019600311.0,02338-100,700000,2023-02-28,330
20110504494.0,05547-030,560000,2023-03-02,209
13108001034.0,03812-030,250000,2023-01-26,183
10721604543.0,02805-170,250000,2023-03-01,173
11110800291.0,03678-140,340000,2023-02-27,60
15720702309.0,04191-000,510000,2023-02-28,82
11438900472.0,08230-125,420000,2023-02-28,124
21402102141.0,02998-050,380000,2023-03-03,217
16504502004.0,05861-901,290000,2023-03-06,60
12311400141.0,05621-020,1200000,2023-02-28,268
10917202324.0,02378-130,300000,2023-03-01,72
7851500117.0,05101-210,2490000,2023-02-22,350
16808700183.0,05794-240,310000,2023-02-14,64
15224600031.0,08330-250,400000,2023-03-06,35
21402105795.0,02998-060,270000,2023-03-01,54
26301500146.0,04870-200,615000,2023-03-03,233
5505700500.0,03431-005,323155,2023-03-03,82
15300600181.0,03977-010,390000,2023-03-02,200
14202002228.0,03685-010,280000,2023-02-17,51
12705500013.0,02873-540,43000,2023-03-03,60
12038200903.0,04652-160,635000,2023-02-16,200
6813601423.0,02202-000,170000,2023-03-03,71
4906300480.0,04164-020,500000,2023-03-02,158
11304700819.0,03533-030,465000,2023-03-03,114
7141605924.0,02420-100,450000,2023-03-02,103
10138300101.0,05617-010,4500000,2023-03-06,103
6619001378.0,02224-105,350000,2023-03-03,119
3204001431.0,03119-001,1145000,2023-03-03,243
11420500286.0,08220-410,257000,2023-03-01,67
9139900312.0,04323-120,160000,2023-03-03,34
5904401019.0,03623-000,360000,2023-02-07,102
15226500741.0,08310-480,398000,2023-03-06,137
20601200231.0,05283-110,225000,2023-03-03,70
5914301017.0,03657-000,335000,2023-02-23,58
12207000094.0,05842-080,300000,2023-03-03,120
5808200407.0,03543-090,230000,2023-03-06,163
20104500334.0,05571-050,800000,2023-02-24,195
14726000550.0,03570-150,450000,2023-03-02,171
11310700981.0,03534-140,380000,2023-03-01,79
20110503341.0,05547-030,670000,2023-02-23,221
11840500394.0,03265-040,430000,2023-03-01,65
12409700887.0,05171-500,405000,2023-03-03,76
6839500187.0,02214-070,450000,2023-02-28,138
17415600044.0,04840-370,240000,2023-02-27,111
8500800844.0,04710-050,290000,2023-01-13,53
16930406456.0,05787-902,600000,2023-03-06,81
15233500158.0,08320-230,480000,2023-03-03,139
5707201246.0,03508-000,580000,2023-03-06,102
13707200621.0,08421-070,238000,2023-03-06,59
26601500265.0,04865-110,90000,2023-03-08,80
15312600422.0,03977-440,219454,2023-03-10,80
17511100375.0,04842-120,340000,2023-03-13,45
5108600666.0,03206-010,390000,2023-03-06,60
12036601013.0,04658-120,290000,2023-03-13,61
7806101209.0,05132-150,700000,2023-02-28,129
11264800664.0,08030-270,360000,2023-03-06,70
16501400197.0,04940-070,500000,2023-03-07,221
10158600095.0,05519-160,440000,2023-02-27,100
16812100365.0,05767-330,450000,2023-03-07,85
14105901582.0,08225-000,320000,2023-01-10,57
5815201456.0,03532-030,440000,2023-03-07,69
16020800201.0,05353-240,875000,2023-03-09,118
9424100371.0,04902-120,677000,2023-03-07,239
18505600435.0,05560-020,438000,2023-03-14,161
604700822.0,01325-001,213000,2023-03-08,70
8825901682.0,04740-000,2900000,2023-02-14,262
10403100118.0,02962-100,350000,2023-03-07,114
11620200472.0,03470-050,357000,2023-03-08,125
14722400511.0,03571-020,350000,2023-03-07,140
8012100029.0,05083-140,950000,2023-03-07,209
14612200089.0,03587-040,351000,2023-03-07,73
11929000366.0,04187-320,330000,2023-03-14,120
17126706218.0,05634-001,765000,2023-03-06,100
11246600276.0,08060-040,450000,2023-03-10,143
8934300124.0,04065-010,700000,2023-03-15,70
22708400426.0,02367-240,22310,2023-03-14,210
17512000447.0,04841-270,300000,2023-03-09,168
16906000607.0,05754-060,360000,2023-02-23,116
11312601034.0,03555-000,285000,2023-03-10,70
1207100560.0,01257-010,489364,2023-02-10,120
8808500284.0,04736-002,1785000,2023-03-15,354
5125000604.0,03215-020,460000,2023-03-08,74
2601601124.0,03020-000,250000,2023-03-10,60
30006000948.0,05684-040,3600000,2023-03-09,274
11136000819.0,03805-010,500000,2023-03-08,124
18107100726.0,05887-240,380000,2023-03-13,116
5903301320.0,03621-030,340000,2023-03-05,64
14609000104.0,03584-060,910000,2023-03-09,250
8800800122.0,04662-050,638300,2023-03-10,709
14215400472.0,08220-330,260000,2023-03-07,160
17420300037.0,04840-120,495000,2023-03-08,127
5402500053.0,03316-070,1750000,2023-03-16,185
16504502047.0,05861-901,390000,2023-03-09,60
30502900714.0,02671-080,680000,2023-02-27,120
5816502476.0,03544-100,280000,2023-03-03,60
16020200034.0,05353-080,700000,2023-03-10,190
7221101043.0,02463-050,500000,2023-03-03,129
11740800027.0,03919-010,240000,2023-03-10,90
14929300427.0,03946-010,400000,2023-03-07,80
17206800040.0,04421-000,350000,2023-03-14,143
13239600268.0,08161-160,400000,2023-03-07,160
10908301463.0,02355-150,895000,2023-03-10,168
10910900220.0,02355-280,980000,2023-03-07,120
20110501053.0,05547-030,600000,2023-03-13,154
20110501061.0,05547-030,600000,2023-03-13,154
13037300387.0,03729-010,450000,2023-03-13,70
3216400360.0,03124-050,1500000,2023-03-10,271
16032700215.0,05396-410,2200000,2023-03-13,391
11509100791.0,08420-400,307000,2023-03-14,54
1402000375.0,01423-002,3000000,2023-03-06,100
16542701371.0,05805-040,730000,2023-03-15,226
12416400400.0,05171-010,500000,2023-03-13,73
5803900710.0,03542-000,708000,2023-03-10,76
5108500807.0,03205-030,750000,2023-03-08,189
13224000561.0,08081-220,200000,2023-03-17,82
11634101250.0,03478-007,390000,2023-03-14,133
12105500470.0,04456-100,550000,2023-03-13,100
16022801264.0,05367-260,420000,2023-03-10,113
14210200289.0,08223-080,85000,2023-03-19,89
3010701276.0,03304-000,800000,2023-03-14,132
11285704524.0,08031-760,260000,2023-03-06,81
15234900461.0,08320-175,320000,2023-03-16,150
13013200404.0,03728-000,430000,2023-03-14,72
15929500680.0,05542-170,815000,2023-03-10,144
4520600308.0,04082-004,1150000,2023-03-03,142
6026100024.0,03732-080,1240000,2023-03-15,416
14018300319.0,08050-070,342000,2023-03-15,70
15209400025.0,03969-000,300000,2023-03-18,57
11219000190.0,08081-400,250000,2023-03-15,240
16031400331.0,05396-250,1060000,2023-03-06,314
5202600364.0,03185-030,135000,2023-03-14,40
11273700138.0,08011-520,21438,2023-03-17,140
17519700088.0,04822-190,400000,2023-03-15,50
14703400161.0,03584-170,180000,2023-03-14,183
14915500161.0,03940-050,340000,2023-03-16,120
6750000029.0,02316-200,1250000,2023-03-06,294
21600200123.0,02997-030,32000,2023-03-15,80
18103901031.0,05877-320,330000,2023-03-10,83
14410503481.0,08295-080,300000,2023-03-15,67
17420400031.0,04840-160,40000,2023-03-21,127
5825600353.0,03651-090,410000,2023-03-15,104
18111600290.0,05886-140,270000,2023-03-13,91
17127600464.0,05638-030,1620000,2023-03-15,182
7974300078.0,05324-020,950000,2023-03-07,150
5503800631.0,03430-003,890000,2023-03-15,149
18803100473.0,05181-300,42000,2023-03-16,60
12821200594.0,02357-002,1450000,2023-03-16,335
16602900373.0,05849-360,390000,2023-03-06,88
10916401201.0,02341-002,550000,2023-03-17,159
13451700467.0,08120-480,270000,2023-03-17,92
17129802153.0,05752-001,420000,2023-03-01,152
17202100540.0,04429-220,72000,2023-03-16,38
7011300864.0,02337-000,900000,2023-03-15,198
11419100547.0,08220-390,127000,2023-03-16,106
11125000812.0,03801-050,264000,2023-03-14,74
7008100371.0,02309-000,350000,2023-03-17,116
10912902816.0,02354-010,280000,2023-03-16,119
6003200091.0,03731-010,400000,2023-03-16,92
5308400806.0,03370-055,280000,2023-03-06,58
19600300614.0,03026-000,300000,2023-03-16,100
10160000687.0,05360-040,269439,2023-03-23,85
12114900281.0,04459-020,650000,2023-02-28,230
16307500051.0,04830-400,500000,2023-03-17,96
13014600481.0,03728-000,262379,2023-03-20,138
16832005112.0,05763-913,700000,2023-03-17,160
8136800855.0,05432-070,2300000,2023-03-09,229
9035501063.0,04664-085,900000,2023-03-14,142
14405100674.0,08295-280,265000,2023-03-16,61
11640700411.0,03472-130,350000,2023-03-02,150
7822500430.0,05122-020,840000,2023-03-17,145
16831900924.0,05763-902,815000,2023-03-10,155
14401100734.0,08215-153,320000,2023-03-15,101
7004900762.0,02312-020,365000,2023-03-16,107
31002801599.0,04313-170,630000,2023-03-10,155
11432500499.0,08215-257,440000,2023-03-20,72
16604200034.0,05849-460,540000,2023-03-20,93
11015800520.0,03757-040,450000,2023-03-16,102
11218200455.0,08080-090,321941,2023-03-24,86
6750300154.0,02316-230,1300000,2023-03-22,441
5812600317.0,03543-090,380000,2023-03-16,90
12013600533.0,04403-150,330000,2023-03-17,94
6614400517.0,02220-002,270000,2023-03-17,120
11816700427.0,03243-060,380000,2023-03-20,121
12516800508.0,05138-520,700000,2023-03-17,229
6901700938.0,02302-110,450000,2023-03-17,90
14734101255.0,08275-580,600000,2023-03-16,124
16513400715.0,05847-570,375000,2023-03-17,128
5903604201.0,03621-000,490000,2023-03-17,118
16030900268.0,05396-310,1650000,2023-03-17,444
7028600513.0,02347-130,920000,2023-03-17,191
11411204920.0,08295-340,283000,2023-03-17,67
14001400072.0,08051-070,425000,2023-03-15,60
30801500343.0,02855-060,120000,2023-03-17,40
16035900223.0,05386-330,1200000,2023-03-15,151
15424600041.0,03928-040,290000,2023-03-16,75
8821500209.0,04640-057,3350000,2023-03-20,453
11620300647.0,03470-080,744000,2023-03-17,187
13835100301.0,08250-480,330000,2023-03-16,60
400900912.0,03105-120,250000,2023-03-15,57
17512700651.0,04841-250,200000,2023-03-21,49
5619401413.0,03420-000,3100000,2023-03-22,312
15531100123.0,03923-130,350000,2023-03-16,107
16504502111.0,05861-901,610000,2023-03-17,62
11100800319.0,03674-010,400000,2023-03-17,86
19005200374.0,02991-040,372000,2023-03-17,284
19100400695.0,02878-000,147402,2023-03-20,80
5102302442.0,03201-010,530000,2023-03-16,109
11835502211.0,03223-110,460000,2023-03-21,92
11609800167.0,03435-050,450000,2023-03-27,92
9127500799.0,04349-130,383250,2023-03-21,129
12319000231.0,05656-000,292465,2023-03-22,448
17126705858.0,05634-001,1360000,2023-03-23,100
11622600044.0,03461-030,850000,2023-03-14,344
4805900695.0,04153-180,280000,2023-03-20,60
5526000281.0,03359-070,210000,2023-03-28,60
17425100230.0,04851-030,130000,2023-03-28,140
12207000728.0,05842-080,680000,2023-03-21,173
5301600184.0,03348-040,1100000,2023-03-28,150
9506000311.0,04807-040,600000,2023-03-17,120
5800603308.0,03649-000,580000,2023-03-17,101
4416300425.0,03142-030,140000,2023-03-28,198
4416300425.0,03142-030,613000,2023-03-28,198
15301700161.0,03977-220,350000,2023-03-21,90
13635300224.0,08461-610,325000,2023-03-14,150
26301200290.0,04870-180,192000,2023-03-23,80
18724200149.0,05223-100,350000,2023-03-21,120
11522000479.0,08411-230,300000,2023-03-21,76
9421100301.0,04904-120,797414,2023-03-23,300
16036300602.0,05386-330,366000,2023-02-23,168
11285704427.0,08031-760,260000,2023-03-22,82
5802700947.0,03649-040,360000,2023-03-17,116
12409100669.0,05171-500,380000,2023-03-22,83
24509700162.0,08470-390,345000,2023-03-21,24
6320000368.0,02169-040,300000,2023-03-23,106
5805300419.0,03542-050,410000,2023-03-17,94
30000400642.0,05678-000,4830000,2023-03-25,481
6735500970.0,02310-020,350000,2023-03-24,81
13938500531.0,08042-430,350000,2023-03-17,70
17304800126.0,04466-030,100000,2023-03-27,140
11429301499.0,08240-095,124184,2023-03-23,63
13907400861.0,08032-560,125730,2023-03-14,51
14707502953.0,03573-170,250000,2023-03-22,72
5702401042.0,03503-010,500000,2023-03-23,135
4533900895.0,04053-042,700000,2023-03-15,80
11302300341.0,03551-000,185000,2023-03-16,41
10132001471.0,05524-130,515000,2023-03-01,152
15316200704.0,03977-676,285969,2023-03-23,130
9421400038.0,04909-100,300000,2023-03-24,83
11361000375.0,03534-140,290000,2023-03-23,65
9031101907.0,04648-070,1870000,2023-03-24,183
11151301131.0,03804-000,298000,2023-03-23,74
22807100080.0,02325-090,165000,2023-03-24,90
31004501959.0,04313-002,250000,2023-03-24,53
20003600171.0,05502-060,1560000,2023-03-22,352
14608500278.0,03583-060,540000,2023-03-10,240
13830300041.0,08430-660,200000,2023-03-30,60
8822800257.0,04640-000,3200000,2023-03-24,360
15211600273.0,03963-110,290000,2023-03-30,90
16805901854.0,05786-140,486000,2023-03-24,69
2308001291.0,05048-000,1000000,2023-03-17,191
9419900118.0,04904-160,400000,2023-03-23,142
11400800454.0,08245-100,390000,2023-03-15,101
15908000298.0,05373-000,550000,2023-03-29,124
14401000608.0,08215-390,630000,2023-03-22,124
31002909683.0,04313-000,605341,2023-03-24,174
9424900341.0,04921-210,400000,2023-03-23,142
22601501829.0,02290-000,10000,2023-03-27,168
9038501897.0,04677-030,625000,2023-03-27,136
10161500608.0,05363-000,710000,2023-03-22,141
11022200517.0,03626-000,120000,2023-03-31,70
23505600332.0,08472-400,196477,2023-03-31,24
13038400202.0,03756-020,650000,2023-03-07,195
18311002109.0,05782-450,900000,2023-02-02,166
20804200058.0,05164-005,340000,2023-03-24,146
11122300890.0,08051-380,157000,2023-03-29,57
10151300304.0,05364-130,350000,2023-03-23,120
16900300579.0,05743-200,350000,2023-03-28,60
4211800991.0,04127-110,800000,2023-03-13,151
19005400063.0,02991-000,500000,2023-03-24,50
11042603862.0,03755-000,200000,2023-03-30,54
11724801294.0,03276-030,360000,2023-03-20,87
19807600080.0,02318-030,210000,2023-03-24,94
24507600780.0,08470-210,80000,2023-03-25,36
8558800421.0,04704-030,2004725,2023-03-27,180
12312301430.0,05658-010,3100000,2023-03-31,349
5909000543.0,03656-080,665000,2023-03-31,220
18004000206.0,05880-240,170000,2023-03-28,40
16033100165.0,05396-020,1150000,2023-03-21,249
15920100094.0,05527-040,338111,2023-03-03,73
11142202843.0,03807-200,300526,2023-03-30,109
13450800964.0,08121-000,340000,2023-03-09,50
14726000348.0,03570-160,120000,2023-04-03,71
3204001482.0,03119-001,1050000,2023-03-27,243
25801000265.0,04848-070,225000,2023-03-30,75
14401501321.0,08215-000,285000,2023-03-27,54
1205300945.0,01257-000,745000,2023-03-27,193
14734600332.0,08280-625,500000,2023-03-24,72
17126706722.0,05634-001,2000000,2023-03-28,137
23003700039.0,08255-570,85227,2023-03-31,35
10921900219.0,02378-000,550000,2023-03-24,110
21402500198.0,02998-030,290000,2023-03-10,54
6750700373.0,02317-150,20717,2023-03-28,300
5313300741.0,03351-120,450000,2023-03-27,60
12410402436.0,05176-190,310000,2023-03-28,147
11269200428.0,08030-540,400000,2023-03-22,94
8420100153.0,05606-010,1900000,2023-03-30,267
12017601593.0,04401-160,490000,2023-03-27,220
15904600231.0,05371-060,216000,2023-03-31,110
16628600873.0,05869-229,26000,2023-04-04,73
2803001012.0,03118-000,690000,2023-02-28,144
13013200791.0,03729-250,329000,2023-03-30,77
11042603870.0,03755-000,290000,2023-04-04,54
11301900124.0,03551-020,655000,2023-03-29,208
19409500175.0,08370-370,500000,2023-03-16,186
16512700626.0,05847-490,550000,2023-03-29,120
15234200484.0,08320-185,350000,2023-03-27,70
1500708224.0,05417-001,640000,2023-03-22,91
9514400011.0,04788-010,1200000,2023-03-31,348
15929300266.0,05542-130,540000,2023-03-31,91
16206900230.0,04815-160,850000,2023-03-29,335
8101700536.0,05454-010,180000,2023-03-29,51
13039200185.0,03819-110,365000,2023-03-30,100
18803100759.0,05181-300,575000,2023-03-27,74
15221700815.0,08320-420,135180,2023-03-30,69
8301300051.0,05462-070,2300000,2023-04-05,250
17129200862.0,05745-210,2070000,2023-03-29,233
5917902119.0,03621-010,443000,2023-03-24,70
22601501561.0,02290-000,10000,2023-04-01,240
5133701209.0,03147-100,293000,2023-03-30,94
18722700047.0,05211-030,151500,2023-04-05,120
22700600485.0,02367-380,69123,2023-03-29,142
13501500571.0,08431-590,260000,2023-03-28,69
10514501064.0,05109-180,430000,2023-03-29,124
14907400437.0,03937-015,250000,2023-03-30,130
7849300033.0,05119-010,1300000,2023-03-24,135
11006800327.0,03726-060,590000,2023-03-30,122
11134000889.0,03805-070,315000,2023-03-30,108
7707800321.0,02935-070,610000,2023-03-29,162
8906400489.0,04072-000,1170000,2023-03-21,207
14825600092.0,03386-130,350000,2023-03-24,155
1511000244.0,01449-030,9000000,2023-03-31,500
15517500111.0,03984-150,370000,2023-03-30,203
11150600178.0,03677-080,490000,2023-03-30,106
23703300211.0,08473-558,265000,2023-03-30,61
15410400691.0,03984-120,405000,2023-03-30,142
14501100930.0,08280-040,330000,2023-03-31,66
15709601593.0,04182-010,620000,2023-03-27,84
20101201001.0,05570-230,325000,2023-03-23,117
12406600539.0,05162-000,450000,2023-03-31,117
11035600470.0,03671-020,530000,2023-03-31,122
30010800139.0,05679-165,1625000,2023-02-23,269
13925500153.0,08041-290,330000,2023-03-31,160
11266700330.0,08030-470,655000,2023-03-30,152
8244201533.0,05581-010,249852,2023-02-27,107
9517100078.0,04792-000,1100000,2023-04-03,300
8425801151.0,05602-080,3150000,2023-03-22,582
22205600328.0,02366-020,204000,2023-04-06,144
15720703291.0,04191-000,520000,2023-03-31,82
9112500615.0,04338-000,350000,2023-03-16,64
13803900610.0,08246-101,300000,2023-03-30,58
18312101100.0,05782-370,575000,2023-03-30,81
14503000429.0,08280-105,240000,2023-03-28,56
7031300193.0,02344-050,600000,2023-04-05,332
5720000380.0,03524-020,450000,2023-03-27,53
21400400595.0,02996-080,450000,2023-03-30,101
12515400301.0,05175-060,1180000,2023-03-29,146
11300600526.0,03550-030,445000,2023-03-22,78
12728200539.0,02636-030,530000,2023-03-31,173
6724800706.0,02256-080,655000,2023-03-30,115
6642800486.0,02138-050,505000,2023-03-30,98
5306600794.0,03373-080,421000,2023-03-31,104
14406500404.0,08290-190,365000,2023-03-31,125
14913800824.0,03939-080,180000,2023-04-04,64
7852810675.0,05143-320,430000,2023-03-31,60
12416400710.0,05165-220,532000,2023-03-31,85
19800401104.0,02306-004,350000,2023-03-31,154
10600900079.0,02957-120,290000,2023-04-08,89
11434600628.0,08215-400,430000,2023-03-31,73
23012600191.0,08253-160,360000,2023-03-31,165
11735600376.0,03287-070,580000,2023-03-30,104
11124400124.0,03801-080,565000,2023-04-03,124
11826700284.0,03261-050,408853,2023-03-30,74
18312400302.0,05782-370,620000,2023-04-03,90
5229500425.0,03128-160,650000,2023-04-03,138
12736000233.0,02636-100,1020000,2023-04-04,360
18500200714.0,05566-000,310000,2023-03-31,131
5520103658.0,03363-080,765000,2023-03-16,138
16807101766.0,05792-000,258230,2023-04-06,114
7852809081.0,05143-320,425000,2023-03-31,60
11609200887.0,03426-000,560000,2023-03-31,91
10157706868.0,05595-000,875000,2023-03-30,178
18312100422.0,05782-370,565000,2023-04-04,81
13803900572.0,08246-101,320000,2023-04-04,58
11414800869.0,08280-520,420000,2023-03-31,82
14729600036.0,03573-000,580000,2023-03-31,179
20105300924.0,05572-000,377000,2023-04-05,107
10136500111.0,05620-000,2000000,2023-04-04,395
17816300068.0,04858-480,250000,2023-04-05,120
24520600179.0,08471-030,26753,2023-04-04,180
11429301499.0,08240-095,124184,2023-03-28,63
11053000579.0,03737-150,352500,2023-03-31,53
30605000351.0,02525-050,2700000,2023-03-29,602
2805101588.0,03113-070,270000,2023-04-05,192
2805101588.0,03113-070,678000,2023-04-05,192
16016801266.0,05372-100,300000,2023-04-05,102
21402101528.0,02998-050,400000,2023-03-30,116
14918200019.0,03926-000,270000,2023-04-06,90
14707503062.0,03573-170,550000,2023-04-04,72
5912201465.0,03663-000,480000,2023-03-31,102
6000900414.0,03716-000,500000,2023-03-24,123
5524201263.0,03359-070,650000,2023-03-31,157
10801600161.0,02880-060,351000,2023-04-05,234
14411601272.0,08290-280,380000,2023-03-31,61
16002200141.0,05381-040,580000,2023-03-31,136
11813900093.0,03268-080,350000,2023-04-05,110
11849200067.0,03266-040,400000,2023-03-29,100
14003300040.0,08235-750,200000,2023-04-06,30
6807000979.0,02073-000,730000,2023-04-05,162
6807000979.0,02073-000,850000,2023-04-05,162
14715900733.0,03576-010,290000,2023-04-05,111
14410501495.0,08290-370,260000,2023-03-31,101
17019401162.0,05713-570,860000,2023-03-31,201
21402601474.0,02998-070,380000,2023-03-31,53
5116200396.0,03212-040,490000,2023-04-10,65
16831900681.0,05763-902,730000,2023-04-10,155
19107100174.0,02879-050,105050,2023-04-06,100
11021100276.0,03624-070,420000,2023-03-31,121
7707800397.0,02935-120,500000,2023-04-06,160
17219600533.0,04419-050,220000,2023-04-11,92
12736000233.0,02636-100,1700000,2023-04-10,360
12315700468.0,05654-000,1150000,2023-04-06,455
13213800081.0,08161-360,480000,2023-04-12,200
16608000196.0,05859-120,392000,2023-04-10,77
9010600904.0,04676-070,511600,2023-04-06,108
17213600558.0,04408-000,265000,2023-04-05,72
7852809588.0,05143-320,250000,2023-04-10,60
13109701382.0,03813-030,190000,2023-04-12,78
14504900520.0,08280-450,327360,2023-04-10,120
7852809596.0,05143-320,470000,2023-04-10,61
5704001041.0,03509-000,390000,2023-03-24,59
6722602753.0,02251-015,316966,2023-04-10,92
11901900273.0,04177-480,430000,2023-03-31,114
6208000998.0,03069-050,712500,2023-03-17,180
7004701451.0,02312-000,275000,2023-04-05,72
